Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
걸리다,かかる,Take Time/Get Stuck,복잡하다,複雑だ、混雑している,Complex/Crowded,알리다,知らせる,Inform,나누다,分ける,Divide/Share,이상하다,おかしい,Strange,정하다,定める,Decide,부치다,送る、焼く,Send/Bake,지키다,守る,Protect,불다,吹く,Blow,이 일은 시간이 걸려요。,この仕事は時間がかかります。,This task takes time.,かかる
담그다,漬ける,Soak,떠들다,騒ぐ,Make Noise,걸어가다,歩いて行く,Walk to,사인하다,サインする,Sign,넘다,越える、過ぎる,Exceed/Surpass,버리다,捨てる,Throw Away,선호하다,好む,prefer,쉽다,簡単だ,Easy,가볍다,軽い,Light,김치를 담그고 있어요.,キムチを漬けています。,I am making kimchi.,つける
마치다,終わる、終える,Finish/Complete,나가다,出て行く,Go Out,고치다,直す,Fix,낮다,低い,Low,돌아오다,帰って来る,Return,오다,来る,Come,넘어지다,倒れる,Fall Down,누르다,押す,Press,두껍다,厚い,Thick,숙제를 마쳤어요.,宿題を終えました。,I finished my homework.,おえる
낮다,低い,Low,깨끗하다,清潔だ、きれいだ,Clean,감추다,隠す,hide,싫다,嫌いだ,Dislike,마르다,乾く,Dry,잃어버리다,失くしてしまう,Lose Completely,감사합니다,ありがとうございます,Thank you,이야기하다,話す,Talk,운동하다,運動する,Exercise,그 건물은 너무 낮아요。,その建物はとても低いです。,That building is too low.,ひくい
괜찮습니다,大丈夫です、結構です,It's Okay (formal),축하하다,祝う,Congratulate,입다,着る,Wear,가르치다,教える,Teach,대답하다,返事する、答える,Answer,일하다,働く,Work,자르다,切る,Cut,틀다,つける,Turn On,만나다,会う,Meet,괜찮습니다.,大丈夫です。,It's okay.,だいじょうぶです
전하다,伝える,Deliver,가볍다,軽い,Light,누르다,押す,Press,만지다,触る、触れる,Touch,어떻다,どうだ,Be Like,웃기다,笑わせる,Make Someone Laugh,노력하다,努力する,Make an Effort,취직하다,就職する,Get a Job,작다,小さい,Small,메시지를 전했어요.,メッセージを伝えました。,I delivered the message.,つたえる
잘하다,上手だ,Do Well,알맞다,ふさわしい,Suitable,배우다,習う、教わる,Learn,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,시끄럽다,うるさい,Noisy,깨지다,割れる、壊れる,Break/Broken,켜다,つける,Turn On,알리다,知らせる,Inform,없다,ない,Not Exist,그는 일을 잘해요.,彼は仕事が上手です。,He does his job well.,じょうずだ
잡다,つかむ,Hold,울다,泣く,Cry,계산하다,計算する,Calculate,잊다,忘れる,Forget,열다,開く,Open,입다,着る,Wear,낮다,低い,Low,잃다,失う,Lose,피우다,咲かせる,Bloom,손을 잡았어요.,手をつかみました。,I held his hand.,つかむ
덮다,覆う、かぶせる,Cover,반갑다,嬉しい,Glad/Pleased,느끼다,感じる,Feel,계산하다,計算する,Calculate,취소하다,取り消す,Cancel,차갑다,冷たい,Cold,치료하다,治療する,Treat,운동하다,運動する,Exercise,풀다,解く,Untie,책을 테이블에 덮었어요.,本をテーブルに覆いました。,I covered the book on the table.,おおう、かぶせる
목욕하다,入浴する,Bathe,붙이다,つける,Attach,밀리다,滞る,Be Delayed/Be Stopped,겁나다,怖がる,be scared,싱겁다,(味が)薄い,Plain,화장하다,化粧する,Put on Makeup,고치다,直す,Fix,계산하다,計算する,Calculate,붓다,注ぐ,Pour,저녁에 목욕을 했어요.,夕方に入浴しました。,I took a bath in the evening.,にゅうよくする
