Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
종이,紙,paper,기숙사,寄宿舎、寮,Dormitory,번개,稲妻,lightning,우정,友情,friendship,아마,多分,Probably,사무실,事務室,office,시계,時計,Clock,역사가,歴史家,historian,초콜릿,チョコレート,Chocolate,종이에 메모했어요.,紙にメモしました。,I took a note on paper.,かみ
에스카레이터,エスカレーター,escalator,생신,誕生日（目上の人の）,Birthday,산책,散策,Walk,오직,ただ,only/exclusively,정류장,停留所,Bus Stop,누구,誰,who,야구,野球,Baseball,대한민국,大韓民国,Republic of Korea,함께,一緒に,Together,에스카레이터가 고장 났어요.,エスカレーターが故障しました。,The escalator is broken.,えすかれーたー
재킷,ジャケット,Jacket,인상,印象,Impression,스피커,スピーカー,speaker,한국요리,韓国料理,Korean Cuisine,심리학,心理学,psychology,수도,首都,Capital,수집,収集,collecting,연예인,芸能人,Celebrity,새우,えび,Shrimp,재킷을 입었어요.,ジャケットを着ました。,I wore a jacket.,じゃけっと
잘못된,誤った,wrong/incorrect,베이컨,ベーコン,Bacon,호텔,ホテル,Hotel,선수,選手,Player,불고기,プルコギ,Bulgogi,비자,ビザ,visa,토요일,土曜日,Saturday,만일,万一,if by any chance,횡단보도,横断歩道,Crosswalk,잘못된 정보를 믿었어요.,誤った情報を信じてしまいました。,I believed incorrect info.,あやまった
실수,失敗,Mistake,주인,主人,owner/master,표현,表現,Expression,우리나라,韓国、わが国,Our Country,그동안,これまで,Meanwhile,출장,出張,Business Trip,강좌,講座,Course,아이스크림,アイスクリーム,Ice Cream,무용,舞踊、踊り、ダンス,Dance,작은 실수를 했어요.,小さな失敗をしました。,I made a small mistake.,しっぱい
월세,月払いの家賃,Rent,수저,箸とスプーン,Spoon and Chopsticks,위,上,Above,아무튼,とにかく,anyway,동물원,動物園,zoo,후배,後輩,Junior,소설,小説,Novel,교외,郊外,suburbs,장,~枚,Piece,월세를 냈어요.,月払いの家賃を払いました。,I paid the monthly rent.,げっしゃ
옆,横,Next To,한국어,韓国語,Korean,거기,そこ,There,남대문시장,南大門市場,Namdaemun Market,가게,お店,shop,유학,留学,Study Abroad,합격,合格,Pass,친척,親戚,Relative,동쪽,東、東側,East,옆에 앉아주세요.,横に座ってください。,Please sit next to me.,よこ
비용,費用,cost,눈물,涙,Tears,부동산,不動産,Real Estate,통,通,Container,학생,学生,student,방법,方法,Method/Way,문제,問題,Problem,부업,副業,Side Job,베이지색,ベージュ,beige,비용이 얼마나 드나요?,費用はいくらかかりますか。,How much does it cost?,ひよう
약국,薬局,Pharmacy,뉴스,ニュース,News,오리,あひる、鴨,Duck,스케이트,スケート,Skate,산사태,山崩れ,landslide,여기저기,あちこち,Here and There,교육,教育,education,고추,唐辛子,Chili Pepper,몇 개,いくつ,how many pieces,약국에서 약을 샀어요.,薬局で薬を買いました。,I bought medicine at the pharmacy.,やっきょく
얼마,いくら,how much,빨간색,赤,Red,봉투,封筒,Envelope,목소리,声,Voice,누가,誰が,Who,법,法,law,단어,単語,Word,수저,箸とスプーン,Spoon and Chopsticks,우선,まず,First,이건 얼마예요?,これはいくらですか。,How much is this?,いくら
