Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
공원,公園,Park,여학생,女子学生,Female Student,해,陽,Sun,캠핑,キャンプ,camping,옛날,昔,Old Days,단체,団体,group/organization,잠시,ちょっと,A While,번개,稲妻,lightning,직원,職員,staff/employee,주말에 공원에 갔어요。,週末に公園に行きました。,I went to the park on the weekend.,こうえん
자기,自己,Self,잠,睡眠,Sleep,영상,映像,Image,꽃집,花屋,Flower Shop,노트,ノート,Notebook,안개,霧,fog,아침밥,朝ご飯,Breakfast,회사,会社,Company,하숙집,下宿先,Lodging House,자기를 믿어야 해요.,自分を信じなければなりません。,You must trust yourself.,じこ
어젯밤,昨夜,Last Night,오래,長く,Long Time,만일,万一,if by any chance,김치,キムチ,Kimchi,지갑,財布,wallet,식사,食事,Meal,그램,グラム,Gram,시민,市民,Citizen,메모,メモ,Note,어젯밤에 무서운 꿈을 꿨어요.,昨夜怖い夢を見ました。,I had a scary dream last night.,さくや
스타,スター,Star,탁자,テーブル,table,이따가,後で,Later,달,月,moon,계획,計画,Plan,속초,ソクチョ,Sokcho,카드,カード,Card,님,~様,Suffix for respect,감동,感動,Emotion,그 배우는 진짜 스타예요.,その俳優は本当にスターです。,That actor is truly a star.,すたー
이번,今回,This Time,달러,ドル,Dollar,무리,無理,Impossible/Group,라디오,ラジオ,radio,반지,指輪,Ring,아침식사,朝食,Breakfast,예,はい,Yes,부탁,お願い,Request,목요일,木曜日,Thursday,이번에는 꼭 성공합시다.,今回は必ず成功しましょう。,Let's succeed this time.,こんかい
땀,汗,Sweat,무리,無理,Impossible/Group,요일,曜日,Day of the Week,필통,筆箱,pencil case,그,その,That,문,ドア,door,사이즈,サイズ,Size,일상생활,日常生活,Daily Life,스키,スキー,Ski,운동 후에 땀을 많이 흘렸어요.,運動後に汗をたくさんかきました。,I sweat a lot after exercising.,あせ
귤,みかん,Mandarin Orange,여우,狐,fox,복사기,複写機,photocopier,남대문시장,南大門市場,Namdaemun Market,고등학생,高校生,High School Student,지식,知識,knowledge,항상,いつも,always,남편,夫,Husband,빌딩,ビル,Building,귤을 먹으면서 산책했어요。,みかんを食べながら散歩しました。,I went for a walk while eating mandarin oranges.,みかん
시디,CD,CD,점퍼,ジャンパー,Jumper,양,量,Amount,작은,小さい,small,택시,タクシー,Taxi,금색,金色,gold,생각,考え,Thought,여자,女性,Woman,하루,1日,One Day,시디를 들었어요.,CDを聴きました。,I listened to a CD.,しーでぃー
터미널,ターミナル,Terminal,문,ドア,door,맞은편,向こう側、向かい,Opposite Side,어린이,子供,Child,곡선,曲線,curve,내용,内容,Content,전통,伝統,tradition,초등학생,小学生,Elementary School Student,종업원,従業員,Employee,버스터미널에서 출발했어요.,バスターミナルから出発しました。,I departed from the bus terminal.,たーみなる
내일,明日,Tomorrow,적,的,Enemy/Target,합격,合格,Pass,인삼,人参,Ginseng,위,胃,stomach,배낭,リュックサック,backpack,현금,現金,cash,마늘,にんにく,Garlic,비밀,秘密,Secret,내일은 날씨가 좋을 거예요。,明日は天気が良いでしょう。,The weather will be good tomorrow.,あした
