Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
호랑이,虎,tiger,냄새,におい,Smell,시험,試験,Exam,공기,空気,Air,어떤,どんな,What Kind Of,고의로,故意に,intentionally/on purpose,학원,塾,Academy,잔치,パーティ,Party,야채,野菜,Vegetable,호랑이가 포효해요.,虎がほえます。,The tiger roars.,とら
후배,後輩,Junior,오후,午後,afternoon,인구,人口,population,대학원,大学院,Graduate School,평화,平和,peace,마리,~匹、~頭,Counter for Animals/People,목적,目的,Purpose,수족관,水族館,aquarium,인,~人,Person,후배에게 가르쳤어요.,後輩に教えました。,I taught my junior.,こうはい
첫째,最初の,First,손,手,hand,내일,明日,Tomorrow,뉴스,ニュース,News,운동장,運動場,Playground,잘,よく,Well,예측,予測,prediction,이따가,後で,Later,감사,感謝,Gratitude,첫째 아이가 학교에 갔어요.,一番目の子供が学校に行きました。,The first child went to school.,さいしょの
자주,たびたび,Often,강아지,子犬,Puppy,세계,世界,world,등,背、など,Back/Etc.,대전,テジョン,Daejeon,투어,ツアー,tour,시민,市民,Citizen,그래,うん、そう,Yes,어깨,肩,Shoulder,자주 여행을 가요.,よく旅行に行きます。,I often go on trips.,たびたび
여기저기,あちこち,Here and There,약간,若干,Somewhat,산,山,mountain,아내,妻,Wife,마리,~匹、~頭,Counter for Animals/People,색,色,Color,목,首、喉,Neck/Throat,떡,餅,Mochi,개나리,レンギョウ,Forsythia,여기저기 구경했어요.,あちこち見物しました。,I looked around here and there.,あちこち
토요일,土曜日,Saturday,일기,日記,Diary,설문,設問,survey/questionnaire,위,胃,stomach,뉴스,ニュース,News,닭고기,鶏肉,Chicken Meat,그렇구나,なるほど,I see,논문,論文,thesis/paper,관광명소,観光名所,tourist attraction,토요일에는 쉬고 싶어요.,土曜日は休みたいです。,I want to rest on Saturday.,どようび
점심,昼食,Lunch,원인,原因,cause,휴지,ちり紙,Tissue,일단,とりあえず,first/for now,계산서,勘定書,bill/check,오늘,きょう,Today,드디어,ついに,finally/at last,생신,誕生日（目上の人の）,Birthday,편지,手紙,Letter,점심을 맛있게 먹었어요.,昼食を美味しく食べました。,I enjoyed lunch.,ちゅうしょく
사물,物事,Thing,창문,窓,window,어른,大人,Adult,심리학,心理学,psychology,아이,子供,Child,인간,人間,human,아침밥,朝ご飯,Breakfast,개나리,レンギョウ,Forsythia,콧물,鼻水,Nasal Discharge,사물을 잘 관찰하세요.,物事をよく観察してください。,Observe things carefully.,ものごと
텔레비전,テレビ,television,원피스,ワンピース,Dress,철,季節,Season,중학교,中学校,junior high school,사전,辞書,Dictionary,무척,とても、非常に,Very/Extremely,칠판,黒板,Blackboard,무슨,何の~、どんな~,What Kind of~,볶음밥,チャーハン,Fried Rice,텔레비전을 봐요.,テレビを観ます。,I watch television.,てれび
명,~名,Counter for People,어린이,子供,Child,단어,単語,Word,버스정류장,バス停,Bus stop,명절,年中行事,Holiday/Festival,천장,天井,ceiling,녹차,緑茶,Green Tea,태풍,台風,typhoon,주차장,駐車場,parking lot,학생 두 명이 있어요.,学生が二名います。,There are two students.,めい
