Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
탁자,テーブル,table,열심히,熱心に,Diligently,수도,首都,Capital,누가,誰が,Who,시,市/時,City/Hour,아이보리색,アイボリー,ivory,어느 쪽,どちら,which side,저쪽,あちら,That Side,입학,入学,entrance to school,탁자에 밥을 차려요.,テーブルにごはんを用意します。,I prepare food on the table.,てーぶる
팔,腕,Arm,곰,熊,bear,침대,ベッド,Bed,온갖,あらゆる,all kinds of,마우스,マウス,mouse (PC),땀,汗,Sweat,계산서,勘定書,bill/check,옷장,洋服ダンス,wardrobe,일식,日本料理,Japanese Food,팔이 아파요.,腕が痛いです。,My arm hurts.,うで
분,分/名(目上の人),Minute/Person,경주,慶州,Kyongju,재킷,ジャケット,Jacket,포도,ブドウ,grape,월,月,Month,셔츠,シャツ,shirt,사원,寺院,temple/monastery,프로그램,プログラム,Program,부부,夫婦,Married Couple,수업은 10분 후에 시작해요.,授業は10分後に始まります。,The class starts in 10 minutes.,ふん
백화점,百貨店、デパート,Department Store,웬일,何事,What's the Matter,시,市/時,City/Hour,특징,特徴,Characteristic,지방,地方,Region,블라우스,ブラウス,Blouse,학생증,学生証,Student ID,고등학교,高等学校,High School,명절,年中行事,Holiday/Festival,백화점에서 선물을 샀어요.,デパートでプレゼントを買いました。,I bought a gift at the department store.,ひゃっかてん
값,値段、価値,Price,인기스타,人気スター,Popular Star,필요,必要,Need,그림자,影,shadow,몹시,非常に,very/exceedingly,간호사,看護師,nurse,서로,互いに,Each Other,요리,料理,Cooking,거리,通り、街,Street/Distance,이 옷의 값이 너무 비싸요。,この服の値段がとても高いです。,The price of this clothes is very high.,ねだん
그래프,グラフ,graph,얼굴,顔,face,문화,文化,culture,오래,長く,Long Time,평일,平日,weekday,방송,放送,broadcast,국어,国語,Korean Language,학생,学生,student,옆,横,Next To,그래프로 비교해 봅시다.,グラフで比較してみましょう。,Let's compare with a graph.,ぐらふ
아뇨,いいえ,No,자주,しばしば,frequently/often,만일,万一,if by any chance,메시지,メッセージ,Message,감사,感謝,Gratitude,손님,お客さま,Guest,처음,最初,First,각,各,various/each,시청,市役所,City Hall,"아뇨,  그것은 아니에요.",いいえ、それは違います。,"No,  that is not it.",いいえ
핸드폰,携帯電話,mobile phone,산책,散策,Walk,킬로미터,キロメートル,Kilometer,방,部屋,Room,텔레비전,テレビ,television,지폐,紙幣,bill (money),전통,伝統,tradition,그릇,器、容器,Bowl,질,質,Quality,핸드폰을 잃어버렸어요.,携帯電話をなくしました。,I lost my mobile phone.,けいたいでんわ
복숭아,桃,peach,가지,種類,Type,실례,失礼,Excuse,영국,英国,England,팁,チップ,tip,특징,特徴,Characteristic,가족,家族,Family,산책로,散策路,walking path,시골,田舎,countryside,복숭아가 부드러워요.,桃はやわらかいです。,The peach is soft.,もも
인상,印象,Impression,카메라,カメラ,Camera,바닷가,海辺、浜辺,Beach,후배,後輩,Junior,선박,船,boat,가끔,時々、たまに,Sometimes,감자,じゃがいも,Potato,절대(로),絶対に,never/absolutely,내,私の、僕の、おれの,My,첫 인상이 좋아요.,第一印象が良いです。,The first impression is good.,いんしょう
