Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
급하다,急だ、緊急だ、急がれる,Urgent,계산하다,計算する,Calculate,구하다,求める、手に入れる,Seek,시원하다,涼しい,Cool,계시다,いらっしゃる,Be (honorific),막히다,詰まる、つかえる,Clog/Block,부탁하다,依頼する,Request,가깝다,近い,Close,재미없다,面白くない,Boring,Hospitals에서는 급한 환자를 먼저 봐요。,病院では急な患者を優先して見ます。,Hospitals prioritize urgent patients.,きゅうだ
오르다,上る,Climb,질문하다,質問する,Ask a Question,뵙다,お目にかかる,Meet (honorific),가르치다,教える,Teach,드시다,召し上がる,Eat/Drink (honorific),돌아가다,帰って行く,Go Back,내다,出す、起こす,Take Out/Issue,교환하다,交換する,exchange,궁금하다,気になる,curious,산에 올랐어요.,山に登りました。,I climbed the mountain.,のぼる
푹,ぐっすり,Deeply,찍다,撮る,Take a Picture,이상하다,おかしい,Strange,빨갛다,赤い,Red,아프다,痛い,Hurt,고르다,選ぶ,Choose,마시다,飲む,Drink,붓다,注ぐ,Pour,버리다,捨てる,Throw Away,푹 잤어요.,ぐっすり寝ました。,I slept deeply.,ぐっすり
다치다,けがする、触れる,Hurt/Injure,다르다,違う、異なる,Different,잘하다,上手だ,Do Well,어둡다,暗い,Dark,찾아오다,訪ねて来る,Visit,흐리다,曇る,Cloudy,팔리다,売れる,Be Sold,아니다,~でない,Not,담그다,漬ける,Soak,운동하다가 다쳤어요.,運動中にけがをしました。,I got hurt while exercising.,けがする
유명하다,有名だ,Famous,꺼내다,取り出す,Take Out,확인하다,確認する,Confirm,이야기하다,話す,Talk,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,노래하다,歌う,Sing,독서하다,読書する,Read,웃기다,笑わせる,Make Someone Laugh,불다,吹く,Blow,그는 유명한 가수예요.,彼は有名な歌手です。,He is a famous singer.,ゆうめいだ
붙이다,つける,Attach,넘어지다,倒れる,Fall Down,어리다,幼い,Young,똑같다,全く同じだ、そっくりだ,Same Exactly,맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,신청하다,申請する,Apply,내려가다,下がって行く、下がる、降りて行く,Go Down/Descend,돕다,助ける、手伝う,Help,어울리다,似合う,Match,스티커를 붙였어요.,ステッカーを貼りました。,I attached a sticker.,つける
뵙다,お目にかかる,Meet (honorific),그치다,終わる、止む,End,쓰이다,使われる,Be Used,싫다,嫌いだ,Dislike,맞아요,その通りです,That's Right (informal),입원하다,入院する,Be Hospitalized,보이다,見える、見せる,See/Show,노랗다,黄色い,Yellow,행복하다,幸せだ,Happy,선생님을 뵙고 싶습니다.,先生にお目にかかりたいです。,I would like to meet the teacher.,おめにかかる
차갑다,冷たい,Cold,세우다,たてる,Build,깨끗하다,清潔だ、きれいだ,Clean,틀다,つける,Turn On,뵙다,お目にかかる,Meet (honorific),좋다,良い,Good,그리다,(絵を)描く,Draw,떠들다,騒ぐ,Make Noise,푹,ぐっすり,Deeply,물이 차가워요.,水が冷たいです。,The water is cold.,つめたい
고마웠습니다,ありがとうございました,Thank you (formal past),조심하다,注意する,Be Careful,벗다,脱ぐ,Take Off,배고프다,空腹だ,Hungry,서다,立つ,Stand,주차하다,駐車する,Park,씻다,洗う,Wash,돌아오다,帰って来る,Return,치료하다,治療する,Treat,고마웠습니다.,ありがとうございました。,Thank you very much.,ありがとうございます
주차하다,駐車する,Park,느끼다,感じる,Feel,어떻습니까?,どうですか,How Is It?,다녀오다,行って来る,Go and Come Back,구하다,求める、手に入れる,Seek,가져가다,持って行く,Take,높다,高い,High/Tall,조사하다,調査する,Investigate,기쁘다,嬉しい,Happy,여기서 주차하지 마세요.,ここで駐車しないでください。,Don't park here.,ちゅうしゃする
