Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
위,上,Above,부탁,お願い,Request,가게,お店,shop,주,週,Week,센터,センター,Center,치과,歯科,Dentist,단어,単語,Word,자동차회사,自動車会社,Automobile Company,일기예보,天気予報,Weather Forecast,책이 책상 위에 있어요.,本が机の上にあります。,The book is on the desk.,うえ
속,中,Inside,과학자,科学者,scientist,목욕,沐浴、入浴,Bath,무척,とても、非常に,Very/Extremely,예측,予測,prediction,힘,力,Strength,배터리,バッテリー,battery,승리,勝利,victory,복도,廊下,hallway,가방 속에 책이 있어요.,鞄の中に本があります。,There is a book inside the bag.,なか
페이지,ページ,Page,일본,日本,Japan,부업,副業,Side Job,발가락,足の指,Toes,영국,英国,England,이름,名前,Name,절대(로),絶対に,never/absolutely,심장,心臓,heart,사무실,事務室,office,20페이지를 읽었어요.,20ページを読みました。,I read page 20.,ぺーじ
벌,罰,punishment,목적,目的,Purpose,물,水,water,형,(弟から見て)兄,Older Brother,상자,箱,Box,녹색,緑色,Green,장마,梅雨,Rainy Season,아들,息子,Son,회사,会社,Company,죄에는 벌이 따릅니다.,罪には罰が伴います。,A crime is followed by punishment.,ばつ
남동생,弟,Brother (younger),경기장,競技場,stadium,저쪽,あちら,That Side,그러면,それなら,then/in that case,멕시코,メキシコ,Mexico,가지,種類,Type,무역,貿易,Trade,일본,日本,Japan,심지어,さらに,even (what’s more),남동생이 학교에 가요。,弟が学校に行きます。,My younger brother goes to school.,おとうと
콧물,鼻水,Nasal Discharge,일본말,日本語,Japanese Language,학생증,学生証,Student ID,목욕,沐浴、入浴,Bath,서랍,引き出し,drawer,고등학교,高等学校,High School,이거,これ,This,팔,腕,Arm,고등학생,高校生,High School Student,콧물이 나요.,鼻水が出ます。,I have a runny nose.,はなみず
경찰서,警察署,Police Station,규칙,規則,rule,운동,運動,Exercise,지금,今,Now,볼펜,ボールペン,Ballpoint Pen,아기,赤ちゃん,Baby,컵,カップ,Cup,무릎,ひざ,Knee,우산,傘,umbrella,경찰서에 신고했어요。,警察署に通報しました。,I reported to the police station.,けいさつしょ
간식,間食、おやつ,Snack,코,鼻,nose,냉장고,冷蔵庫,Refrigerator,변호사,弁護士,Lawyer,전화,電話,telephone,단체,団体,group/organization,스피커,スピーカー,speaker,광고,広告,advertisement,독서실,読書室,Study Room,오후에 간식을 먹었어요。,午後におやつを食べました。,I had a snack in the afternoon.,あやつ
곰,熊,bear,양파,玉ねぎ,onion,게임,ゲーム、遊び,Game,좀,ちょっと,A Little,등산화,登山靴,Climbing Shoes,여행,旅行,Travel,산,山,mountain,프랑스,フランス,France,샴푸,シャンプー,Shampoo,곰이 겨울잠을 자요.,熊は冬眠します。,The bear hibernates.,くま
이제,いまや,Now,신,新,New,여우,狐,fox,관심,関心、興味,Interest,역,駅,Station,포도,ブドウ,grape,이름,名前,Name,시간,時間,Time,교과서,教科書,Textbook,이제는 다 끝났어요.,いまや全て終わりました。,Now everything is over.,いまや
