Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
대학,大学,University,부산,釜山,Busan,나라,国,Country,배우,俳優,Actor/Actress,영수증,領収書,receipt,잔,~杯,Glass,위,胃,stomach,축구,サッカー,Soccer,그렇구나,なるほど,I see,그는 서울대에 다녀요.,彼はソウル大学に通っています。,He attends Seoul National University.,だいがく
물론,もちろん,of course,점원,店員,Clerk,된장,味噌,Miso,닭,にわとり,Chicken,혹은,あるいは,or,빨간색,赤色,red,계좌,口座,account,밖,外,Outside,심하게,ひどく,severely,물론 갈 수 있죠.,もちろん行けますよ。,"Of course,  I can go.",もちろん
꽤,けっこう,quite/rather,또는,または,or,메시지,メッセージ,Message,따로,別に、別途,Separately,그쪽,そちら、その方,That Side/Person,안경,眼鏡,Glasses,그러니까,だからこそ,that’s why,몸,体,Body,강아지,子犬,Puppy,그 영화가 꽤 재미있었어요.,その映画はけっこう面白かったです。,That movie was quite fun.,けっこう
기침,咳,Cough,점,点,Dot/Point,토요일,土曜日,Saturday,검은색,黒,Black,정보,情報,Information,학년,学年,Grade,명절,年中行事,Holiday/Festival,손수건,ハンカチ,Handkerchief,겨울방학,冬休み,Winter Break,감기에 걸려서 기침을 했어요。,風邪をひいて咳をしました。,I coughed because I caught a cold.,せき
고추장,コチュジャン,Chili Paste,기쁨,喜び,joy,상자,箱,Box,아이스크림,アイスクリーム,Ice Cream,도넛,ドーナツ,doughnut,은색,銀色,silver,준비,準備,Preparation,오징어,いか,Squid,국어,国語,Korean Language,고추장을 사용해서 양념을 만들어요。,コチュジャンを使って調味料を作ります。,I make seasoning using chili paste.,コチュジャン
편지,手紙,Letter,섬,島,Island,사장,社長,President,지난번,前回,Last Time,어젯밤,昨夜,Last Night,매우,非常に,very/quite,운동장,運動場,Playground,한강,ハンガン(漢江),Han River,김치찌개,キムチ鍋,Kimchi Stew,편지를 받았어요.,手紙を受け取りました。,I received a letter.,てがみ
어린이,子供,Child,감기약,風邪薬,Cold Medicine,가요,歌謡,Song,상,賞,award,채소,野菜,Vegetable,방,部屋,Room,영국,英国,England,각,各、おのおの,Each,서랍,引き出し,drawer,어린이 공원이 있어요.,子供用の公園があります。,There is a children's park.,こども
모임,集まり,Gathering/Meeting,중요,重要,Important,얼음,氷,Ice,가을,秋,Autumn,김,海苔,Nori,여러가지,いろいろ,Various,표,チケット,Ticket,병원,病院,hospital,핸드폰,携帯電話,mobile phone,주말에 모임이 있어요.,週末に集まりがあります。,There is a meeting on the weekend.,あつまり
시외,市外,Outside the City,표,チケット,Ticket,시청,市役所,City Hall,진달래,ツツジ,Azalea,전주,チョンジュ,Jeonju,어린이날,オリニナル (子どもの日),Children’s Day,필통,筆箱,pencil case,갈색,褐色、茶色,Brown,시설,施設,Facility,시외로 여행을 갔어요.,市外へ旅行に行きました。,I went on a trip outside the city.,しがい
좀,ちょっと,A Little,확률,確率,probability,선물,プレゼント,Gift,체육관,体育館,gym,운동선수,スポーツ選手,Athlete,중학생,中学生,Middle School Student,옷장,洋服ダンス,wardrobe,화장실,トイレ,Restroom,상당히,かなり,quite/fairly,좀 더 주세요.,少しください。,Please give me a little more.,ちょっと
