Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
지폐,紙幣,bill (money),기차,汽車,Train,몽골,モンゴル,Mongolia,티셔츠,Tシャツ,T-Shirt,책,本,book,반,半分、班,Half/Group,마라톤,マラソン,marathon,귀,耳,ear,모임,集まり,Gathering/Meeting,지폐가 구겨졌어요.,紙幣がしわくちゃになりました。,The bill got crumpled.,しへい
식물원,植物園,botanical garden,프랑스,フランス,France,맥주,ビール,Beer,스포츠,スポーツ,Sports,출구,出口,exit,계절,季節,Season,동물원,動物園,zoo,옛날,昔,Old Days,사이즈,サイズ,Size,식물원에서 다양한 식물을 봤어요.,植物園でいろいろな植物を見ました。,I saw various plants at the botanical garden.,しょくぶつえん
표현,表現,Expression,태권도,テコンドー,Taekwondo,계좌,口座,account,크레이프,クレープ,crepe,홍차,紅茶,Black Tea,인사,挨拶,Greeting,일본사람,日本人,Japanese Person,질,質,Quality,자장면,ジャージャー麺,Black Bean Noodles,그의 표현이 독특해요.,彼の表現が独特です。,His expression is unique.,ひょうげん
단체,団体,group/organization,등,背、など,Back/Etc.,결과,結果,Result,배우,俳優,Actor/Actress,꽤,けっこう,quite/rather,장마철,梅雨時,Rainy Season,씩,~ずつ,Each,직접,直接,Directly,결혼식,結婚式,Wedding,단체 관광을 신청했어요.,団体観光に申し込みました。,I signed up for a group tour.,だんたい
금연,禁煙,No Smoking,좀더,もう少し,A Bit More,광주,クァンジュ,Gwangju,프린트,プリント,Print,벚꽃,桜,Cherry Blossom,수영,水泳,Swimming,월,月,Month,센티미터,センチメートル,Centimeter,비디오,ビデオ,Video,이곳은 금연입니다。,ここは禁煙です。,This place is no smoking.,きんえん
오른쪽,右,Right Side,영화,映画,movie,간신히,かろうじて,barely,전기자동차,電気自動車,Electric Car,지하철역,地下鉄の駅,Subway Station,쯤,~ごろ,Around,코,鼻,nose,하숙집,下宿先,Lodging House,개인,個人,Individual,오른쪽으로 가세요.,右に行ってください。,Please go to the right.,みぎ
호텔,ホテル,Hotel,비용,費用,cost,편,編,Volume,새우,えび,Shrimp,여보세요,もしもし,Hello (on phone),전자사전,電子辞書,Electronic Dictionary,수집,収集,collecting,볼펜,ボールペン,Ballpoint Pen,점심,昼食,Lunch,호텔에서 묵었어요.,ホテルに泊まりました。,I stayed at a hotel.,ほてる
대,~台,Counter for machines and vehicles,어머,まあ,Oh My,가뭄,干ばつ,drought,감사,感謝,Gratitude,천장,天井,ceiling,대학원,大学院,Graduate School,거짓말,嘘,Lie,그림자,影,shadow,배달,配達、出前,Delivery/Takeout,그는 대를 3대 가지고 있어요.,彼は車を3台持っています。,He has three cars.,だい
새벽,未明/明け方,dawn,가운데,中間,Middle,매일,毎日,Every Day,언제,いつ,When,조용히,静かに,Quietly,컴퓨터,コンピューター,computer,시작,始まり,Start,제일,いちばん,Best,습관,習慣,Habit,새벽에 일어났어요.,明け方に起きました。,I got up at dawn.,さめし(※固有語につき読みは後述)
참,本当に,Really,그램,グラム,Gram,방송,放送,broadcast,탁자,テーブル,table,앞,前,Front,인형,人形,Doll,길,道,Street/Road,소금,塩,Salt,순서,順序,Order,참 좋은 날씨예요.,本当に良い天気です。,It's really nice weather.,ほんとうに
