Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
고치다,直す,Fix,어렵다,難しい,Difficult,기억하다,覚えている,remember,빠르다,早い,Fast,맛있다,おいしい,Delicious,드시다,召し上がる,Eat/Drink (honorific),아름답다,美しい,Beautiful,지다,負ける,Lose,불편하다,不便だ,Uncomfortable,컴퓨터를 고쳐야 해요。,コンピュータを直さなければなりません。,I need to fix the computer.,なおす
앉다,座る,Sit,웃기다,笑わせる,Make Someone Laugh,불안정하다,不安定だ,unstable,일어나다,起きる,Wake Up,빨갛다,赤い,Red,똑같다,全く同じだ、そっくりだ,Same Exactly,만나다,会う,Meet,궁금하다,気になる,curious,지나다,過ぎる,Pass,의자에 앉았어요.,椅子に座りました。,I sat on the chair.,すわる
고프다,空腹だ,Hungry,멋지다,素敵だ,nice,크다,大きい,Big,정리하다,整理する,Organize,마르다,乾く,Dry,타다,乗る,Ride,중요하다,重要だ,Important,즐거워하다,楽しがる,Enjoy,구하다,求める、手に入れる,Seek,지금 너무 고파요。,今とてもお腹が空いています。,I am very hungry now.,すいている
적다,少ない,Few/Write Down,씹다,噛む,Chew,복잡하다,複雑だ、混雑している,Complex/Crowded,잡다,つかむ,Hold,위하다,~のためにする,Do for,불안정하다,不安定だ,unstable,주문하다,注文する,Order,세일하다,セールする,Have a Sale,들어오다,入って来る、入る,Come In,단어를 적었어요.,単語を書きました。,I wrote down the words.,すくない/かく
닮다,似る,Resemble,지내다,過ごす,Live/Spend Time,알았습니다,わかりました,Understood,걸어가다,歩いて行く,Walk to,걸리다,かかる,Take Time/Get Stuck,사랑하다,愛する,Love,낮다,低い,Low,운동하다,運動する,Exercise,조심하다,注意する,Be Careful,그는 아버지를 많이 닮았어요.,彼は父親にとても似ています。,He resembles his father a lot.,にる
그치다,終わる、止む,End,자다,寝る,Sleep,같다,同じだ,Same,죽다,死ぬ,Die,끄다,消す、止める,Turn Off,샤워하다,シャワーする,Take a Shower,잘하다,上手だ,Do Well,버리다,捨てる,Throw Away,어리다,幼い,Young,수업이 그쳤어요。,授業が終わりました。,The class has ended.,おわる
슬퍼하다,悲しむ,Grieve,구하다,求める、手に入れる,Seek,취소하다,取り消す,Cancel,끄다,消す、止める,Turn Off,깨뜨리다,壊す,break (an object),지키다,守る,Protect,그렇습니다,そうです,That's right (formal),부탁하다,依頼する,Request,가리다,覆う/隠す,cover,그녀는 슬퍼하고 있어요.,彼女は悲しんでいます。,She is grieving.,かなしむ
주다,あげる,Give,고치다,直す,Fix,감추다,隠す,hide,살다,生きる,Live,싸우다,けんかする,Fight,따라가다,ついて行く、従う,Follow,짜다,組み立てる,Assemble,씻다,洗う,Wash,독서하다,読書する,Read,선물을 줬어요.,プレゼントをあげました。,I gave a gift.,あげる
생각되다,考えられる,Be Considered,즐기다,楽しむ,Enjoy,따뜻하다,暖かい,Warm,굽다,焼く,Bake,편하다,楽だ,Comfortable,데리다,連れる,Bring,아니오,いいえ,No,벗다,脱ぐ,Take Off,불안정하다,不安定だ,unstable,그는 믿음직한 사람으로 생각돼요.,彼は信頼できる人と考えられます。,He is considered a trustworthy person.,かんがえられる
말씀하다,お話する、おっしゃる,Speak (honorific),공부하다,勉強する,Study,부탁하다,依頼する,Request,길다,長い,Long,되다,~になる,Become,신청하다,申請する,Apply,맛없다,おいしくない、不味い,Not Tasty/Bad Taste,안녕하요,こんにちは,Hello,많다,多い,Many/Many of,어머니께 말씀드렸어요.,母にお話ししました。,I spoke to my mother.,おはなしする、おっしゃる
