Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
스페인어,スペイン語,Spanish,상자,箱,Box,은행원,銀行員,Banker,재료,材料,Material,대체로,だいたい,mostly/generally,당근,にんじん,Carrot,어떤,どんな,what kind of,가을,秋,Autumn,맥주,ビール,Beer,스페인어를 배우고 있어요.,スペイン語を習っています。,I am learning Spanish.,すぺいんご
대전,テジョン,Daejeon,춤,踊り,dance,장마,梅雨,Rainy Season,원피스,ワンピース,Dress,새벽,未明/明け方,dawn,저거,あれ,That (Thing Over There),필름,フィルム,Film,물리,物理,Physics,농구,バスケットボール,Basketball,대전은 과학研究都市로 성장했어요.,大田は科学研究都市として成長しました。,Daejeon has grown as a science research city.,てじょん
해,太陽,sun,수업,授業,Class,양식,洋食,Western Food,사진기,カメラ,Camera,뒤쪽,後ろ、後ろの方、後側,Back Side,전화기,電話機,Telephone,치약,歯磨き粉,Toothpaste,한국말,韓国語,Korean Language,어둠,闇,darkness,해가 떠올랐어요.,太陽が昇りました。,The sun has risen.,たいよう
더,より,More,홈페이지,ホームページ,homepage,김,海苔,Nori,노트,ノート,Notebook,얼마나,どれくらい,how long/much,눈썹,眉毛,Eyebrow,그쪽,そちら、その方,That Side/Person,부동산,不動産,Real Estate,외삼촌,おじ（母方）,Uncle (maternal),더 많은 정보를 원해요.,もっと多くの情報が欲しいです。,I want more information.,もっと
낚시,釣り,Fishing,나,僕、わたし、~や,I/We/Somebody,지혜,知恵,wisdom,다음달,来月、翌月,Next Month,포장,包装,Packaging,복사기,複写機,photocopier,매,毎,every,식당,食堂,restaurant,사장,社長,President,주말에 낚시를 갈 거예요。,週末に釣りに行きます。,I will go fishing on the weekend.,つり
처음,最初,First,늘,いつも、ずっと,Always,달력,カレンダー,calendar,영국,英国,England,분석,分析,analysis,외국인,外国人,Foreigner,소금,塩,Salt,인사,挨拶,Greeting,번호,番号,Number,처음 뵙겠습니다.,初めまして。,Nice to meet you.,さいしょ
지금,今,Now,오직,ただ,only/exclusively,사거리,四つ角,Crossroads,아이보리색,アイボリー,ivory,탁자,テーブル,table,기분,気分,Mood,희망,希望,hope,누구랑,誰と,with whom,세계,世界,world,지금 뭐해요?,今何をしていますか？,What are you doing now?,いま
입구,入口,entrance,예,はい,Yes,자칫하면,ちょっとしたことで,nearly/almost,농구,バスケットボール,Basketball,커피숍,コーヒーショップ,Coffee Shop,남,男,Man,음식,食べ物,Food,안,~しない、中,Inside/Not,공휴일,祝日,Holiday,입구에서 대기하세요.,入口で待っていてください。,Wait at the entrance.,いりぐち
경주,慶州,Kyongju,지하철역,地下鉄の駅,Subway Station,황사,黄砂,yellow dust,국기,国旗,national flag,투어,ツアー,tour,운동복,体操服,Sportswear,소금,塩,Salt,여보세요,もしもし,Hello (on phone),휴가,休暇,Vacation,경주는 역사적인 도시예요。,慶州は歴史的な都市です。,Kyongju is a historic city.,けいしゅう
우리,我々,We,관광명소,観光名所,tourist attraction,밖,外,Outside,현금,現金,cash,자,定規,ruler,방송국,放送局,Broadcasting Station,결혼식,結婚式,Wedding,반년,半年,Half a Year,건강,健康,health,우리는 친구예요.,私たちは友達です。,We are friends.,われわれ
