Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
변호사,弁護士,Lawyer,영화배우,映画俳優,Actor,반찬,おかず,Side Dish,통장,通帳,bankbook,연구,研究,research,편의점,コンビニ,convenience store,치약,歯磨き粉,Toothpaste,장갑,手袋,gloves,마늘,にんにく,Garlic,그는 훌륭한 변호사예요.,彼は素晴らしい弁護士です。,He is an excellent lawyer.,べんごし
시청,市役所,City Hall,국내,国内,Domestic,녹차,緑茶,Green Tea,환자,患者,Patient,장미,バラ,Rose,감기약,風邪薬,Cold Medicine,껌,ガム,Gum,베개,枕,Pillow,몸,体,Body,시청에서 일하고 있어요.,市役所で働いています。,I work at the city hall.,しやくしょ
아랍어,アラビア語,Arabic,남쪽,南,South,만두,ぎょうざ,Dumpling,티셔츠,Tシャツ,T-Shirt,눈물,涙,Tears,귤,みかん,Mandarin Orange,동대문시장,東大門市場,East Daemun Market,겨울방학,冬休み,Winter Break,현재,現在,present,아랍어를 배우고 있어요.,アラビア語を習っています。,I am learning Arabic.,あらびあご
어떤,どんな,what kind of,습관,習慣,Habit,그곳,そこ,There,호수,湖,lake,지하철,地下鉄,subway,확률,確率,probability,우유,牛乳,milk,스키,スキー,Ski,반,半分、班,Half/Group,어떤 음식을 좋아해요?,どんな料理が好きですか。,What kind of food do you like?,どんな
일단,とりあえず,first/for now,계단,階段,Stairs,동네,町内、ご近所,Neighborhood,치과,歯科,Dentist,월요일,月曜日,Monday,곡선,曲線,curve,에스카레이터,エスカレーター,escalator,승리,勝利,victory,안경,眼鏡,Glasses,일단 이것부터 해 볼까요?,とりあえずこれからやってみましょうか。,Let’s do this first (for now).,とりあえず
연습,練習,Practice,아래,下,Below,자,定規,ruler,시청,市役所,City Hall,콧물,鼻水,Nasal Discharge,옆,横,Next To,냄비,鍋,Pot,학교,学校,School,생신,誕生日（目上の人の）,Birthday,노래 연습을 했어요.,歌の練習をしました。,I practiced singing.,れんしゅう
이유,理由,Reason,오랜만에,久しぶりに,After a While,이미,すでに,already,잠,睡眠,Sleep,직장,職場,Workplace,적,的,Enemy/Target,권,巻,Volume,아프리카,アフリカ,Africa,양말,靴下,socks,이유를 설명해 주세요.,理由を説明してください。,Please explain the reason.,りゆう
엔,円,circle,직업,職業,Occupation,한복,韓服,Hanbok,빌딩,ビル,Building,조금,少し,A Little,슈퍼마켓,スーパーマーケット,Supermarket,전화기,電話機,Telephone,정의,正義,justice,축제,祝祭,festival,지구는 둥근 엔 모양이에요.,地球は丸い円の形です.,The Earth is shaped like a circle.,えん
점수,点数,Score,비누,石鹸,Soap,주부,主婦,Housewife,새로,新しく,Newly,앞,前,Front,숲,森,forest,조용히,静かに,Quietly,경주,慶州,Kyongju,고모부,おばの夫、おじ,Uncle (aunt's husband),점수를 확인했어요.,点数を確認しました。,I checked the score.,てんすう
지난주,先週,Last Week,일기예보,天気予報,Weather Forecast,인천,インチョン,Incheon,단점,短所,Weakness/Flaw,녹차,緑茶,Green Tea,바람,風,wind,스포츠,スポーツ,Sports,꼭,必ず,Definitely,언니,姉,Sister,지난주에 파티가 있었어요.,先週パーティーがありました。,There was a party last week.,せんしゅう
