Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
개인,個人,Individual,인사,挨拶,Greeting,스타,スター,Star,아침식사,朝食,Breakfast,거의,ほとんど,Almost,바람,風,wind,쌀밥,ご飯,Cooked Rice,사람,人,Person,더구나,さらに,moreover,개인은 자신의 의견을 가져야 해요。,個人は自分の意見を持つべきです。,Individuals should have their own opinions.,こじん
동물,動物,Animal,날,日,Day,약,約~、薬,Approximately/Medicine,청록색,青緑色,teal/turquoise,배낭,リュックサック,backpack,교수,教授,Professor,자,定規,ruler,자,さあ,Now,일기,日記,Diary,동물을 좋아해요.,動物が好きです。,I like animals.,どうぶつ
추억,思い出,Memory,변호사,弁護士,Lawyer,하루,1日,One Day,무슨 일,何の用,what matter/reason,거북이,亀,Turtle,배달,配達、出前,Delivery/Takeout,같이,一緒に,Together,아파트,アパート,Apartment,간호사,看護師,nurse,어린 시절의 추억이 떠올랐어요.,幼い頃の思い出が蘇りました。,Childhood memories came back.,おもいで
샴푸,シャンプー,Shampoo,설악산,雪岳山,Seoraksan,기타,その他,Other/Guitar,중국,中国,China,퍼센트,パーセント,Percent,청소기,掃除機,Vacuum Cleaner,남색,藍色/濃紺,navy/navy blue,저분,あの方,That Person,수영복,水着,Swimsuit,샴푸로 머리를 감았어요.,シャンプーで髪を洗いました。,I washed my hair with shampoo.,しゃんぷー
시계,時計,Clock,사자,獅子,lion,킬로그램,キログラム,Kilogram,서양,西洋,The West,모레,あさって,Day After Tomorrow,위,胃,stomach,하루,1日,One Day,시간,時間,Time,메시지,メッセージ,Message,새로운 시계를 샀어요.,新しい時計を買いました。,I bought a new clock.,とけい
실제로,実際に,actually/in reality,사이다,サイダー,Soda,국어,国語,Korean Language,오랜만,久しぶり,After a While,쯤,~ごろ,Around,주말,週末,Weekend,개나리,レンギョウ,Forsythia,인천,インチョン,Incheon,초등학교,小学校,elementary school,실제로 보니 훨씬 커요.,実際に見るとずっと大きいです。,It’s much bigger in reality.,じっさいに
습관,習慣,Habit,정의,正義,justice,사람,人,Person,킬로미터,キロメートル,Kilometer,전,全,All,맞은편,向こう側、向かい,Opposite Side,반년,半年,Half a Year,축하,祝賀,Congratulations,호랑이,虎,tiger,좋은 습관을 기르고 있어요.,良い習慣を身に付けています。,I am developing good habits.,しゅうかん
마라톤,マラソン,marathon,동쪽,東、東側,East,뉴욕,ニューヨーク,New York,서양,西洋,The West,영향,影響,influence,연필,鉛筆,Pencil,이집트,エジプト,Egypt,현재,現在,present,방학,(夏休み、冬休みなどの)休み,Vacation,마라톤 대회에 참가했어요.,マラソン大会に参加しました。,I took part in a marathon.,まらそん
점퍼,ジャンパー,Jumper,배낭,リュックサック,backpack,벚꽃,桜,Cherry Blossom,양파,玉ねぎ,onion,아버님,お父様,Father (honorific),환율,換率,exchange rate,만,万,Ten Thousand,관계,関係,Relationship,콩,豆,Bean,점퍼를 입었어요.,ジャンパーを着ました。,I wore a jumper.,じゃんぱー
만약(에),もし,if/suppose,추석,チュソク (秋夕),Korean Thanksgiving,방학,(夏休み、冬休みなどの)休み,Vacation,가위,はさみ,Scissors,시작,始まり,Start,복숭아,桃,peach,내일,明日,Tomorrow,지금,今,Now,결혼식,結婚式,Wedding,만약에 늦으면 전화해 주세요.,もし遅れる場合は電話してください。,"If you’re late,  call me.",もし
