Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
주무시다,お休みになる,Go to bed (honorific),찍다,撮る,Take a Picture,바뀌다,変わる,Change,오르다,上る,Climb,틀리다,間違う,Be Wrong,모시다,お連れする、お仕えする,Escort/Serve (honorific),끊다,切る,hang up/quit,태어나다,生まれる,Be Born,지내다,過ごす,Live/Spend Time,어머니께서 주무셨어요.,お母さんがお休みになりました。,My mother went to bed.,おやすみになる
주문하다,注文する,Order,존중하다,尊重する,respect (opinions),죄송하다,申し訳ない,Sorry,춤추다,踊る,Dance,운전하다,運転する,Drive,넘어지다,倒れる,Fall Down,닮다,似る,Resemble,맑다,清い、澄んでいる,Clear/Pure,기억하다,記憶する、憶える,Remember,음식을 주문했어요.,食べ物を注文しました。,I ordered food.,ちゅうもんする
초대하다,招待する,Invite,청소하다,掃除する,Clean,춥다,寒い,Cold,생기다,生じる,Happen,도착하다,到着する、着く,Arrive,그렇다,そうだ,That's right,걱정하다,心配する,Worry,노래하다,歌う,Sing,눈치채다,気付く,notice,친구를 집으로 초대했어요.,友達を家に招待しました。,I invited a friend to my house.,しょうたいする
피다,咲く,Bloom,하다,する,Do,기다리다,待つ,Wait,벌다,(お金を)稼ぐ、儲ける,Earn,좋다,良い,Good,내리다,下がる、降りる、降る,Descend/Drop/Rain,울다,泣く,Cry,버리다,捨てる,Throw Away,찾다,探す,Find,꽃이 폈어요.,花が咲きました。,The flowers have bloomed.,さく
독서하다,読書する,Read,끝나다,終わる,Finish,마치다,終わる、終える,Finish/Complete,살다,生きる,Live,쉽다,簡単だ,Easy,착하다,やさしい,Kind,쓰이다,使われる,Be Used,부지런하다,勤勉だ,Diligent,울리다,鳴らす,Make Someone Cry,매일 저녁에 독서를 해요.,毎晩読書をしています。,I read every evening.,どくしょする
걷다,歩く,Walk,나오다,出て来る、現れる,Come Out/Appear,생각하다,考える,Think,노력하다,努力する,Make an Effort,올라오다,上って来る,Come Up,이상하다,おかしい,Strange,무겁다,重い,Heavy,도착하다,到着する、着く,Arrive,사랑하다,愛する,Love,매일 아침 공원에서 걸어요。,毎朝公園で歩きます。,I walk in the park every morning.,あるく
팔리다,売れる,Be Sold,못하다,できない,Can't/Unable to,놀라다,驚く,Be Surprised,고르다,選ぶ,Choose,길다,長い,Long,열다,開く,Open,환영하다,歓迎する,Welcome,계산하다,計算する,Calculate,수술하다,手術する,Operate,이 책이 잘 팔려요.,この本はよく売れます。,This book sells well.,うれる
놀라다,驚く,Be Surprised,오래간만입니다,お久しぶりです,Long Time No See (formal),뜨다,(目を)開く,Open (eyes),끝나다,終わる,Finish,모이다,集まる,Gather/Assemble,떠나다,発つ、去る,Leave,부드럽다,柔らかい,Soft,궁금하다,気になる,curious,잡수시다,召し上がる,Have (honorific),그 소식에 놀랐어요。,その知らせに驚きました。,I was surprised by the news.,おどろく
열다,開く,Open,틀다,つける,Turn On,인터뷰하다,インタビューする,Interview,인사하다,挨拶する,Greet,떠들다,騒ぐ,Make Noise,남기다,残す,Leave Behind,슬프다,悲しい,Sad,공부하다,勉強する,Study,필요하다,必要だ,Be Necessary,가게 문을 열었어요.,店のドアを開けました。,I opened the shop door.,あく
정리하다,整理する,Organize,청소하다,掃除する,Clean,알리다,知らせる,Inform,꺼내다,取り出す,Take Out,맛없다,おいしくない、不味い,Not Tasty/Bad Taste,잃어버리다,失くしてしまう,Lose Completely,세수하다,洗顔する,Wash Face,심하다,ひどい,Severe,싶다,~したい,Want To,책상을 정리했어요.,机を整理しました。,I organized my desk.,せいりする
