Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
보내다,送る、過ごす,Send/Spend,높다,高い,High/Tall,가열하다,加熱する,heat up,괜찮다,大丈夫だ、構わない,It's Okay,닫다,閉める,Close,두껍다,厚い,Thick,사용하다,使用する,Use,웃다,笑う,Laugh,맛있다,おいしい,Delicious,편지를 보내었어요.,手紙を送りました。,I sent a letter.,おくる
끼다,霧が立ち込める、差し込む,Insert/Embark,보내다,送る、過ごす,Send/Spend,촬영하다,撮影する,Film,전하다,伝える,Deliver,두껍다,厚い,Thick,기억하다,覚えている,remember,즐겁다,楽しい,Fun,연습하다,練習する,Practice,재미없다,面白くない,Boring,문틈으로 햇빛이 끼었어요。,窓の隙間から日光が差し込みました。,Sunlight was shining through the window gap.,さしこむ
맞습니다,そうです,That's Right (formal),떠들다,騒ぐ,Make Noise,좋다,良い,Good,놀다,遊ぶ,Play,비싸다,高い,Expensive,불다,吹く,Blow,걸다,かける,Hang/Call,사인하다,サインする,Sign,착하다,やさしい,Kind,"네,  맞습니다.",はい、そうです。,"Yes,  that's right.",そうです
마시다,飲む,Drink,즐겁다,楽しい,Fun,꾸다,(夢を)見る、夢見る,Dream,만들다,作る,Make/Create,멋있다,かっこいい,cool,곱다,美しい,Beautiful,누르다,押す,Press,막히다,詰まる、つかえる,Clog/Block,기뻐하다,嬉しがる,Be Happy,물을 마셨어요.,水を飲みました。,I drank water.,のむ
기쁘다,嬉しい,Happy,길다,長い,Long,확인하다,確認する,Confirm,바라다,願う,Wish,사용하다,使用する,Use,주다,あげる,Give,깨지다,割れる、壊れる,Break/Broken,신청하다,申請する,Apply,감동하다,感動する,Be Moved,성적이 올라와서 기뻐요。,成績が上がって嬉しいです。,I am happy my grades improved.,うれしい
물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,부럽다,うらやましい,envious,움직이다,動く,Move,풀다,解く,Untie,꾸다,(夢を)見る、夢見る,Dream,뛰다,駆ける、走る,Run,원하다,望む,Wish,차갑다,冷たい,Cold,이해하다,理解する,Understand,선생님께 물어보았어요.,先生に尋ねました。,I asked the teacher.,たずねてみる、きいてみる、きく
소개하다,紹介する,Introduce,정리하다,整理する,Organize,구하다,求める、手に入れる,Seek,아니오,いいえ,No,떠나다,発つ、去る,Leave,부르다,人を呼ぶ、歌う,Call,덮다,覆う、かぶせる,Cover,고맙습니다,ありがとうございます,Thank you,좋다,良い,Good,친구를 소개했어요.,友達を紹介しました。,I introduced my friend.,しょうかいする
연습하다,練習する,Practice,맛있다,おいしい,Delicious,따라가다,ついて行く、従う,Follow,잊어버리다,忘れてしまう,Completely Forget,만나다,会う,Meet,피다,咲く,Bloom,푹,ぐっすり,Deeply,아니요,いいえ,No,돌아오다,帰って来る,Return,매일 영어를 연습해요.,毎日英語を練習しています。,I practice English every day.,れんしゅうする
썰다,切る,Slice,주문하다,注文する,Order,길다,長い,Long,보다,見る、より,See,웃기다,笑わせる,Make Someone Laugh,존중하다,尊重する,respect (opinions),하다,する,Do,떠들다,騒ぐ,Make Noise,간단하다,簡単だ,Simple,야채를 썰었어요.,野菜を切りました。,I sliced vegetables.,きる
옮기다,移す,Move,아니오,いいえ,No,나쁘다,悪い,Bad,불타다,燃える,be on fire,어둡다,暗い,Dark,재미없다,面白くない,Boring,시작되다,始まる,Begin,말하다,話す、しゃべる,Talk/Speak,수술하다,手術する,Operate,짐을 옮겼어요.,荷物を移しました。,I moved the luggage.,うつす
