Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
사이즈,サイズ,Size,남미,南米,South America,김치찌개,キムチ鍋,Kimchi Stew,휴일,休日,holiday,쌀밥,ご飯,Cooked Rice,내년,来年,Next Year,금방,すぐ、さっき,Soon/Just Now,삼거리,三叉路,Three-Way Junction,점퍼,ジャンパー,Jumper,옷 사이즈를 확인하세요.,服のサイズを確認してください。,Check the size of the clothes.,さいず
그림,絵,picture,하늘,空,Sky,자전거,自転車,bicycle,인사,挨拶,Greeting,상품,商品,Product,간식,間食、おやつ,Snack,일요일,日曜日,Sunday,아직,まだ,Still,도쿄,東京,Tokyo,그림을 그렸어요.,絵を描きました。,I drew a picture.,え
소문,噂,rumor,예산,予算,budget,점원,店員,Clerk,왜냐하면,なぜなら,because,매주,毎週,Every Week,대학교,大学校,College/University,식탁,食卓,Dining Table,고기,肉,Meat,방송국,放送局,Broadcasting Station,소문은 믿지 마세요.,噂は信じないでください。,Don't believe rumors.,うわさ
늦잠,寝坊,Oversleep,잘못된,誤った,wrong/incorrect,수원,スウォン,Suwon,서랍,引き出し,drawer,배낭여행,バックパック旅行,backpacking trip,중학생,中学生,Middle School Student,요리,料理,Cooking,결코,決して,never/by no means,노트북,ノートパソコン,laptop,늦잠을 자서 학교에 늦었어요.,寝坊して学校に遅れました。,I overslept and was late for school.,ねぼう
작은아버지,父の弟、おじ,Uncle (Paternal),국수,麺,Noodles,하얀색,白色,white,만일,万一,if by any chance,북쪽,北,North,웬일,何事,What's the Matter,종류,種類,Kind,질문,質問,Question,문,ドア,door,작은아버지 댁에 갔어요.,父の弟の家に行きました。,I went to my uncle's house.,ちちのおとうと
이곳,ここ,This Place,결혼식,結婚式,Wedding,영,ゼロ,Zero,저것,あれ,That Thing,부인,夫人,Wife,간장,醤油,Soy Sauce,감자탕,カムジャタン,Potato Soup,레몬,レモン,lemon,한강,ハンガン(漢江),Han River,이곳은 정말 아름다워요.,ここは本当に美しいです。,This place is really beautiful.,ここ
잘,よく,Well,소방서,消防署,fire station,세탁기,洗濯機,washing machine,여기저기,あちこち,Here and There,작은어머니,父の弟の妻、おば,Aunt (Paternal),제목,題名,Title,상,賞,award,배낭,リュックサック,backpack,아마,多分,Probably,잘 들으세요.,よく聞いてください。,Please listen carefully.,よく
스타킹,ストッキング,Stockings,행복,幸福,happiness,끝,終わり,End,연세,お歳,Age (honorific),무지개,虹,rainbow,댁,お宅,Household (humble),환율,換率,exchange rate,전통,伝統,tradition,주머니,ポケット,Pocket,스타킹을 샀어요.,ストッキングを買いました。,I bought stockings.,すとっきんぐ
아침식사,朝食,Breakfast,동물,動物,Animal,명절,年中行事,Holiday/Festival,줄,列,Line,저기,あそこ,Over There,태권도,テコンドー,Taekwondo,지하,地下,Underground,수박,スイカ,watermelon,매우,非常に,very/quite,아침식사를 거르지 마세요.,朝食を抜かないでください。,Don't skip breakfast.,ちょうしょく
속초,ソクチョ,Sokcho,말,馬,horse,커피숍,コーヒーショップ,Coffee Shop,건강,健康,health,손뜨개,手編み/ニット,knitting,교체,交換,Replacement,그러니까,だからこそ,that’s why,반년,半年,Half a Year,뿐,だけ、のみ、ばかり,Only,속초는 설악산과 가까워요.,束草は雪嶽山に近いです。,Sokcho is close to Seoraksan Mountain.,そくちょ
