Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
귀엽다,かわいい,Cute,느리다,(速度が)遅い,Slow,예쁘다,きれいだ,Pretty,사용하다,使用する,Use,올려놓다,乗せる,Place On Top,덥다,暑い,Hot,마치다,終わる、終える,Finish/Complete,담그다,漬ける,Soak,바라다,願う,Wish,그 강아지는 정말 귀여워요。,その子犬は本当にかわいいです。,That puppy is really cute.,かわいい
대답하다,返事する、答える,Answer,계시다,いらっしゃる,Be (honorific),걸리다,かかる,Take Time/Get Stuck,걸어가다,歩いて行く,Walk to,아니요,いいえ,No,슬퍼하다,悲しむ,Grieve,떠들다,騒ぐ,Make Noise,기르다,育てる、養う,Raise/Cultivate,모이다,集まる,Gather/Assemble,질문에 대답했어요.,質問に答えました。,I answered the question.,こたえる
쓰다,書く,Write,잡수시다,召し上がる,Have (honorific),계획하다,計画する,plan,내려가다,下がって行く、下がる、降りて行く,Go Down/Descend,씻다,洗う,Wash,안내하다,案内する,Guide,기쁘다,嬉しい,Happy,계산하다,計算する,Calculate,재미있다,面白い,Interesting,일기를 썼어요.,日記を書きました。,I wrote in my diary.,かく
춥다,寒い,Cold,수수하다,地味だ,plain/simple,세일하다,セールする,Have a Sale,인사하다,挨拶する,Greet,밀리다,滞る,Be Delayed/Be Stopped,신청하다,申請する,Apply,독서하다,読書する,Read,시작되다,始まる,Begin,있다,ある,Be,날씨가 정말 추워요.,天気が本当に寒いです。,The weather is really cold.,さむい
설득하다,説得する,persuade,괜찮다,大丈夫だ、構わない,It's Okay,중요하다,重要だ,Important,지다,負ける,Lose,틀리다,間違う,Be Wrong,잠자다,寝る,Sleep,뜨겁다,熱い,Hot,감사드립니다,ありがとうございます,Thank you very much,떠들다,騒ぐ,Make Noise,그를 설득했어요.,彼を説得しました。,I persuaded him.,せっとくする
걸어가다,歩いて行く,Walk to,인사하다,挨拶する,Greet,먹다,食べる,Eat,닫히다,閉まる,Be Closed,따라오다,ついて来る,Follow Coming,낮다,低い,Low,깨지다,割れる、壊れる,Break/Broken,없다,ない,Not Exist,샤워하다,シャワーする,Take a Shower,학교까지 걸어갈 거예요。,学校まで歩いて行きます。,I will walk to school.,あるいていく
싫어하다,嫌う,Hate,춥다,寒い,Cold,떠들다,騒ぐ,Make Noise,청소하다,掃除する,Clean,구경하다,見物する,Watch,풀다,解く,Untie,존경하다,尊敬する,respect,똑같다,全く同じだ、そっくりだ,Same Exactly,이상하다,おかしい,Strange,그는 고양이를 싫어해요.,彼は猫が嫌いです。,He hates cats.,きらう
만들다,作る,Make/Create,취소하다,取り消す,Cancel,대답하다,返事する、答える,Answer,싱겁다,(味が)薄い,Plain,살다,生きる,Live,얇다,薄い,Thin,똑같다,全く同じだ、そっくりだ,Same Exactly,준비하다,準備する,Prepare,앉다,座る,Sit,케이크를 만들었어요.,ケーキを作りました。,I made a cake.,つくる
젊다,若い,Young,행복하다,幸せだ,Happy,이용하다,利用する,Use,기뻐하다,嬉しがる,Be Happy,알리다,知らせる,Inform,붙이다,つける,Attach,올라가다,上る,Go Up,나누다,分ける,Divide/Share,마치다,終わる、終える,Finish/Complete,그는 아주 젊어요.,彼はとても若いです。,He is very young.,わかい
모으다,集める,Collect/Gather,즐거워하다,楽しがる,Enjoy,풀다,解く,Untie,입원하다,入院する,Be Hospitalized,환영하다,歓迎する,Welcome,일어나다,起きる,Wake Up,설득하다,説得する,persuade,외롭다,さびしい,Lonely,남기다,残す,Leave Behind,스티커를 모았어요.,ステッカーを集めました。,I collected stickers.,あつめる
