Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
살다,生きる,Live,차갑다,冷たい,Cold,따르다,従う,Follow,빨갛다,赤い,Red,위하다,~のためにする,Do for,자다,寝る,Sleep,좋아하다,好む,Like,샤워하다,シャワーする,Take a Shower,시다,酸っぱい,Sour,도시에서 살고 있어요.,都市で暮らしています。,I live in the city.,いきる
가볍다,軽い,Light,따라가다,ついて行く、従う,Follow,부드럽다,柔らかい,Soft,뛰다,駆ける、走る,Run,샤워하다,シャワーする,Take a Shower,내다,出す、起こす,Take Out/Issue,이해하다,理解する,Understand,아니요,いいえ,No,되다,~になる,Become,이 책은 정말 가벼워요。,この本は本当に軽いです。,This book is really light.,かるい
벌다,(お金を)稼ぐ、儲ける,Earn,마치다,終わる、終える,Finish/Complete,느낌,感じ、気持ち,Feeling/Mood,갖다,持つ,Have/Carry,가져오다,持って来る,Bring,닦다,磨く、拭く,Wash/Clean,살다,生きる,Live,담그다,漬ける,Soak,사용하다,使用する,Use,그는 열심히 돈을 벌어요.,彼は一生懸命お金を稼いでいます。,He works hard to earn money.,かせぐ
울리다,鳴らす,Make Someone Cry,쉽다,簡単だ,Easy,고치다,直す,Fix,취소하다,取り消す,Cancel,펴다,広げる,Spread,풀다,解く,Untie,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,감사하다,感謝する,Be Grateful,만들다,作る,Make/Create,그 소식이 그를 울렸어요.,その知らせが彼を泣かせました。,The news made him cry.,ならす
즐기다,楽しむ,Enjoy,어리다,幼い,Young,모르다,知らない,Don't Know,인터뷰하다,インタビューする,Interview,곱다,美しい,Beautiful,서다,立つ,Stand,깨지다,割れる、壊れる,Break/Broken,들다,持つ、入る,Hold/Enter,불안정하다,不安定だ,unstable,음악을 즐깁니다.,音楽を楽しみます。,I enjoy music.,たのしむ
사용하다,使用する,Use,울다,泣く,Cry,부지런하다,勤勉だ,Diligent,연습하다,練習する,Practice,고맙다,ありがたい,Grateful,감추다,隠す,hide,두다,置く,Put,말하다,話す、しゃべる,Talk/Speak,치료하다,治療する,Treat,스마트폰을 사용하고 있어요.,スマートフォンを使用しています。,I am using a smartphone.,しようする
축하합니다,おめでとうございます,Congratulations,중요하다,重要だ,Important,따라오다,ついて来る,Follow Coming,맞아요,その通りです,That's Right (informal),되다,~になる,Become,내리다,下がる、降りる、降る,Descend/Drop/Rain,지키다,守る,Protect,벗다,脱ぐ,Take Off,고맙습니다,ありがとうございます,Thank you,축하합니다!,おめでとうございます!,Congratulations!,おめでとうございます
어둡다,暗い,Dark,끝나다,終わる,Finish,축하합니다,おめでとうございます,Congratulations,가지다,持つ,Have,사용하다,使用する,Use,예쁘다,きれいだ,Pretty,빌리다,借りる,Borrow,남기다,残す,Leave Behind,고맙다,ありがたい,Grateful,방이 어두워요.,部屋が暗いです。,The room is dark.,くらい
시끄럽다,うるさい,Noisy,결정하다,決定する,Decide,불안정하다,不安定だ,unstable,차갑다,冷たい,Cold,구하다,求める、手に入れる,Seek,잘생기다,ハンサムだ,Handsome,짓다,作る,Make,안녕하십니까,こんにちは,Hello (formal),출근하다,出勤する,Go to Work,이 장소가 너무 시끄러워요.,この場所はとてもうるさいです。,This place is too noisy.,うるさい
곱다,美しい,Beautiful,오래간만입니다,お久しぶりです,Long Time No See (formal),서다,立つ,Stand,행복하다,幸せだ,Happy,살다,生きる,Live,체험하다,体験する,experience (hands-on),눕다,横になる、寝る,Lie Down/Sleep,떠나다,発つ、去る,Leave,되다,~になる,Become,그녀는 매우 곱습니다。,彼女はとても美しいです。,She is very beautiful.,うつくしい
