Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
드라마,ドラマ,Drama,저쪽,あちら,That Side,유학생,留学生,Foreign Student,능력,能力,Ability,홍수,洪水,flood,형제,兄弟,Brothers,연,年,year,한자,漢字,Chinese Character,그리고,そして,and,한국 드라마를 좋아해요.,韓国ドラマが好きです。,I like Korean dramas.,どらま
규칙,規則,rule,태권도,テコンドー,Taekwondo,요즘,この頃,Nowadays,팁,チップ,tip,장갑,手袋,gloves,할아버지,祖父,grandfather,발,足,foot,모니터,モニター,monitor,책장,本棚,Bookshelf,규칙을 어기면 안 돼요.,規則を破ってはいけません。,You must not break the rules.,きそく
똑바로,しっかり,Straight/Properly,무리,無理,Impossible/Group,특징,特徴,Characteristic,지난주,先週,Last Week,언니,姉,Sister,고기,肉,Meat,어린이,子供,Child,금연,禁煙,No Smoking,한국,韓国,Korea,똑바로 걸어가세요.,まっすぐ歩いてください。,Please walk straight.,しっかり
하늘,空,Sky,아무,何もない,Nothing,만일,万一,if by any chance,계란,鶏卵、たまご,Egg,도쿄,東京,Tokyo,경기장,競技場,stadium,삼일절,サミルチョル (3.1節),March 1st Movement Day,수요일,水曜日,Wednesday,서비스,サービス,Service,하늘이 맑아요.,空が晴れています。,The sky is clear.,そら
올해,今年,This Year,소화제,消化剤,Digestive Medicine,눈썹,眉毛,Eyebrow,가슴,胸,Chest,경찰서,警察署,Police Station,성,姓,Last Name,제주도,済州島,Jeju Island,각,各、おのおの,Each,횡단보도,横断歩道,Crosswalk,올해는 행복한 일이 많았어요.,今年は幸せなことがたくさんありました。,There were many happy moments this year.,ことし
계란,鶏卵、たまご,Egg,인류,人類,mankind,어디서,どこで,where (location),함께,一緒に,Together,조용히,静かに,Quietly,자료,資料,materials/data,맥주,ビール,Beer,목걸이,ネックレス,Necklace,해일,津波,tsunami,계란을 삶아서 먹었어요。,卵を茹でて食べました。,I boiled and ate eggs.,たまご
학생증,学生証,Student ID,도대체,いったい (疑問を強調),on earth,월급,月給,Salary,하지만,でも,but/however,주사,注射,Injection,악기,楽器,Instrument,아이,子供,Child,사례,事例,case/example,달력,カレンダー,calendar,도서관에서 학생증이 필요해요.,図書館で学生証が必要です。,You need a student ID at the library.,がくせいしょう
범죄,犯罪,crime,이것,これ,This,남미,南米,South America,철학,哲学,philosophy,물건,物、物品,Thing/Item,오랫동안,長い間,For a Long Time,사촌,いとこ,Cousin,충전기,充電器,charger,색,色,Color,범죄가 증가하고 있어요.,犯罪が増えています。,Crime is increasing.,はんざい
절망,絶望,despair,지하철역,地下鉄の駅,Subway Station,계란,鶏卵、たまご,Egg,요즘,この頃,Nowadays,안부,安否,well-being,목욕,沐浴、入浴,Bath,말씀,お言葉,Word (honorific),영어,英語,English,스웨터,セーター,Sweater,절망에 빠지지 마세요.,絶望に陥らないでください。,Don't fall into despair.,ぜつぼう
어머님,お母様,Mother (honorific),이것,これ,This,테이블,テーブル,Table,개나리,レンギョウ,Forsythia,말,言葉、話,Word/Speech,시,市/時,City/Hour,감사,感謝,Gratitude,점,点,Dot/Point,커피,コーヒー,Coffee,어머님은 건강하세요?,お母様はお元気ですか？,Is your mother doing well?,おかあさま
