Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
우산,傘,umbrella,수박,スイカ,watermelon,천천히,ゆっくり,slowly,졸업,卒業,graduation,역,駅,Station,장마,梅雨,Rainy Season,그들,彼ら,They,교통사고,交通事故,Traffic Accident,폭풍,暴風,storm,우산을 펴요.,傘を広げます。,I open the umbrella.,かさ
아줌마,おばさん,Aunt (informal),마리,~匹、~頭,Counter for Animals/People,어린이,子供,Child,말씀,お言葉,Word (honorific),대,~台,Counter for machines and vehicles,사진기,カメラ,Camera,파란색,青色,blue,터미널,ターミナル,Terminal,저분,あの方,That Person,아줌마가 음식을 준비했어요.,おばさんが料理を準備しました。,The aunt prepared the food.,おばさん
여행사,旅行社,Travel Agency,달러,ドル,Dollar,필름,フィルム,Film,주로,主に,Mainly,선풍기,扇風機,Fan,결혼,結婚,marriage,국적,国籍,Nationality,경기장,競技場,stadium,담배,たばこ,Tobacco,여행사에서 티켓을 예매했어요.,旅行社でチケットを予約しました。,I booked a ticket at the travel agency.,りょこうしゃ
밥,ご飯,rice,모자,帽子,hat,책상,机,Desk,화장실,トイレ,Restroom,에스카레이터,エスカレーター,escalator,데이터,データ,data,바지,ズボン,Pants/Trousers,땀,汗,Sweat,재료,材料,Material,밥을 먹었어요.,ご飯を食べました。,I ate rice.,ごはん
세탁소,クリーニング屋,Dry Cleaner,도움,助け,Help,전화,電話,telephone,가방,鞄,Bag,모래,砂,sand,한국말,韓国語,Korean Language,난방,暖房,heating,저희,私ども,We (Humble),어머,まあ,Oh My,세탁소에 옷을 맡겼어요.,クリーニング屋に服を預けました。,I left my clothes at the dry cleaner.,くりーにんぐや
님,~様,Suffix for respect,수첩,手帳,Notebook,분석,分析,analysis,비밀,秘密,Secret,설문,設問,survey/questionnaire,서양,西洋,The West,빌딩,ビル,Building,디자인,デザイン,Design,베이컨,ベーコン,Bacon,선생님께 말씀드렸어요.,先生님にお話ししました。,I spoke to the teacher respectfully.,さま
사촌,いとこ,Cousin,먼저,まず,First/Besides,사이,間,Between,남학생,男子学生,Boy Student,만화,漫画,Cartoon/Comic,책장,本棚,Bookshelf,옛날,昔,Old Days,귀,耳,ear,재료,材料,Material,사촌과 함께 놀았어요.,いとこと一緒に遊びました。,I played with my cousin.,いとこ
정거장,停車場,Station,씨,~氏,Mr./Ms.,성,姓,Last Name,간,間,Between,경복궁,景福宮,Gyeongbokgung Palace,선배,先輩,Senior,수학,数学,Mathematics,가뭄,干ばつ,drought,밥,ご飯、食事,Meal/Rice,정거장에서 버스를 탔어요.,停車場でバスに乗りました。,I got on the bus at the station.,ていしゃじょう
예산,予算,budget,넥타이,ネクタイ,Necktie,다음주,来週,Next Week,자료,資料,materials/data,약,約~、薬,Approximately/Medicine,우선,まず,First,추억,思い出,Memory,저쪽,あちら,That Side,택시,タクシー,Taxi,예산을 초과했어요.,予算を超えてしまいました。,We exceeded the budget.,よさん
결국,結局,finally/in the end,잘못,間違って,Mistake,회색,灰色,gray,명절,年中行事,Holiday/Festival,출장,出張,Business Trip,개인,個人,Individual,설거지,皿洗い,Dishwashing,사건,事件,incident,무엇(뭐),何,what,결국 성공했어요.,結局成功しました。,I succeeded in the end.,けっきょく
