Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
올라가다,上る,Go Up,만들다,作る,Make/Create,가깝다,近い,Close,찍다,撮る,Take a Picture,같다,同じだ,Same,볶다,炒める,Fry,중요하다,重要だ,Important,쌓이다,積もる,Accumulate,결혼하다,結婚する,Marry,산 위로 올라갔어요.,山の上に登りました。,I went up the mountain.,のぼる
바뀌다,変わる,Change,마르다,乾く,Dry,즐거워하다,楽しがる,Enjoy,끄다,消す、止める,Turn Off,알았습니다,わかりました,Understood,까맣다,黒い,Black,찾아오다,訪ねて来る,Visit,묻다,尋ねる、聞く,Ask/Inquiry,빼다,のける、引く、抜く,Take Out,계획이 바뀌었어요.,計画が変わりました。,The plan has changed.,かわる
춤추다,踊る,Dance,감다,(目を)閉じる,Close Eyes,안녕하요,こんにちは,Hello,볶다,炒める,Fry,버리다,捨てる,Throw Away,죽다,死ぬ,Die,닫히다,閉まる,Be Closed,배우다,習う、教わる,Learn,주무시다,お休みになる,Go to bed (honorific),춤을 추었어요.,踊りを踊りました。,I danced.,おどる
눈치채다,気付く,notice,짓다,作る,Make,만지다,触る、触れる,Touch,기다리다,待つ,Wait,세우다,たてる,Build,오다,来る,Come,부치다,送る、焼く,Send/Bake,못하다,できない,Can't/Unable to,뜨겁다,熱い,Hot,그가 화난 것을 눈치챘어요.,彼が怒っていることに気付きました。,I noticed he was angry.,きづく
기뻐하다,嬉しがる,Be Happy,크다,大きい,Big,구하다,求める、手に入れる,Seek,닮다,似る,Resemble,도착하다,到着する、着く,Arrive,켜다,つける,Turn On,감사합니다,ありがとうございます,Thank you,열리다,開かれる,Be Opened,붙이다,つける,Attach,그는 선물을 받고 기뻐했어요。,彼はプレゼントを受け取って嬉しがりました。,He was happy to receive the gift.,うれしがる
체험하다,体験する,experience (hands-on),인터뷰하다,インタビューする,Interview,화내다,怒る,Get Angry (Actively),필요하다,必要だ,Be Necessary,건너가다,渡って行く,Cross Over,질문하다,質問する,Ask a Question,위하다,~のためにする,Do for,넘어지다,倒れる,Fall Down,느끼다,感じる,Feel,농촌에서 하루 체험했어요.,農村で一日体験をしました。,I had a one-day rural experience.,たいけんする
이야기하다,話す,Talk,바르다,塗る、つける,Apply/Put On,벗다,脱ぐ,Take Off,알다,知る,Know,틀리다,間違う,Be Wrong,쉬다,休む,Rest,까맣다,黒い,Black,놀다,遊ぶ,Play,씻다,洗う,Wash,친구와 이야기를 나눴어요.,友達と話を交わしました。,I talked with my friend.,はなす
재미없다,面白くない,Boring,나오다,出て来る、現れる,Come Out/Appear,인사하다,挨拶する,Greet,출발하다,出発する,Depart,따라오다,ついて来る,Follow Coming,싶다,~したい,Want To,샤워하다,シャワーする,Take a Shower,만나다,会う,Meet,켜다,つける,Turn On,이 책은 재미없어요.,この本は面白くないです。,This book is boring.,おもしろくない
가리다,覆う/隠す,cover,맑다,清い、澄んでいる,Clear/Pure,긴장되다,緊張する,Be Nervous,생각하다,考える,Think,아니다,~でない,Not,사용하다,使用する,Use,벌다,(お金を)稼ぐ、儲ける,Earn,짜다,組み立てる,Assemble,끊다,切る,hang up/quit,얼굴을 손으로 가렸어요.,顔を手で覆いました。,I covered my face with my hands.,おおう
움직이다,動く,Move,있다,ある,Be,팔리다,売れる,Be Sold,찍다,撮る,Take a Picture,아니오,いいえ,No,유명하다,有名だ,Famous,결혼하다,結婚する,Marry,보내다,送る、過ごす,Send/Spend,붙다,くっつく,Stick,문이 움직이고 있어요.,ドアが動いています。,The door is moving.,うごく
