Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
미용실,美容室,Beauty Salon,쪽,ページ,Page,필름,フィルム,Film,초등학생,小学生,Elementary School Student,전공,専攻,Major,그거,それ,That thing,잘못된,誤った,wrong/incorrect,그분,その方,That Person (honorific),얼마동안,どのくらいの間,for how long,미용실에 갔어요.,美容室に行きました。,I went to the beauty salon.,びようしつ
살구색,肌色/apricot color,peach/apricot,아까,さっき,A While Ago,편,編,Volume,위,胃,stomach,결정,決定,Decision,저분,あの方,That Person,소화제,消化剤,Digestive Medicine,채소,野菜,Vegetable,소고기,牛肉,Beef,살구색 립스틱을 발랐어요.,肌色に近いアプリコット色の口紅をつけました。,I put on a peach-colored lipstick.,はだいろ/あぷりこっと
건강,健康,health,놀이공원,遊園地,amusement park,메모,メモ,Note,신발,靴,shoes,결혼식,結婚式,Wedding,학생증,学生証,Student ID,응,うん,Yeah,편지,手紙,Letter,인삼,人参,Ginseng,건강이 제일 중요해요.,健康が一番大事です。,Health is the most important.,けんこう
손전등,懐中電灯,Flashlight,이렇게,こんなに,Like This,환율,換率,exchange rate,특별히,特別に,Specially,다이어트,ダイエット,Diet,일상생활,日常生活,Daily Life,행복,幸福,happiness,준비,準備,Preparation,노란색,黄色,Yellow,손전등이 필요해요。,懐中電灯が必要です。,I need a flashlight.,かいちゅうでんとう
서랍,引き出し,drawer,가을,秋,Autumn,공중전화,公衆電話,Public Telephone,차라리,いっそ,rather/preferably,사촌,いとこ,Cousin,영화관,映画館,Cinema,위치,位置,Location,도로,道路,road,잘못된,誤った,wrong/incorrect,서랍을 열어보세요.,引き出しを開けてみてください。,Open the drawer.,ひきだし
무슨 일,何の用,what matter/reason,성탄절,ソンタンジョル (クリスマス),Christmas,메뉴,メニュー,Menu,책임,責任,Responsibility,독서,読書,reading,모든,すべての,all/every,몸,体,Body,세탁기,洗濯機,washing machine,우유,牛乳,milk,무슨 일로 오셨어요?,何のご用ですか。,What brings you here?,なんのよう
운동복,体操服,Sportswear,호랑이,虎,tiger,봉지,袋,Bag,할인,割引,Discount,전쟁,戦争,war,김포공항,金浦空港,Incheon Airport,골목,路地、裏通り,Alley,잡지,雑誌,magazine,왜냐하면,なぜなら,because,운동복을 입었어요.,体操服を着ました。,I wore sportswear.,たいそうふく
개나리,レンギョウ,Forsythia,관광명소,観光名所,tourist attraction,가방,鞄,Bag,구두,靴,Shoes,그러나,しかし,but/however,수입,収入,income,초등학교,小学校,elementary school,화요일,火曜日,Tuesday,무,大根,Radish,개나리가 봄을 알리네요。,レンギョウが春を告げています。,Forsythia announces spring.,れんぎょう
선수,選手,Player,애,子供,Child,탤런트,タレント,Talent,성,姓,Last Name,양식,洋食,Western Food,학년,学年,Grade,할머니,祖母,grandmother,벽,壁,wall,의미,意味,Meaning,그는 훌륭한 축구 선수예요.,彼は素晴らしいサッカー選手です。,He is an excellent soccer player.,せんしゅ
베개,枕,Pillow,설명,説明,Explanation,빨리,早く,quickly/fast,택시,タクシー,Taxi,테니스,テニス,Tennis,설렁탕,ソルロンタン,Beef Bone Soup,사탕,飴,Candy,양파,玉ねぎ,onion,음료수,飲料水,Beverage,저는 편안한 베개를 사용해요。,私は快適な枕を使っています。,I use a comfortable pillow.,まくら
