Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
출장,出張,Business Trip,노란색,黄色,Yellow,인구,人口,population,달,~ヶ月、月,Month,사원,社員,Employee,주로,主に,Mainly,햄버거,ハンバーガー,Hamburger,내가,僕が、私が,I (subject),국내,国内,Domestic,출장 중이에요.,出張中です。,I am on a business trip.,しゅっちょう
구청,区役所,ward office,약사,薬剤師,Pharmacist,외할아버지,祖父（母方）,Grandfather (maternal),센티미터,センチメートル,Centimeter,냉방,冷房,air conditioning,초대,招待,invitation,장소,場所,Place,다음달,来月、翌月,Next Month,한국요리,韓国料理,Korean Cuisine,구청에 서류를 제출했어요.,区役所に書類を提出しました。,I submitted documents to the ward office.,くやくしょ
사계절,四季,Four Seasons,단점,短所,Weakness/Flaw,사원,寺院,temple/monastery,찌개,チゲ,Stew,제가,私が,I (humble),책임,責任,Responsibility,적,的,Enemy/Target,황사,黄砂,yellow dust,같이,一緒に,Together,한국에는 사계절이 있어요.,韓国には四季があります。,Korea has four seasons.,しき
옷장,洋服ダンス,wardrobe,가장,最も、一番,Most,경복궁,景福宮,Gyeongbokgung Palace,가뭄,干ばつ,drought,악기,楽器,Instrument,수영복,水着,Swimsuit,피자,ピザ,Pizza,떡국,トック、餅入りスープ,Mochi Soup,머리,頭、髪,Head/Hair,옷장에 옷을 걸었어요.,洋服ダンスに服を掛けました。,I hung my clothes in the wardrobe.,ようふくだんす
화요일,火曜日,Tuesday,오래간만,久しぶり,Long Time No See,한국사람,韓国人,Korean Person,따로,別に、別途,Separately,말,馬,horse,관계,関係,Relationship,코피,鼻血,Nosebleed,대한민국,大韓民国,Republic of Korea,김포공항,金浦空港,Incheon Airport,화요일에 회의가 있어요.,火曜日に会議があります。,There is a meeting on Tuesday.,かようび
인터넷,インターネット,internet,이곳,ここ,This Place,옷장,洋服ダンス,wardrobe,여러분,皆様,Everyone,학년,学年,Grade,일식,日本料理,Japanese Food,산,山,mountain,가요,歌謡,Song,마지막,最後,Last/Final,인터넷을 자주 사용해요.,インターネットをよく使います。,I use the internet often.,いんたーねっと
유리,ガラス,Glass,그래,うん、そう,Yes,무엇이,何が,What (subject),부부,夫婦,Married Couple,사장,社長,President,강,川,River,반바지,半ズボン,Shorts,지도,地図,map,수건,タオル,Towel,유리가 깨졌어요.,ガラスが割れました。,The glass broke.,がらす
배탈,腹痛,Stomachache,무릎,ひざ,Knee,정도,程度,Approximation,방,部屋,Room,달력,カレンダー,calendar,어떻게,どうやって,how,과일,果物,Fruit,빌딩,建物,building,건배,乾杯,Cheers,배탈이 나서 병원에 갔어요.,腹痛で病院に行きました。,I went to the hospital because of a stomachache.,はらいた
된장국,味噌汁,Miso Soup,인상,印象,Impression,평일,平日,weekday,자정,真夜中,midnight,그릇,器、容器,Bowl,테이블,テーブル,Table,질,質,Quality,화가,画家,Painter,열,熱、10,Ten/Heat,된장국을 먹었어요.,味噌汁を飲みました。,I drank miso soup.,みそしる
산책로,散策路,walking path,달,月,moon,독서실,読書室,Study Room,서로,互いに,Each Other,스포츠,スポーツ,Sports,킬로미터,キロメートル,Kilometer,불,火,Fire,계단,階段,Stairs,대회,大会,Competition,산책로를 걸었어요.,散策路を歩きました。,I walked along the walking path.,さんさくろ
