Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
택시,タクシー,Taxi,황사,黄砂,yellow dust,지난주,先週,Last Week,사물,物事,Thing,목요일,木曜日,Thursday,쌀,米,Rice,은행,銀行,bank,아프리카,アフリカ,Africa,영화관,映画館,Cinema,택시를 타고 갔어요.,タクシーに乗って行きました。,I took a taxi.,たくしー
일기예보,天気予報,Weather Forecast,오랜만,久しぶり,After a While,국적,国籍,Nationality,크기,大きさ,Size,경찰서,警察署,Police Station,전쟁,戦争,war,유행,流行,Fashion,주사,注射,Injection,한국말,韓国語,Korean Language,일기예보를 봤어요.,天気予報を見ました。,I watched the weather forecast.,てんきよほう
올림픽,オリンピック,Olympics,심리학,心理学,psychology,은행,銀行,bank,계단,階段,Stairs,부동산,不動産,Real Estate,충전기,充電器,charger,감,柿,Persimmon,신문,新聞,newspaper,수저,箸とスプーン,Spoon and Chopsticks,올림픽 경기를 봤어요.,オリンピックの試合を見ました。,I watched the Olympic games.,おりんぴっく
전주,チョンジュ,Jeonju,사건,事件,incident,어서,はやく,Quickly,부엌,台所,Kitchen,그거,それ,That thing,영,ゼロ,Zero,국적,国籍,Nationality,인기스타,人気スター,Popular Star,절,寺,temple,전주는 비빔밥과 한옥마을이 유명하죠.,全州はビビンバと韓屋村が有名ですね。,Jeonju is famous for bibimbap and its hanok village.,ちょんじゅ
쌀밥,ご飯,Cooked Rice,숙박,宿泊,accommodation,양파,玉ねぎ,onion,안부,安否,well-being,기쁨,喜び,joy,제가,私が,I (humble),머리,頭、髪,Head/Hair,그럼,では,Well then,아프리카,アフリカ,Africa,쌀밥을 먹었어요.,ご飯を食べました。,I ate cooked rice.,ごはん
게임,ゲーム、遊び,Game,비행기,飛行機,airplane,피아노,ピアノ,Piano,바람,風,wind,시계,時計,Clock,엔,円,circle,저녁식사,夕食,Dinner,여러,いくつかの,several/various,간호사,看護師,nurse,친구들과 게임을 했어요。,友達とゲームをしました。,I played a game with my friends.,げーむ
때,時,Time,숙박,宿泊,accommodation,도쿄,東京,Tokyo,심하게,ひどく,severely,삼촌,おじ（父方）,Uncle,기자,記者,Reporter,나,僕、わたし、~や,I/We/Somebody,수업,授業,Class,스키장,スキー場,Ski Resort,지금은 좋은 때예요.,今は良い時です。,Now is a good time.,とき
통장,通帳,bankbook,화장실,トイレ,Restroom,운동장,運動場,Playground,상자,箱,Box,사랑,愛,love,파란색,青色,blue,습관,習慣,Habit,조선말,朝鮮語,Korean Language,몇 시,何時,what time,통장을 만들었어요.,通帳を作りました。,I opened a bankbook.,つうちょう
광주,クァンジュ,Gwangju,고등학생,高校生,High School Student,종류,種類,Kind,님,~様,Suffix for respect,무역,貿易,Trade,귀,耳,ear,홍수,洪水,flood,회색,灰色,gray,독서실,読書室,Study Room,광주는 예술과 민주화 운동의 도시예요.,光州は芸術と民主化運動の街です。,Gwangju is known for art and democracy movements.,くぁんじゅ
무궁화,むくげ,Mugunghwa (Hibiscus syriacus),오른쪽,右,Right Side,음료수,飲料水,Beverage,간식,間食、おやつ,Snack,액세서리,アクセサリー,Accessory,우정,友情,friendship,국립,国立,National,만화,漫画,Cartoon/Comic,수영복,水着,Swimsuit,무궁화는 대한민국의 국화예요.,ムクゲは大韓民国の国花です。,Mugunghwa is the national flower of South Korea.,むくげ
