Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
지각,遅刻,Late,세계,世界,world,쌀,米,Rice,각,各、おのおの,Each,다이어트,ダイエット,Diet,공무원,公務員,Public Servant,식료품점,食料品店,grocery store,벚꽃,桜,Cherry Blossom,파란색,青色,blue,오늘 지각했어요.,今日は遅刻しました。,I was late today.,ちこく
사이다,サイダー,Soda,광복절,クァンボクチョル (光復節),Liberation Day,혹은,あるいは,or,미래,未来,Future,감동,感動,Emotion,특별히,特別に,Specially,평화,平和,peace,주스,ジュース,juice,영향,影響,influence,사이다를 마셨어요.,サイダーを飲みました。,I drank soda.,さいだー
어떻게,どうやって,how,날,日,Day,공간,空間,Space,오래간만,久しぶり,Long Time No See,킬로그램,キログラム,Kilogram,오랫동안,長い間,For a Long Time,통계,統計,statistics,몸살,疲労からくる病気,Flu-like Illness,늘,いつも、ずっと,Always,어떻게 만들어요?,どうやって作りますか。,How do I make it?,どうやって
바닥,床,floor,가수,歌手,Singer,방문,訪問,Visit,좀더,もう少し,A Bit More,왼쪽,左,Left Side,항구,港,port,약간,若干,Somewhat,위,胃,stomach,동아리,愛好会、サークル,Club,바닥을 청소했어요.,床を掃除しました。,I cleaned the floor.,ゆか
답장,返信、返事,Reply,침대,ベッド,Bed,지갑,財布,wallet,누가,誰が,Who,깜짝,はっと,Surprise,봄,春,Spring,준비,準備,Preparation,표현,表現,Expression,자동차,自動車,car,그녀에게 답장을 보냈어요.,彼女に返信を送りました。,I sent her a reply.,へんしん
나,僕、わたし、~や,I/We/Somebody,소방관,消防官,firefighter,어서,はやく,Quickly,준비,準備,Preparation,수건,タオル,Towel,지하,地下,Underground,더운물,お湯,Hot Water,경찰서,警察署,Police Station,꽤,けっこう,quite/rather,나도 함께 갈게요。,私も一緒に行きます。,I will go together.,わたし
슬픔,悲しみ,sadness,해외여행,海外旅行,Overseas Travel,할아버지,祖父,grandfather,대,~台,Counter for machines and vehicles,운동화,運動靴,Sneakers,번,~回,Times,베개,枕,Pillow,사이다,サイダー,Soda,지구,地球,earth,슬픔을 이겨냈어요.,悲しみを乗り越えました。,I overcame sadness.,かなしみ
영하,零下,Minus,몽골,モンゴル,Mongolia,스페인어,スペイン語,Spanish,청바지,ジーンズ,Jeans,보라색,紫色,purple,우유,牛乳,milk,팁,チップ,tip,풀,草,Grass,사실,事実,fact,영하 5도로 추워요.,零下5度で寒いです。,It is minus 5 degrees and cold.,れいか
또,また、再び,Again,찌개,チゲ,Stew,일기예보,天気予報,Weather Forecast,거울,鏡,mirror,무슨,何の~、どんな~,What Kind of~,마리,~匹、~頭,Counter for Animals/People,하늘,空,Sky,우체국,郵便局,post office,곰,熊,bear,또 하고 싶어요.,またやりたいです。,I want to do it again.,また
여러분,皆様,Everyone,경제,経済,economy,날,日,Day,이렇게,こんなに,Like This,전혀,全然(まったく),not at all,전주,チョンジュ,Jeonju,요금,料金,Fare,영화관,映画館,Cinema,큰어머니,父の（１番上の）兄の妻、伯母,Aunt,"여러분,  안녕하세요.",皆様、こんにちは。,Hello everyone.,みなさま
