Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
바다,海,sea,드라마,ドラマ,Drama,그렇구나,なるほど,I see,힘,力,Strength,편의점,コンビニ,convenience store,골목,路地、裏通り,Alley,어느,どの,which/some,전쟁,戦争,war,성함,お名前,Name (honorific),바다에서 수영해요.,海で泳ぎます。,I swim in the sea.,うみ
몹시,非常に,very/exceedingly,주로,主に,Mainly,인형,人形,Doll,문화,文化,culture,점심시간,昼食時間,Lunch Break,길,道,Street/Road,조카,甥,Nephew,연,年,year,항구,港,port,몹시 피곤해 보여요.,非常に疲れているように見えます。,You look extremely tired.,ひじょうに
여행,旅行,Travel,버스,バス,bus,요금,料金,Fare,신발,靴,shoes,식탁,食卓,Dining Table,각,各,various/each,죽,おかゆ,Porridge,몽골,モンゴル,Mongolia,아빠,パパ,Dad,여행을 계획하고 있어요.,旅行を計画しています。,I am planning a trip.,りょこう
젓가락,箸,Chopsticks,연필,鉛筆,Pencil,산사태,山崩れ,landslide,연두색,黄緑色,yellowish green,그렇게,そのように,In that way,밑,下、底,Bottom/Under,나라,国,Country,투어,ツアー,tour,가운데,中間,Middle,젓가락으로 밥을 먹었어요.,箸でご飯を食べました。,I ate rice with chopsticks.,はし
이미,すでに,already,절대(로),絶対に,never/absolutely,양식,洋食,Western Food,냄새,におい,Smell,필요,必要,Need,목적,目的,Purpose,주소,住所,address,단점,短所,Weakness/Flaw,여러,多くの,Many,이미 끝났어요.,すでに終わりました。,It’s already finished.,すでに
은행,銀行,bank,택시,タクシー,Taxi,내일,明日,Tomorrow,수영장,プール,Swimming Pool,갈비,カルビ,Beef Ribs,비록 ~지만,たとえ〜でも,even though...,창문,窓,window,인기,人気,Popularity,독일,ドイツ,Germany,은행에서 돈을 찾았어요.,銀行でお金を下ろしました。,I withdrew money at the bank.,ぎんこう
프랑스,フランス,France,드디어,ついに,finally/at last,아직,まだ,Still,조용히,静かに,Quietly,현금,現金,cash,불고기,プルコギ,Bulgogi,우리,我々,We,아프리카,アフリカ,Africa,주위,周囲,Surroundings,프랑스 여행을 계획 중이에요.,フランス旅行を計画中です。,I am planning a trip to France.,ふらんす
인구,人口,population,장미,バラ,Rose,빨간색,赤色,red,안개,霧,fog,명,~名,Counter for People,쌀밥,ご飯,Cooked Rice,휴대전화,携帯電話,Mobile Phone,벚꽃,桜,Cherry Blossom,종업원,従業員,Employee,이 도시는 인구가 많아요.,この都市は人口が多いです。,This city has a large population.,じんこう
초대,招待,invitation,제일,いちばん,Best,모니터,モニター,monitor,것,もの、こと,Thing,각,各,various/each,계절,季節,Season,큰어머니,父の（１番上の）兄の妻、伯母,Aunt,스타킹,ストッキング,Stockings,겨울,冬,Winter,초대를 받아서 기뻐요.,招待を受けて嬉しいです。,I'm happy to have received the invitation.,しょうたい
크레이프,クレープ,crepe,인삼,人参,Ginseng,노래방,カラオケ店,Karaoke Room,기숙사,寄宿舎、寮,Dormitory,가족,家族,Family,키,背,Height,조카,甥,Nephew,절대(로),絶対に,never/absolutely,엄마,ママ,Mom,크레이프를 만들어 봤어요.,クレープを作ってみました。,I tried making crepes.,くれーぷ
