Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
꼭,必ず,Definitely,다음주,来週,Next Week,규칙,規則,rule,공,ボール、玉,Ball,직원,職員,staff/employee,골프,ゴルフ,Golf,콧물,鼻水,Nasal Discharge,지갑,財布,wallet,전기자동차,電気自動車,Electric Car,꼭 성공할 거예요。,必ず成功します。,I will definitely succeed.,かならず
옷가게,服屋,Clothing Store,감사,感謝,Gratitude,다,全部,All,님,~様,Suffix for respect,이,歯,Tooth,차,車/お茶,Car,사이,間,Between,여러가지,いろいろ,Various,노트북,ノートパソコン,laptop,옷가게에서 코트를 샀어요.,服屋でコートを買いました。,I bought a coat at the clothing store.,ふくや
성,姓,Last Name,월세,月払いの家賃,Rent,바지,ズボン,Pants/Trousers,자주,しばしば,frequently/often,가수,歌手,Singer,점원,店員,Clerk,남북,南北,North and South,대전,テジョン,Daejeon,여보세요,もしもし,Hello (on phone),제 성은 김입니다.,私の姓はキムです。,My last name is Kim.,せい
여름,夏,Summer,세계,世界,world,오직,ただ,only/exclusively,주인,主人,owner/master,장점,長所,Strength,가뭄,干ばつ,drought,거울,鏡,mirror,유학생,留学生,Foreign Student,지각,遅刻,Late,여름에는 날씨가 더워요.,夏は天気が暑いです。,The weather is hot in summer.,なつ
영어회화,英会話,English Conversation,생명,生命,life,치마,スカート,skirt,무,大根,Radish,학생,学生,student,꽃,花,flower,와이셔츠,ワイシャツ,Shirt,아랍어,アラビア語,Arabic,비밀,秘密,Secret,영어회화 수업이 있어요.,英会話の授業があります。,I have an English conversation class.,えいかいわ
비행장,飛行場,Airport,방금,たった今,just now,센터,センター,Center,사과,りんご,apple,그렇구나,なるほど,I see,요즘,この頃,Nowadays,주로,主に,Mainly,통장,通帳,bankbook,휴대전화,携帯電話,Mobile Phone,비행장에 도착했어요.,飛行場に到着しました。,I arrived at the airport.,ひこうじょう
시골,いなか,Countryside,작은아버지,父の弟、おじ,Uncle (Paternal),방금,たった今,just now,없이,なしで,Without,이것,これ,This,배탈,腹痛,Stomachache,음악,音楽,music,상처,傷,Wound,기술,技術,skill,시골에서 살고 싶어요.,田舎で暮らしたいです。,I want to live in the countryside.,いなか
오전,午前,forenoon,남동생,弟,Brother (younger),예측,予測,prediction,대사관,大使館,embassy,양파,玉ねぎ,onion,역,駅,Station,경찰관,警察官,Police Officer,어느 쪽,どちら,which side,분노,憤怒,anger,오전에는 한가해요.,午前は暇です。,I'm free in the forenoon.,ごぜん
잔,~杯,Glass,주인,主人,owner/master,주위,周囲,Surroundings,회사,会社,Company,법,法,law,밑,下、底,Bottom/Under,아침,朝,Morning,전기자동차,電気自動車,Electric Car,그곳,そこ,There,맥주 한 잔 주세요.,ビール1杯ください。,Please give me one glass of beer.,いっぱい
수도,首都,Capital,사례,事例,case/example,잡지,雑誌,magazine,급,級,Level/Grade,하지만,でも,but/however,키보드,キーボード,keyboard,똑바로,しっかり,Straight/Properly,답장,返信、返事,Reply,횡단보도,横断歩道,Crosswalk,서울은 대한민국의 수도예요.,ソウルは大韓民国の首都です。,Seoul is the capital of South Korea.,しゅと
