Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
따라가다,ついて行く、従う,Follow,썰다,切る,Slice,나가다,出て行く,Go Out,주다,あげる,Give,모시다,お連れする、お仕えする,Escort/Serve (honorific),목욕하다,入浴する,Bathe,즐기다,楽しむ,Enjoy,신다,履く,Put On Shoes,예쁘다,きれいだ,Pretty,그는 나를 따라갔어요.,彼は私について行きました。,He followed me.,ついていく、したがう
수수하다,地味だ,plain/simple,요리하다,料理する,cook,생각하다,考える,Think,고맙습니다,ありがとうございます,Thank you,질문하다,質問する,Ask a Question,남기다,残す,Leave Behind,그만하다,やめる,stop/quit,잡다,つかむ,Hold,감사합니다,ありがとうございます,Thank you,그 옷차림은 꽤 수수해요.,その服装はかなり地味です。,That outfit is quite plain.,じみだ
내려오다,下がって来る、降りて来る,Come Down/Descend,만들다,作る,Make/Create,편하다,楽だ,Comfortable,돕다,助ける、手伝う,Help,차갑다,冷たい,Cold,생각하다,考える,Think,펴다,広げる,Spread,느끼다,感じる,Feel,데리다,連れる,Bring,비가 내려와요。,雨が降ってきます。,It is raining.,おりてくる
쉽다,簡単だ,Easy,수술하다,手術する,Operate,알다,知る,Know,배부르다,お腹いっぱいだ、満腹だ,Full,죄송하다,申し訳ない,Sorry,붓다,注ぐ,Pour,안내하다,案内する,Guide,겁나다,怖がる,be scared,전하다,伝える,Deliver,이 문제는 아주 쉬워요.,この問題はとても簡単です。,This problem is very easy.,かんたんだ
빠르다,早い,Fast,지다,負ける,Lose,시작되다,始まる,Begin,따뜻하다,暖かい,Warm,고르다,選ぶ,Choose,정하다,定める,Decide,선택하다,選択する,Select,즐겁다,楽しい,Fun,아니다,~でない,Not,기차가 빠르다.,電車が速いです。,The train is fast.,はやい
알리다,知らせる,Inform,모르겠습니다,知りません、わかりません,Don't Know/Don't Understand,걱정하다,心配する,Worry,잘하다,上手だ,Do Well,두껍다,厚い,Thick,기억하다,記憶する、憶える,Remember,아니오,いいえ,No,차리다,整える,Set/Prepare,말하다,話す、しゃべる,Talk/Speak,소식을 알렸어요.,ニュースを知らせました。,I informed the news.,しらせる
빨다,洗濯する,Wash,기억하다,覚えている,remember,준비하다,準備する,Prepare,초대하다,招待する,Invite,잘하다,上手だ,Do Well,있다,ある,Be,매다,結ぶ、締める,Tie/Buckle,화장하다,化粧する,Put on Makeup,모르겠습니다,知りません、わかりません,Don't Know/Don't Understand,빨래를 하고 있어요.,洗濯をしています。,I am doing laundry.,せんたく
선호하다,好む,prefer,갈아타다,乗り換える,Transfer,떠들다,騒ぐ,Make Noise,드리다,差し上げる,Give (polite),끊다,切る,hang up/quit,모시다,お連れする、お仕えする,Escort/Serve (honorific),반갑다,嬉しい,Glad/Pleased,환영하다,歓迎する,Welcome,오다,来る,Come,나는 커피를 선호해요.,私はコーヒーを好みます。,I prefer coffee.,このむ
피곤하다,疲れる,Tired,벗다,脱ぐ,Take Off,세우다,たてる,Build,반갑다,嬉しい,Glad/Pleased,조사하다,調査する,Investigate,깨지다,割れる、壊れる,Break/Broken,괜찮다,大丈夫だ、構わない,It's Okay,맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,안전하다,安全だ,Safe,오늘 너무 피곤해요.,今日はとても疲れています。,I am very tired today.,つかれる
막히다,詰まる、つかえる,Block/Clog,깨끗하다,清潔だ、きれいだ,Clean,실례하다,失礼する,Excuse Oneself,뛰다,駆ける、走る,Run,괜찮다,大丈夫だ、構わない,It's Okay,수술하다,手術する,Operate,알았습니다,わかりました,Understood,얘기하다,話す,Talk,따라가다,ついて行く、従う,Follow,배수구가 막혔어요.,排水口が詰まりました。,The drain is clogged.,つまる、つかえる
