Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
피자,ピザ,Pizza,카레,カレー,Curry,바이올린,バイオリン,Violin,이미,すでに,already,바다,海,sea,하지만,でも,but/however,거짓말,嘘,Lie,교실,教室,classroom,서류,書類,Document,피자를 먹었어요.,ピザを食べました。,I ate pizza.,ぴざ
평화,平和,peace,지하도,地下道,Underpass,예산,予算,budget,스포츠,スポーツ,Sports,현금,現金,cash,축구,サッカー,Soccer,유학,留学,Study Abroad,태국,タイ,Thailand,별로,別に,Not Particularly,평화를 유지해야 해요.,平和を維持しなければなりません。,We must maintain peace.,へいわ
중학생,中学生,Middle School Student,프로그램,プログラム,Program,엔,円,circle,또는,または,or,바로,すぐに、まさに,Immediately/Exactly,산책로,散策路,walking path,공중전화,公衆電話,Public Telephone,태국,タイ,Thailand,정문,正門,Main Gate,그는 중학생이에요.,彼は中学生です。,He is a middle school student.,ちゅうがくせい
오징어,いか,Squid,성함,お名前,Name (honorific),출구,出口,exit,사자,獅子,lion,여권,パスポート,passport,감자,じゃがいも,Potato,대출,貸出,loan,옷가게,服屋,Clothing Store,이사,引っ越し,Move,오징어를 구웠어요.,イカを焼きました。,I grilled a squid.,いか
식료품점,食料品店,grocery store,사무실,事務室,office,양말,靴下,socks,멕시코,メキシコ,Mexico,핸드폰,携帯電話,mobile phone,간호사,看護師,nurse,전자사전,電子辞書,Electronic Dictionary,안경,眼鏡,Glasses,가뭄,干ばつ,drought,식료품점에서 장을 봐요.,食料品店で買い物をします。,I shop at the grocery store.,しょくりょうひんてん
영화배우,映画俳優,Actor,부산,プサン,Busan,날짜,日付,Date,바다,海,sea,밀가루,小麦粉,Flour,예,はい,Yes,유럽,ヨーロッパ,Europe,라면,ラーメン,Ramen,문,ドア,door,그는 인기 있는 영화배우예요.,彼は人気のある映画俳優です。,He is a popular movie actor.,えいがはいゆう
바지,ズボン,Pants/Trousers,대한민국,大韓民国,Republic of Korea,점심식사,昼食,Lunch Meal,어떤,どんな,What Kind Of,데이터,データ,data,누구,誰,who,파티,パーティ,party,따로,別に、別途,Separately,저것,あれ,That Thing,새 바지를 샀어요.,新しいズボンを買いました。,I bought new pants.,ずぼん
아이,子供,Child,숲,森,forest,대한민국,大韓民国,Republic of Korea,없이,なしで,Without,페이지,ページ,Page,강좌,講座,Course,복사기,複写機,photocopier,법,法,law,채소,野菜,Vegetable,아이들이 놀고 있어요.,子供たちが遊んでいます。,The children are playing.,こども
중국집,中華料理店,Chinese Restaurant,위,上,Above,남학생,男子学生,Boy Student,콜라,コーラ,Cola,열쇠,鍵,Key,고모부,おばの夫、おじ,Uncle (aunt's husband),간신히,かろうじて,barely,첫,初めての,first,큰어머니,父の（１番上の）兄の妻、伯母,Aunt,중국집에서 점심을 먹었어요.,中華料理店で昼食を食べました。,I had lunch at a Chinese restaurant.,ちゅうかりょうりてん
약속,約束,Promise,장미,バラ,Rose,합격,合格,Pass,빨리,早く,quickly/fast,맞은편,向こう側、向かい,Opposite Side,장,~枚,Piece,기분,気分,Mood,청록색,青緑色,teal/turquoise,장마,梅雨,Rainy Season,약속을 지켜야 해요.,約束を守らなければなりません。,You have to keep your promise.,やくそく
