Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
찾아오다,訪ねて来る,Visit,위험하다,危険だ,Dangerous,아니요,いいえ,No,차갑다,冷たい,Cold,맞습니다,そうです,That's Right (formal),사용하다,使用する,Use,모시다,お連れする、お仕えする,Escort/Serve (honorific),흐리다,曇る,Cloudy,기다리다,待つ,Wait,고향을 찾아왔어요.,故郷を訪ねて来ました。,I visited my hometown.,たずねてくる
걸어오다,歩いて来る,Walk to Here,목욕하다,入浴する,Bathe,입다,着る,Wear,막히다,詰まる、つかえる,Clog/Block,부지런하다,勤勉だ,Diligent,잠자다,寝る,Sleep,사인하다,サインする,Sign,나누다,分ける,Divide/Share,깨지다,割れる、壊れる,Break/Broken,그는 걸어와서 피곤해 보여요。,彼は歩いて来たので疲れて見えます。,He looks tired because he walked here.,あるいてくる
빌리다,借りる,Borrow,달리다,走る,Run,늦다,(時間的に)遅い、遅れる,Late,졸업하다,卒業する,Graduate,모으다,集める,Collect/Gather,취소하다,取り消す,Cancel,이렇다,こうだ,Be Like This,따뜻하다,暖かい,Warm,열리다,開かれる,Be Opened,도서관에서 책을 빌렸어요.,図書館で本を借りました。,I borrowed a book from the library.,かりる
지다,負ける,Lose,시원하다,涼しい,Cool,고마웠습니다,ありがとうございました,Thank you (formal past),어떻습니까?,どうですか,How Is It?,운동하다,運動する,Exercise,조심하다,注意する,Be Careful,부치다,送る、焼く,Send/Bake,좁다,狭い,Narrow,담그다,漬ける,Soak,경기에서 졌어요.,試合で負けました。,I lost the game.,まける
배부르다,お腹いっぱいだ、満腹だ,Full,놀다,遊ぶ,Play,싫어하다,嫌う,Hate,기르다,育てる、養う,Raise/Cultivate,부탁하다,依頼する,Request,고마웠습니다,ありがとうございました,Thank you (formal past),고맙다,ありがたい,Grateful,꾸다,(夢を)見る、夢見る,Dream,고맙습니다,ありがとうございます,Thank you,F맛있게 먹었더니 배가 부르다.,美味しく食べたのでお腹いっぱいです。,I am full because I ate deliciously.,まっぷくだ
읽다,読む,Read,빨갛다,赤い,Red,급하다,急だ、緊急だ、急がれる,Urgent,뜨다,(目を)開く,Open (eyes),이상하다,おかしい,Strange,돕다,助ける、手伝う,Help,불타다,燃える,be on fire,구경하다,見物する,Watch,신다,履く,Put On Shoes,책을 읽었어요.,本を読みました。,I read a book.,よむ
운동하다,運動する,Exercise,배부르다,お腹いっぱいだ、満腹だ,Full,다치다,けがする、触れる,Hurt/Injure,바라다,願う,Wish,따르다,従う,Follow,연습하다,練習する,Practice,재미있다,面白い,Interesting,빠르다,早い,Fast,신청하다,申請する,Apply,매일 아침에 운동해요.,毎朝運動しています。,I exercise every morning.,うんどうする
안전하다,安全だ,Safe,주차하다,駐車する,Park,꺼내다,取り出す,Take Out,오르다,上る,Climb,설득하다,説得する,persuade,건강하다,健康だ,Healthy,고치다,直す,Fix,누르다,押す,Press,차리다,整える,Set/Prepare,이곳은 안전해요.,ここは安全です。,This place is safe.,あんぜんだ
고르다,選ぶ,Choose,조용하다,静かだ,Quiet,출근하다,出勤する,Go to Work,잊어버리다,忘れてしまう,Completely Forget,축하합니다,おめでとうございます,Congratulations,높다,高い,High/Tall,돕다,助ける、手伝う,Help,죄송하다,申し訳ない,Sorry,먹다,食べる,Eat,무엇을 고를지 아직 결정하지 못했어요。,何を選ぶかまだ決めていません。,I haven't decided what to choose yet.,えらぶ
부르다,人を呼ぶ、歌う,Call,뜨다,(目を)開く,Open (eyes),주차하다,駐車する,Park,죽다,死ぬ,Die,펴다,広げる,Spread,결혼하다,結婚する,Marry,존경하다,尊敬する,respect,없다,ない,Not Exist,간단하다,簡単だ,Simple,친구를 불렀어요.,友達を呼びました。,I called a friend.,よぶ
