Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
그림자,影,shadow,골목,路地、裏通り,Alley,언어,言語,language,피아노,ピアノ,Piano,나들이,お出かけ,outing,할머니,祖母,grandmother,사진 촬영,写真撮影,photography,프린트,プリント,Print,답장,返信、返事,Reply,그림자가 길어졌어요.,影が長くなりました。,The shadow became longer.,かげ
대학원생,大学院生,Graduate Student,아직,まだ,Still,호,~号,Number,원,ウォン,Korean Won,오이,きゅうり,cucumber,꽤,けっこう,quite/rather,시장,市場,Market,음반,音盤,Record,컴퓨터,コンピューター,computer,대학원생들은 연구를 하고 있어요.,大学院生たちは研究をしています。,Graduate students are conducting research.,だいがくいんせい
모양,形、形状、格好、スタイル,Shape/Appearance,합격,合格,Pass,낚시,釣り,Fishing,서로,互いに,Each Other,요리사,料理人,chef,질,質,Quality,전,全,All,책,本,book,가지,種類,Type,그녀의 모양이 예뻐요.,彼女の形が綺麗です。,Her appearance is beautiful.,かたち、けいじょう、かっこう、すたいる
빨래,洗濯,Laundry,거기,そこ,There,운동복,体操服,Sportswear,건배,乾杯,Cheers,반달,半月,Half Moon,외국,外国,Foreign Country,수치,数値,value/figure,교과서,教科書,Textbook,구청,区役所,ward office,빨래를 널었어요.,洗濯物を干しました。,I hung the laundry.,せんたく
점,点,Dot/Point,토요일,土曜日,Saturday,연두색,黄緑色,yellowish green,그만,それくらいで、それで,That's Enough,비록 ~지만,たとえ〜でも,even though...,김치찌개,キムチ鍋,Kimchi Stew,소방관,消防官,firefighter,자두,すもも,plum,일본말,日本語,Japanese Language,시험 점수가 높아요.,試験の点数が高いです。,The test score is high.,てん
문장,文章,Sentence/Clause,며칠,何日,How Many Days,사람,人,Person,카메라,カメラ,Camera,가방,鞄,Bag,하늘,空,Sky,빵집,パン屋,Bakery,광복절,クァンボクチョル (光復節),Liberation Day,월요일,月曜日,Monday,그 문장은 아주 길어요.,その文章はとても長いです。,That sentence is very long.,ぶんしょう
한자,漢字,Chinese Character,게다가,そのうえ,besides/furthermore,주황색,オレンジ色,orange,기념품,お土産,souvenir,사탕,飴,Candy,콩,豆,Bean,저것,あれ,That Thing,수업,授業,Class,인류,人類,mankind,한자를 배워요.,漢字を学びます。,I learn Chinese characters.,かんじ
저런,あんな,that (over there) kind of,영하,零下,Minus,라면,ラーメン,Ramen,어머니,母,mother,기술,技術,skill,철학,哲学,philosophy,발표,発表,Presentation,카페,カフェ,Cafe,악기,楽器,Instrument,저런 광경은 드물어요.,あんな光景は珍しいです。,Such a sight is rare.,あんな
눈물,涙,Tears,수박,スイカ,watermelon,간,間,Between,빌딩,建物,building,청소기,掃除機,Vacuum Cleaner,열,熱、10,Ten/Heat,조선말,朝鮮語,Korean Language,큰아버지,父の（１番上の）兄、伯父,Uncle,요리사,料理人,chef,그녀는 슬픔에 눈물을 흘렸어요.,彼女は悲しみに涙を流しました。,She shed tears of sadness.,なみだ
삼촌,おじ（父方）,Uncle,형님,お兄様,Older Brother (Honorific),베트남,ベトナム,Vietnam,직업,職業,Occupation,유행,流行,Fashion,벚꽃,桜,Cherry Blossom,숙제,宿題,Homework,이거,これ,This,블라우스,ブラウス,Blouse,삼촌이 선물을 주셨어요.,おじがプレゼントをくださいました。,My uncle gave me a gift.,おじ
