Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
현재,現在,present,킬로그램,キログラム,Kilogram,잘,よく,Well,검은색,黒,Black,송이,(花などの)房,Bunch,오히려,むしろ,rather (contrary),저희,私ども,We (Humble),정문,正門,Main Gate,소식,消息,news,현재 상황을 알려주세요.,現在の状況を教えてください。,Tell me the current situation.,げんざい
더운물,お湯,Hot Water,비행기,飛行機,airplane,간단히,簡単に,Simply,그들,彼ら,They,시작,始まり,Start,된장,味噌,Miso,동아리,愛好会、サークル,Club,아버지,父,Father,거의,ほとんど,Almost,더운물을 마시면 목이 시원해져요.,お湯を飲むと喉がすっきりします。,Drinking hot water refreshes my throat.,おゆ
전통,伝統,tradition,직접,直接,Directly,마라톤,マラソン,marathon,인천,インチョン,Incheon,내일,明日,Tomorrow,겨울방학,冬休み,Winter Break,슬픔,悲しみ,sadness,수돗물,水道水,Tap Water,쓰레기,ごみ,Garbage,전통을 지키고 있어요.,伝統を守っています。,We are preserving tradition.,でんとう
스케이트,スケート,Skate,우정,友情,friendship,게다가,そのうえ,besides/furthermore,중학생,中学生,Middle School Student,내가,僕が、私が,I (subject),목소리,声,Voice,손뜨개,手編み/ニット,knitting,아침,朝,Morning,학생증,学生証,Student ID,겨울에 스케이트를 타요.,冬にスケートをします。,I skate in the winter.,すけーと
새로,新しく,Newly,실제로,実際に,actually/in reality,자,さあ,Now,여러,いくつかの,several/various,쇼핑,ショッピング,Shopping,얼마동안,どのくらいの間,for how long,결국,結局,finally/in the end,결정,決定,Decision,영화관,映画館,Cinema,새로 이사했어요.,新しく引っ越しました。,I recently moved.,あたらしく
서리,霜,frost,달걀,卵,Egg,안개,霧,fog,펜,ペン,pen,아침,朝,Morning,주변,周辺,Surroundings,없이,なしで,Without,이야기,話,Story,그릇,器、容器,Bowl,서리가 내렸어요.,霜が降りました。,Frost has fallen.,しも
구름,雲,cloud,홍수,洪水,flood,정도,程度,Approximation,새로,新しく,Newly,마리,~匹、~頭,Counter for Animals/People,갈비,カルビ,Beef Ribs,생명,生命,life,결혼,結婚,marriage,아이스크림,アイスクリーム,Ice Cream,구름이 떠 있어요.,雲が浮かんでいます。,Clouds are floating.,くも
생각,考え,Thought,몇 개,いくつ,how many pieces,유치원,幼稚園,kindergarten,가요,歌謡,Song,시장,市場,Market,에어컨,エアコン,Air Conditioner,남북,南北,North and South,경찰관,警察官,Police Officer,우리,我々,We,좋은 생각이 있어요.,良い考えがあります。,I have a good idea.,かんがえ
애,子供,Child,적,的,Enemy/Target,날,日,Day,성탄절,ソンタンジョル (クリスマス),Christmas,사전,辞書,Dictionary,관계,関係,Relationship,누구랑,誰と,with whom,베이컨,ベーコン,Bacon,계절,季節,Season,애가 울고 있어요.,子供が泣いています。,The child is crying.,こども
남대문시장,南大門市場,Namdaemun Market,공간,空間,Space,우표,切手,Stamp,등산,登山,hiking/mountain climbing,김밥,のり巻き,Kimbap,할인,割引,Discount,전혀,全然(まったく),not at all,지식,知識,knowledge,동전,硬貨、小銭,Coin,남대문시장에서 쇼핑했어요。,南大門市場で買い物しました。,I shopped at Namdaemun Market.,なんたいもんいちば
