Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
거의,ほとんど,Almost,방,部屋,Room,같이,一緒に,Together,각,各,various/each,노래방,カラオケ店,Karaoke Room,표,チケット,Ticket,대전,テジョン,Daejeon,경치,景色、風景,Scenery,기분,気分,Mood,거의 다 했어요。,ほとんど終わりました。,I almost finished.,ほとんど
독서,読書,reading,가운데,中間,Middle,지진,地震,earthquake,무궁화,むくげ,Mugunghwa (Hibiscus syriacus),주,週,Week,자,さあ,Now,이런,こんな,this kind of,메뉴,メニュー,Menu,하늘색,空色,sky blue,취미로 독서를 즐겨요.,趣味で読書を楽しんでいます。,I enjoy reading as a hobby.,どくしょ
아시아,アジア,Asia,성당,聖堂,cathedral,신문,新聞,newspaper,결혼,結婚,marriage,시간,時間,Time,안부,安否,well-being,예문,例文,Example Sentence,잠깐,しばらく,A Moment,어서,はやく,Quickly,아시아 여러 나라를 여행했어요.,アジアのいくつかの国を旅行しました。,I traveled to several countries in Asia.,あじあ
사과,りんご,apple,의사,医師,doctor,축하,祝賀,Congratulations,도착,到着,Arrival,수도,首都,Capital,두부,豆腐,Tofu,눈물,涙,Tears,층,~階,Floor,설거지,皿洗い,Dishwashing,사과가 맛있어요.,林檎はおいしいです。,The apple is delicious.,りんご
크기,大きさ,Size,응,うん,Yeah,청록색,青緑色,teal/turquoise,한국요리,韓国料理,Korean Cuisine,김,海苔,Nori,내일,明日,Tomorrow,택시,タクシー,Taxi,빵집,パン屋,Bakery,소문,噂,rumor,방의 크기가 커요.,部屋の大きさが大きいです。,The size of the room is large.,おおきさ
자주,しばしば,frequently/often,충전기,充電器,charger,강아지,子犬,Puppy,중심,中心,Center,일본사람,日本人,Japanese Person,라디오,ラジオ,radio,한국사람,韓国人,Korean Person,화장실,トイレ,Restroom,에어컨,エアコン,Air Conditioner,요즘 자주 만나요.,最近よく会います。,We often meet these days.,しばしば
구두,靴,Shoes,비록 ~지만,たとえ〜でも,even though...,된장국,味噌汁,Miso Soup,아주머니,おばさん,Aunt,물,水,water,통,通,Container,정의,正義,justice,양파,玉ねぎ,onion,닭,鶏,chicken,새 구두를 샀어요。,新しい靴を買いました。,I bought new shoes.,くつ
햇빛,日光,Sunlight,영어,英語,English,사이,間,Between,직접,直接,Directly,지금,今,Now,너,きみ、おまえ,You,그럼,では,Well then,기간,期間,Period,이름,名前,Name,햇빛이 강해요.,日差しが強いです。,The sunlight is strong.,にっこう
무지개,虹,rainbow,늘,いつも、ずっと,Always,빵집,パン屋,Bakery,설거지,皿洗い,Dishwashing,몹시,非常に,very/exceedingly,수치,数値,value/figure,춤,踊り,dance,옷장,洋服ダンス,wardrobe,땀,汗,Sweat,무지개가 떴어요.,虹が出ました。,A rainbow appeared.,にじ
잔치,パーティ,Party,아직,まだ,Still,쥐,ネズミ,mouse,세탁기,洗濯機,washing machine,얼마동안,どのくらいの間,for how long,냉방,冷房,air conditioning,성함,お名前,Name (honorific),천천히,ゆっくり,slowly,휴지통,ゴミ箱,Trash Can,잔치에 초대받았어요.,パーティに招待されました。,I was invited to the party.,ぱーてぃ
