Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
자정,真夜中,midnight,시계,時計,Clock,연습,練習,Practice,정류장,停留所,Bus Stop,제일,いちばん,Best,수치,数値,value/figure,극장,劇場,theater,주인,主人,owner/master,필름,フィルム,Film,자정이 지났어요.,真夜中を過ぎました。,It's past midnight.,まよなか
양,量,Amount,스타킹,ストッキング,Stockings,번,~回,Times,어디서,どこで,where (location),소,牛,Cow,좀더,もう少し,A Bit More,쓰레기,ごみ,Garbage,벌써,すでに、もう,Already,중,中,Middle,양이 많아요.,量が多いです。,The amount is large.,りょう
뉴욕,ニューヨーク,New York,대한민국,大韓民国,Republic of Korea,외국,外国,Foreign Country,중국집,中華料理店,Chinese Restaurant,연세,お歳,Age (honorific),언제나,いつも,Always,쌀,米,Rice,유럽,ヨーロッパ,Europe,소방관,消防官,firefighter,뉴욕에 가고 싶어요.,ニューヨークに行きたいです。,I want to go to New York.,にゅーよーく
두부찌개,豆腐チゲ,Tofu Stew,식당,食堂,restaurant,그들,彼ら,They,반찬,おかず,Side Dish,배달,配達、出前,Delivery/Takeout,그런,そんな,Like that,나,僕、わたし、~や,I/We/Somebody,그릇,器、容器,Bowl,금연,禁煙,No Smoking,두부찌개는 맛있어요.,豆腐チゲは美味しいです。,Tofu stew is delicious.,とうふちげ
그곳,そこ,There,주스,ジュース,juice,절망,絶望,despair,터미널,ターミナル,Terminal,외숙모,おば（母方）,Aunt (maternal),스승의날,ススンエナル (先生の日),Teacher’s Day,한복,韓服,Hanbok,순서,順序,Order,것,もの、こと,Thing,그곳에 가보고 싶어요。,そこに行ってみたいです。,I want to go there.,そこ
음반,音盤,Record,저녁식사,夕食,Dinner,나,僕、わたし、~や,I/We/Somebody,비행기,飛行機,airplane,프로그램,プログラム,Program,선박,船,boat,스타,スター,Star,저것,あれ,That Thing,일본어,日本語,Japanese Language,그는 새로운 음반을 발표했어요.,彼は新しい音盤を発表しました。,He released a new record.,おんばん
냉장고,冷蔵庫,Refrigerator,곧,すぐ,Soon,돌,石,stone,바람,風,wind,저쪽,あちら,That Side,그럼,では,Well then,데이트,デート,Date,반지,指輪,Ring,우편번호,郵便番号,postal code,냉장고에 음식이 있어요。,冷蔵庫に食べ物があります。,There is food in the refrigerator.,れいぞうこ
곡선,曲線,curve,유리,ガラス,Glass,오징어,いか,Squid,올해,今年,This Year,연,年,year,속초,ソクチョ,Sokcho,편의점,コンビニ,convenience store,초록색,緑色,Green,날,日,Day,곡선이 완만해요.,曲線が緩やかです。,The curve is gentle.,きょくせん
종류,種類,Kind,동전,硬貨、小銭,Coin,남자,男,Man,동물원,動物園,zoo,노트북,ノートパソコン,laptop,코트,コート,Coat,읽기,読むこと,Reading,새벽,深夜,Dawn,인도,インド,India,여러 종류의 꽃이 있어요.,いろいろな種類の花があります。,There are various kinds of flowers.,しゅるい
수돗물,水道水,Tap Water,그,その,That,치약,歯磨き粉,Toothpaste,물,水,water,입,口,mouth,태국,タイ,Thailand,기름,油、ガソリン,Oil/Fuel,고추,唐辛子,Chili Pepper,또는,または,or,수돗물을 마셔도 돼요?,水道水を飲んでもいいですか？,Can I drink tap water?,すいどうすい
