Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
배낭여행,バックパック旅行,backpacking trip,탤런트,タレント,Talent,덕분,おかげ,Thanks to,패션,ファッション,Fashion,그릇,器、容器,Bowl,교육,教育,education,외할머니,祖母（母方）,Grandmother (maternal),가방,鞄,Bag,우편번호,郵便番号,postal code,대학생 때 배낭여행을 했어요.,大学生の時バックパック旅行をしました。,I went backpacking when I was a student.,ばっくぱっくりょこう
이거,これ,This,사탕,飴,Candy,개나리,レンギョウ,Forsythia,주스,ジュース,juice,주전자,やかん,Kettle,무,大根,Radish,자두,すもも,plum,다른,別の~、違う~,Different ~,위,胃,stomach,이거 누구 거예요?,これは誰のものですか？,Whose is this?,これ
자,定規,ruler,중요,重要,Important,공,ボール、玉,Ball,중,中,Middle,아무,何もない,Nothing,해,陽,Sun,회사,会社,Company,아가씨,お嬢さん,Young Lady,통,通,Container,자로 길이를 쟀어요.,定規で長さを測りました。,I measured the length with a ruler.,じょうぎ
환율,換率,exchange rate,일기예보,天気予報,Weather Forecast,당신,あなた,You,불고기,プルコギ,Bulgogi,권,巻,Volume,결과,結果,Result,일기,日記,Diary,짐,荷物,Luggage,지난달,先月,Last Month,환율이 변동되고 있어요.,換率が変動しています。,The exchange rate is fluctuating.,かんりつ
연세,お歳,Age (honorific),저런,あんな,that (over there) kind of,이쪽,こちら,This Side,고모부,おばの夫、おじ,Uncle (aunt's husband),저녁,夕方,Dinner,오래,長く,Long Time,감기약,風邪薬,Cold Medicine,감기,風邪,Cold,노래,歌,Song,연세가 어떻게 되세요?,お歳はいくつですか？,How old are you?,おとし
수학,数学,Mathematics,초록색,緑色,Green,통,通,Container,일기예보,天気予報,Weather Forecast,아침밥,朝ご飯,Breakfast,중심,中心,Center,이곳,ここ,This Place,빨래,洗濯,Laundry,직선,直線,line,수학 문제를 풀었어요.,数学の問題を解きました。,I solved a math problem.,すうがく
내용,内容,Content,형,(弟から見て)兄,Older Brother,수건,タオル,Towel,파티,パーティ,party,러시아,ロシア,Russia,운동복,体操服,Sportswear,꼭,必ず,Definitely,말,言葉、話,Word/Speech,주전자,やかん,Kettle,이 책의 내용이 흥미로워요。,この本の内容が面白いです。,The content of this book is interesting.,ないよう
볶음밥,チャーハン,Fried Rice,이곳,ここ,This Place,계란,鶏卵、たまご,Egg,저기,あそこ,Over There,아줌마,おばさん,Aunt (informal),코피,鼻血,Nosebleed,카페,カフェ,Cafe,빨리,早く,quickly/fast,나이,歳、年齢,Age,볶음밥을 먹었어요.,チャーハンを食べました。,I ate fried rice.,ちゃーはん
담배,たばこ,Tobacco,평화,平和,peace,인도,インド,India,액세서리,アクセサリー,Accessory,표현,表現,Expression,출장,出張,Business Trip,달,~ヶ月、月,Month,달력,カレンダー,calendar,지진,地震,earthquake,담배를 피우지 마세요.,たばこを吸わないでください。,Please don't smoke.,たばこ
빨간색,赤,Red,그러니까,だからこそ,that’s why,이상,以上,More Than,섬,島,Island,원피스,ワンピース,Dress,냉면,冷麺,Cold Noodles,연,年,year,잎,葉,leaf,에스카레이터,エスカレーター,escalator,빨간색 옷을 입고 있어요.,赤い服を着ています。,I am wearing red clothes.,あか
