Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
버리다,捨てる,Throw Away,틀리다,間違う,Be Wrong,알다,知る,Know,가져오다,持って来る,Bring,맑다,清い、澄んでいる,Clear/Pure,시원하다,涼しい,Cool,고마웠습니다,ありがとうございました,Thank you (formal past),소개하다,紹介する,Introduce,돕다,助ける、手伝う,Help,오래된 신발을 버렸어요.,古い靴を捨てました。,I threw away my old shoes.,すてる
바르다,塗る、つける,Apply/Put On,있다,ある,Be,쉬다,休む,Rest,공부하다,勉強する,Study,통하다,通じる,Communicate,끊다,切る,hang up/quit,좋다,良い,Good,갈아타다,乗り換える,Transfer,찾아가다,訪ねる,Visit,크림을 바르세요.,クリームを塗ってください。,Please apply the cream.,つける、ぬる
맑다,清い、澄んでいる,Clear/Pure,틀다,つける,Turn On,닮다,似る,Resemble,모르겠습니다,知りません、わかりません,Don't Know/Don't Understand,매다,結ぶ、締める,Tie/Buckle,일하다,働く,Work,고마웠습니다,ありがとうございました,Thank you (formal past),다니다,通う,Attend,인사하다,挨拶する,Greet,하늘이 맑아요.,空が澄んでいます。,The sky is clear.,きよい、すんでいる
씹다,噛む,Chew,적다,少ない,Few/Write Down,세일하다,セールする,Have a Sale,시다,酸っぱい,Sour,화장하다,化粧する,Put on Makeup,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,높다,高い,High/Tall,모르겠습니다,知りません、わかりません,Don't Know/Don't Understand,놀다,遊ぶ,Play,껌을 씹었어요.,ガムを噛みました。,I chewed gum.,かむ
깨다,割る、壊す,Break,선호하다,好む,prefer,귀엽다,かわいい,Cute,먹다,食べる,Eat,있다,ある,Be,잃어버리다,失くしてしまう,Lose Completely,지나다,過ぎる,Pass,따라오다,ついて来る,Follow Coming,준비하다,準備する,Prepare,유리창을 깨지 마세요。,ガラス窓を割らないでください。,Please don't break the glass window.,わる
막히다,詰まる、つかえる,Clog/Block,위험하다,危険だ,Dangerous,계산하다,計算する,Calculate,하다,する,Do,생기다,生じる,Happen,위하다,~のためにする,Do for,끝내다,終える、済ませる,Finish,적다,少ない,Few/Write Down,사용하다,使用する,Use,배수구가 막혔어요.,排水口が詰まりました。,The drain is clogged.,つまる、つかえる
조심하다,注意する,Be Careful,화장하다,化粧する,Put on Makeup,이상하다,おかしい,Strange,얘기하다,話す,Talk,어둡다,暗い,Dark,즐거워하다,楽しがる,Enjoy,맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,까맣다,黒い,Black,싫어하다,嫌う,Hate,길을 건널 때 조심하세요.,道を渡るときは注意してください。,Be careful when crossing the road.,ちゅういする
불안정하다,不安定だ,unstable,막히다,詰まる、つかえる,Clog/Block,매다,結ぶ、締める,Tie/Buckle,귀엽다,かわいい,Cute,어울리다,似合う,Match,없다,ない,Not Exist,감다,(目を)閉じる,Close Eyes,푹,ぐっすり,Deeply,덥다,暑い,Hot,경제가 불안정해요.,経済が不安定です。,The economy is unstable.,ふあんていだ
같다,同じだ,Same,끓이다,沸かす、煮る,Boil/Cook,생기다,生じる,Happen,고프다,空腹だ,Hungry,편하다,楽だ,Comfortable,이렇다,こうだ,Be Like This,그렇습니다,そうです,That's right (formal),도착하다,到着する、着く,Arrive,누르다,押す,Press,우리 생각이 같아요。,私たちの考えが同じです。,Our thoughts are the same.,おなじだ
팔다,売る,Sell,나누다,分ける,Divide/Share,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,가지다,持つ,Have,두껍다,厚い,Thick,씻다,洗う,Wash,잃어버리다,失くしてしまう,Lose Completely,추다,踊る,Dance,넣다,入れる,Put In,과일을 팔아요.,果物を売っています。,I sell fruits.,うる
