Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
정도,程度,Approximation,줄,列,Line,화가,画家,Painter,상품,商品,Product,날짜,日付,Date,지하철,地下鉄,subway,목욕,沐浴、入浴,Bath,양복,スーツ,Suit,배탈,腹痛,Stomachache,하루에 이 정도 공부해요.,1日にこの程度勉強します。,I study about this much per day.,ていど
절대(로),絶対に,never/absolutely,스타킹,ストッキング,Stockings,소식,消息,news,시간,時間,Time,중국집,中華料理店,Chinese Restaurant,탁구,卓球,Table Tennis,콧물,鼻水,Nasal Discharge,체육관,体育館,gym,요리사,料理人,chef,절대로 거짓말하지 마세요.,絶対に嘘をつかないでください。,Never tell a lie.,ぜったいに
감자,じゃがいも,Potato,초대,招待,invitation,한,1つの~,One,건너편,向こう側,Other Side,테니스,テニス,Tennis,왜,なぜ,why,로션,ローション、化粧水,Lotion,하루,1日,One Day,경기장,競技場,stadium,감자를 삶아서 먹었어요。,じゃがいもを茹でて食べました。,I boiled and ate potatoes.,じゃがいも
질문,質問,Question,화장실,トイレ,Restroom,사거리,四つ角,Crossroads,슬픔,悲しみ,sadness,이모부,おじ（母方）,Uncle (maternal),고등학생,高校生,High School Student,설거지,皿洗い,Dishwashing,캐나다,カナダ,Canada,땀,汗,Sweat,질문이 있어요.,質問があります。,I have a question.,しつもん
동대문시장,東大門市場,East Daemun Market,가끔,時々、たまに,Sometimes,어떻게,どうやって,how,할머니,祖母,grandmother,빌딩,建物,building,타월,タオル,Towel,가방,鞄,Bag,취미,趣味,Hobby,내일,明日,Tomorrow,동대문시장에 갔어요.,東大門市場に行きました。,I went to East Daemun Market.,とうだいもんしじょう
시간표,時間表,Schedule,정치,政治,politics,거의,ほとんど,Almost,기분,気分,Mood,계단,階段,Stairs,어머,まあ,Oh My,소설가,小説家,Novelist,발가락,足の指,Toes,예산,予算,budget,시간표를 확인하세요.,時間表を確認してください。,Check the schedule.,じかんひょう
비행기,飛行機,airplane,다음해,翌年,Next Year,만약(에),もし,if/suppose,씨,~氏,Mr./Ms.,입구,入口,entrance,외숙모,おば（母方）,Aunt (maternal),그렇게,そのように,In that way,스키,スキー,Ski,소설가,小説家,Novelist,비행기를 탔어요.,飛行機に乗りました。,I took an airplane.,ひこうき
하늘색,空色,sky blue,점심식사,昼食,Lunch Meal,눈물,涙,Tears,과자,菓子,Snack,여름,夏,Summer,남,男,Man,얼마나 자주,どのくらい頻繁に,how often,일단,とりあえず,first/for now,그램,グラム,Gram,하늘색 셔츠를 입었어요.,空色のシャツを着ました。,I wore a sky-blue shirt.,そらいろ
죽,おかゆ,Porridge,국제,国際,International,쥐,ネズミ,mouse,꼭,必ず,Definitely,무궁화,むくげ,Mugunghwa (Hibiscus syriacus),요금,料金,Fare,새우,えび,Shrimp,해외여행,海外旅行,Overseas Travel,고의로,故意に,intentionally/on purpose,죽을 먹었어요.,おかゆを食べました。,I ate porridge.,おかゆ
아무,何もない,Nothing,그,その,That,삼일절,サミルチョル (3.1節),March 1st Movement Day,여기저기,あちこち,Here and There,세계,世界,world,저것,あれ,That Thing,대학원,大学院,Graduate School,조선,朝鮮,Joseon,주소,住所,address,아무 것도 없어요.,何もありません。,There is nothing.,なにもない
