Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
수박,スイカ,watermelon,이상,以上,More Than,지난달,先月,Last Month,정원,庭,garden,드디어,ついに,finally/at last,어둠,闇,darkness,자전거,自転車,bicycle,성함,お名前,Name (honorific),지하철,地下鉄,subway,수박이 커요.,西瓜は大きいです。,The watermelon is big.,すいか
제가,私が,I (humble),비누,石鹸,Soap,운동선수,スポーツ選手,Athlete,반,半分、班,Half/Group,변호사,弁護士,Lawyer,골프,ゴルフ,Golf,콧물,鼻水,Nasal Discharge,스타,スター,Star,껌,ガム,Gum,제가 그 일을 했어요.,私がその仕事をしました。,I did that work.,わたしが
신발,靴,shoes,계단,階段,Stairs,외삼촌,おじ（母方）,Uncle (maternal),아래,下,Below,경기,競技、試合,Game/Match,살,歳,Age,택시,タクシー,Taxi,각,各,various/each,영화,映画,movie,신발을 벗어주세요.,靴を脱いでください。,Please take off your shoes.,くつ
상,賞,award,세탁기,洗濯機,washing machine,왜,なぜ,why,이상,以上,More Than,안경,眼鏡,Glasses,책임,責任,Responsibility,된장국,味噌汁,Miso Soup,사거리,四つ角,Crossroads,매일,毎日,Every Day,상을 받았어요.,賞をもらいました。,I received an award.,しょう
티셔츠,Tシャツ,T-Shirt,속,中,Inside,전공,専攻,Major,모임,集まり,Gathering/Meeting,쇼핑,ショッピング,Shopping,초등학생,小学生,Elementary School Student,한자,漢字,Chinese Character,주소,住所,address,때문,~のため/だから,Because of,티셔츠를 입었어요.,Tシャツを着ました。,I wore a T-shirt.,てぃーしゃつ
저것,あれ,That Thing,빵,パン,bread,가족,家族,Family,키,背,Height,파,ねぎ,Green Onion,베개,枕,Pillow,장갑,手袋,gloves,성탄절,ソンタンジョル (クリスマス),Christmas,바나나,バナナ,banana,저것은 무엇입니까?,あれは何ですか？,What is that?,あれ
안개,霧,fog,벌써,すでに、もう,Already,홈페이지,ホームページ,homepage,은색,銀色,silver,설악산,雪岳山,Seoraksan,선박,船,boat,할아버지,祖父,grandfather,웬일,何事,What's the Matter,전혀,全然(まったく),not at all,안개가 짙어요.,霧が深いです。,The fog is thick.,きり
지하철,地下鉄,subway,사자,獅子,lion,팔,腕,Arm,경치,景色、風景,Scenery,게임,ゲーム、遊び,Game,결혼,結婚,marriage,대출,貸出,loan,사무실,事務室,office,타월,タオル,Towel,지하철을 탔어요.,地下鉄に乗りました。,I took the subway.,ちかてつ
재료,材料,Material,요금,料金,Fare,홍차,紅茶,Black Tea,술,酒,Alcohol,경주,慶州,Kyongju,차,車/お茶,Car,녹색,緑色,Green,악기 연주,楽器演奏,playing instruments,즉,すなわち,that is/namely,요리에 필요한 재료를 준비했어요.,料理に必要な材料を準備しました。,I prepared the ingredients for cooking.,ざいりょう
태권도,テコンドー,Taekwondo,밑,下、底,Bottom/Under,대한민국,大韓民国,Republic of Korea,나중,（時間や順序が）後,Later,홈페이지,ホームページ,homepage,테이블,テーブル,Table,그러나,しかし,but/however,사례,事例,case/example,달,月,moon,태권도를 배웠어요.,テコンドーを習いました。,I learned taekwondo.,てこんどー
