Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
멋지다,素敵だ,nice,감추다,隠す,hide,피우다,咲かせる,Bloom,안전하다,安全だ,Safe,버리다,捨てる,Throw Away,깨뜨리다,壊す,break (an object),출발하다,出発する,Depart,알았습니다,わかりました,Understood,놓다,置く,Put,그의 옷차림이 멋져요.,彼の服装が素敵です。,His outfit is really nice.,すてきだ
지키다,守る,Protect,나빠지다,悪くなる,Worsen,무겁다,重い,Heavy,예쁘다,きれいだ,Pretty,맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,출근하다,出勤する,Go to Work,맑다,清い、澄んでいる,Clear/Pure,팔다,売る,Sell,따라오다,ついて来る,Follow Coming,약속을 지켰어요.,約束を守りました。,I kept my promise.,まもる
오래간만입니다,お久しぶりです,Long Time No See (formal),피우다,咲かせる,Bloom,똑같다,全く同じだ、そっくりだ,Same Exactly,고프다,空腹だ,Hungry,어둡다,暗い,Dark,맞습니다,そうです,That's Right (formal),질문하다,質問する,Ask a Question,울리다,鳴らす,Make Someone Cry,졸업하다,卒業する,Graduate,오래간만입니다,お久しぶりです、お元気ですか？,It's been a long time. How are you?,おひさしぶりです
화내다,怒る,Get Angry (Actively),급하다,急だ、緊急だ、急がれる,Urgent,고프다,空腹だ,Hungry,가져가다,持って行く,Take,타다,乗る,Ride,따뜻하다,暖かい,Warm,움직이다,動く,Move,맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,가져오다,持って来る,Bring,그는 화를 냈어요.,彼は怒りを見せました。,He expressed his anger.,おこる
닫히다,閉まる,Be Closed,노력하다,努力する,Make an Effort,바라다,願う,Wish,서다,立つ,Stand,맛있다,おいしい,Delicious,풀다,解く,Untie,치료하다,治療する,Treat,생각하다,考える,Think,싫다,嫌いだ,Dislike,가게 문이 닫혔어요.,店のドアが閉まりました。,The store door has closed.,しまる
덥다,暑い,Hot,전하다,伝える,Deliver,되다,~になる,Become,도착하다,到着する、着く,Arrive,간단하다,簡単だ,Simple,독서하다,読書する,Read,펴다,広げる,Spread,치료하다,治療する,Treat,시다,酸っぱい,Sour,오늘은 정말 덥네요.,今日は本当に暑いですね。,It's really hot today.,あつい
나가다,出て行く,Go Out,푹,ぐっすり,Deeply,정리하다,整理する,Organize,끝내다,終える、済ませる,Finish,오래간만입니다,お久しぶりです,Long Time No See (formal),하얗다,白い,White,즐겁다,楽しい,Fun,잡수시다,召し上がる,Have (honorific),주문하다,注文する,Order,집에서 나가요。,家を出ます。,I am going out of the house.,でていく
입원하다,入院する,Be Hospitalized,울리다,鳴らす,Make Someone Cry,시키다,注文する,Order,기다리다,待つ,Wait,밀리다,滞る,Be Delayed/Be Stopped,설득하다,説得する,persuade,나빠지다,悪くなる,Worsen,닫히다,閉まる,Be Closed,계시다,いらっしゃる,Be (honorific),병원에 입원했어요.,病院に入院しました。,I was hospitalized.,にゅういんする
멋있다,かっこいい,cool,샤워하다,シャワーする,Take a Shower,나다,出る,Appear/Leave,싶다,~したい,Want To,내려가다,下がって行く、下がる、降りて行く,Go Down/Descend,편하다,楽だ,Comfortable,만족하다,満足する,satisfied,갖다,持つ,Have/Carry,안녕하십니까,こんにちは,Hello (formal),그 배우는 정말 멋있어요.,あの俳優は本当にかっこいいです。,That actor is really cool.,かっこいい
물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,싱겁다,(味が)薄い,Plain,감추다,隠す,hide,푹,ぐっすり,Deeply,걸어가다,歩いて行く,Walk to,사인하다,サインする,Sign,잊다,忘れる,Forget,일어서다,立ち上がる,Stand Up,웃기다,笑わせる,Make Someone Laugh,선생님께 물어보았어요.,先生に尋ねました。,I asked the teacher.,たずねてみる、きいてみる、きく
