Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
넘어지다,倒れる,Fall Down,죄송하다,申し訳ない,Sorry,일어서다,立ち上がる,Stand Up,뛰다,駆ける、走る,Run,싸우다,けんかする,Fight,끝나다,終わる,Finish,틀다,つける,Turn On,달리다,走る,Run,수수하다,地味だ,plain/simple,길에서 넘어졌어요。,道で倒れました。,I fell down on the street.,たおれる
결정하다,決定する,Decide,들다,持つ、入る,Hold/Enter,괜찮습니다,大丈夫です、結構です,It's Okay (formal),촬영하다,撮影する,Film,막히다,詰まる、つかえる,Block/Clog,친하다,親しい,Close,맛있다,おいしい,Delicious,화내다,怒る,Get Angry (Actively),나누다,分ける,Divide/Share,우리는 날짜를 결정했어요。,私たちは日付を決定しました。,We decided the date.,けっていする
조용하다,静かだ,Quiet,급하다,急だ、緊急だ、急がれる,Urgent,깨끗하다,清潔だ、きれいだ,Clean,있다,ある,Be,잘하다,上手だ,Do Well,붙이다,つける,Attach,자르다,切る,Cut,불타다,燃える,be on fire,죄송하다,申し訳ない,Sorry,도서관은 조용해요.,図書館は静かです。,The library is quiet.,しずかだ
인터뷰하다,インタビューする,Interview,그치다,終わる、止む,End,떨어지다,落ちる,Fall,돌아오다,帰って来る,Return,올라오다,上って来る,Come Up,추다,踊る,Dance,울리다,鳴らす,Make Someone Cry,넘다,越える、過ぎる,Exceed/Surpass,짧다,短い,Short,기자를 인터뷰했어요.,記者にインタビューしました。,I interviewed a journalist.,いんたびゅーする
드리다,差し上げる,Give (polite),알맞다,ふさわしい,Suitable,가져가다,持って行く,Take,가볍다,軽い,Light,촬영하다,撮影する,Film,독서하다,読書する,Read,오다,来る,Come,길다,長い,Long,눈치채다,気付く,notice,선생님께 선물을 드렸어요.,先生にプレゼントを差し上げました。,I gave a present to the teacher.,さしあげる
따르다,従う,Follow,길다,長い,Long,감추다,隠す,hide,안녕하십니까,こんにちは,Hello (formal),무겁다,重い,Heavy,돌아가다,帰って行く,Go Back,재미없다,面白くない,Boring,인터뷰하다,インタビューする,Interview,덥다,暑い,Hot,규칙을 따라야 해요.,規則に従わなければなりません。,You must follow the rules.,したがう
시작되다,始まる,Begin,샤워하다,シャワーする,Take a Shower,길다,長い,Long,곱다,美しい,Beautiful,전하다,伝える,Deliver,수수하다,地味だ,plain/simple,노랗다,黄色い,Yellow,귀엽다,かわいい,Cute,마치다,終わる、終える,Finish/Complete,회의가 시작되었어요.,会議が始まりました。,The meeting has begun.,はじまる
존경하다,尊敬する,respect,취소하다,取り消す,Cancel,환영하다,歓迎する,Welcome,뛰다,駆ける、走る,Run,차갑다,冷たい,Cold,열리다,開かれる,Be Opened,피다,咲く,Bloom,다치다,けがする、触れる,Hurt/Injure,끊다,切る,hang up/quit,그 분을 존경해요.,その方を尊敬します。,I respect that person.,そんけいする
출근하다,出勤する,Go to Work,늦다,(時間的に)遅い、遅れる,Late,이상하다,おかしい,Strange,빠르다,早い,Fast,일어서다,立ち上がる,Stand Up,감사하다,感謝する,Be Grateful,누르다,押す,Press,잡수시다,召し上がる,Have (honorific),일하다,働く,Work,아침에 출근했어요.,朝出勤しました。,I went to work in the morning.,しゅっきんする
그렇습니다,そうです,That's right (formal),떠나다,発つ、去る,Leave,떠들다,騒ぐ,Make Noise,계산하다,計算する,Calculate,원하다,望む,Wish,밀리다,滞る,Be Delayed/Be Stopped,가르치다,教える,Teach,즐거워하다,楽しがる,Enjoy,감사합니다,ありがとうございます,Thank you, 그렇습니다.,そうです。,That's right.,そうです
