Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
위하다,~のためにする,Do for,쉬다,休む,Rest,옮기다,移す,Move,미안합니다,すみません,I'm Sorry (formal),안녕하십니까,こんにちは,Hello (formal),잘생기다,ハンサムだ,Handsome,부치다,送る、焼く,Send/Bake,걸다,かける,Hang/Call,어렵다,難しい,Difficult,그는 가족을 위해 일해요.,彼は家族のために働いています。,He works for his family.,のためにする
불다,吹く,Blow,닦다,磨く、拭く,Wash/Clean,중요하다,重要だ,Important,가져가다,持って行く,Take,주차하다,駐車する,Park,추다,踊る,Dance,화장하다,化粧する,Put on Makeup,기뻐하다,嬉しがる,Be Happy,알맞다,ふさわしい,Suitable,바람이 강하게 불어요.,風が強く吹いています。,The wind is blowing strongly.,ふく
닫다,閉める,Close,주차하다,駐車する,Park,체험하다,体験する,experience (hands-on),느끼다,感じる,Feel,출발하다,出発する,Depart,넓다,広い,Wide,돌아오다,帰って来る,Return,그렇다,そうだ,That's right,확인하다,確認する,Confirm,창문을 닫았어요.,窓を閉めました。,I closed the window.,しめる
어렵다,難しい,Difficult,걸어오다,歩いて来る,Walk to Here,싸다,安い,Cheap,생기다,生じる,Happen,찍다,撮る,Take a Picture,필요하다,必要だ,Be Necessary,굽다,焼く,Bake,시끄럽다,うるさい,Noisy,꾸다,(夢を)見る、夢見る,Dream,이 문제는 어려워요.,この問題は難しいです。,This problem is difficult.,むずかしい
필요하다,必要だ,Be Necessary,정하다,定める,Decide,똑같다,全く同じだ、そっくりだ,Same Exactly,씻다,洗う,Wash,들어오다,入って来る、入る,Come In,닫다,閉める,Close,짜다,組み立てる,Assemble,기다리다,待つ,Wait,세일하다,セールする,Have a Sale,운전면허증이 필요해요.,運転免許証が必要です。,A driver's license is necessary.,ひつようだ
죽다,死ぬ,Die,지내다,過ごす,Live/Spend Time,차갑다,冷たい,Cold,심하다,ひどい,Severe,막히다,詰まる、つかえる,Block/Clog,되다,~になる,Become,슬퍼하다,悲しむ,Grieve,넘어지다,倒れる,Fall Down,알리다,知らせる,Inform,나무가 죽었어요.,木が枯れました。,The tree has died.,しぬ
기억하다,記憶する、憶える,Remember,무겁다,重い,Heavy,어떻습니까?,どうですか,How Is It?,끊다,切る,hang up/quit,붙다,くっつく,Stick,만족하다,満足する,satisfied,뜨다,(目を)開く,Open (eyes),내다,出す、起こす,Take Out/Issue,바라다,願う,Wish,어린 시절을 잘 기억해요。,子供の頃をよく覚えています。,I remember my childhood well.,きおくする
알맞다,ふさわしい,Suitable,풀다,解く,Untie,쌓이다,積もる,Accumulate,내다,出す、起こす,Take Out/Issue,세우다,たてる,Build,도착하다,到着する、着く,Arrive,궁금하다,気になる,curious,안다,抱く,Hug,틀리다,間違う,Be Wrong,이 옷이 알맞아요.,この服がぴったりです。,This dress is suitable.,ふさわしい
축하하다,祝う,Congratulate,유명하다,有名だ,Famous,들다,持つ、入る,Hold/Enter,이야기하다,話す,Talk,피다,咲く,Bloom,지나다,過ぎる,Pass,데리다,連れる,Bring,까맣다,黒い,Black,누르다,押す,Press,친구의 성공을 축하했어요.,友達の成功を祝いました。,I congratulated my friend on their success.,いわう
타다,乗る,Ride,마치다,終わる、終える,Finish/Complete,깨다,割る、壊す,Break,독서하다,読書する,Read,모으다,集める,Collect/Gather,멋있다,かっこいい,cool,팔리다,売れる,Be Sold,넘다,越える、過ぎる,Exceed/Surpass,쓰이다,使われる,Be Used,버스를 탔어요.,バスに乗りました。,I rode the bus.,のる
