Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
가지,種類,Type,일본어,日本語,Japanese Language,결국,結局,finally/in the end,사진,写真,photo,빵집,パン屋,Bakery,서랍,引き出し,drawer,박물관,博物館,museum,그릇,器、容器,Bowl,교체,交換,Replacement,이 가게에는 다양한 가지가 있어요。,この店には様々な種類があります。,This store has various types.,しゅるい
영어,英語,English,도로,道路,road,푹,ぐっすり,Deeply,자주,しばしば,frequently/often,손,手,hand,이어폰,イヤホン,earphones,번개,稲妻,lightning,질,質,Quality,한글날,ハングルナル (ハングルの日),Hangul Day,영어를 배우고 있어요.,英語を習っています。,I am learning English.,えいご
방금,たった今,just now,패션,ファッション,Fashion,그러니까,だからこそ,that’s why,외할머니,祖母（母方）,Grandmother (maternal),호,~号,Number,언니,姉,Sister,큰아버지,父の（１番上の）兄、伯父,Uncle,카페,カフェ,Cafe,청록색,青緑色,teal/turquoise,방금 출발했어요.,たった今出発しました。,He just left.,たったいま
국기,国旗,national flag,모레,あさって,Day After Tomorrow,스캐너,スキャナー,scanner,영수증,領収書,receipt,짐,荷物,Luggage,팁,チップ,tip,밀가루,小麦粉,Flour,소설가,小説家,Novelist,수첩,手帳,Notebook,국기를 게양했어요.,国旗を掲げました。,I hoisted the national flag.,こっき
주황색,オレンジ色,orange,큰아버지,父の（１番上の）兄、伯父,Uncle,그릇,器、容器,Bowl,휴지,ちり紙,Tissue,만두,ぎょうざ,Dumpling,위,胃,stomach,보라색,紫色,purple,숙박,宿泊,accommodation,야채,野菜,Vegetable,주황색 과일이 많아요.,オレンジ色の果物が多いです。,There are many orange-colored fruits.,おれんじいろ
장갑,手袋,gloves,실제로,実際に,actually/in reality,번,~回,Times,봄,春,Spring,작년,昨年,Last Year,오늘,きょう,Today,미용실,美容室,Beauty Salon,배달,配達、出前,Delivery/Takeout,오렌지,オレンジ,orange,장갑을 끼세요.,手袋をはめてください。,Put on your gloves.,てぶくろ
인형,人形,Doll,성,姓,Last Name,오직,ただ,only/exclusively,요리,料理,Cooking,삼거리,三叉路,Three-Way Junction,공책,ノート,Notebook,우리나라,韓国、わが国,Our Country,월급,月給,Salary,숲,森,forest,인형을 선물로 받았어요.,人形をプレゼントにもらいました。,I received a doll as a gift.,にんぎょう
가을,秋,Autumn,통,通,Container,종이,紙,paper,그거,それ,That thing,유학생,留学生,Foreign Student,가슴,胸,Chest,라디오,ラジオ,radio,크기,大きさ,Size,무슨 일,何の用,what matter/reason,가을에 단풍이 아름다워요。,秋に紅葉が美しいです。,The autumn leaves are beautiful.,あき
원인,原因,cause,휴일,休日,holiday,식당,食堂,restaurant,팔,腕,Arm,바닥,床,floor,봉지,袋,Bag,월급,月給,Salary,사업가,事業家,Businessperson,공무원,公務員,Public Servant,원인을 찾아봐야 해요.,原因を探さなければなりません。,We need to find the cause.,げんいん
소포,小包,Parcel,스케이트,スケート,Skate,빨간색,赤,Red,도시,都市,city,혹은,あるいは,or,기사,運転手、技士、記事,Driver/Engineer/Article,스키장,スキー場,Ski Resort,대학교,大学校,College/University,교실,教室,classroom,소포를 보냈어요.,小包を送りました。,I sent a parcel.,こづつみ
