Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
그동안,これまで,Meanwhile,지난주,先週,Last Week,정원,庭,garden,성,姓,Last Name,독서실,読書室,Study Room,푹,ぐっすり,Deeply,선생님,先生,Teacher,전망,展望,prospect/view,편,編,Volume,그동안 잘 지냈어요?,その間、元気でしたか？,Have you been well in the meantime?,そのかん
사진기,カメラ,Camera,허리,腰,Waist,나들이,お出かけ,outing,주말,週末,Weekend,옷장,洋服ダンス,wardrobe,겨울,冬,Winter,누구,誰,Who,지출,支出,expense,벽,壁,wall,사진기로 풍경을 찍었어요.,カメラで風景を撮りました。,I took scenery photos with a camera.,かめら
국제,国際,International,지구,地球,earth,덕분,おかげ,Thanks to,텔레비전,テレビ,television,영향,影響,influence,어서,はやく,Quickly,표,チケット,Ticket,자주,しばしば,frequently/often,이혼,離婚,divorce,국제 회의에 참석했어요。,国際会議に出席しました。,I attended an international conference.,こくさい
외국인,外国人,Foreigner,요르단,ヨルダン,Jordan,소설,小説,Novel,오렌지,オレンジ,orange,중학생,中学生,Middle School Student,하루,1日,One Day,학년,学年,Grade,다,全部,All,소풍,遠足,Picnic,외국인이 많아요.,外国人が多いです。,There are many foreigners.,がいこくじん
기숙사,寄宿舎、寮,Dormitory,불꽃축제,プルコッチュクチェ (花火大会),Fireworks Festival,키,背,Height,그것,それ,It,몸살,疲労からくる病気,Flu-like Illness,빛,光,light,우유,牛乳,milk,회사,会社,Company,찌개,チゲ,Stew,기숙사에서 함께 살아요。,寮で一緒に住んでいます。,We live together in the dormitory.,きしゅくしゃ
철학,哲学,philosophy,성탄절,ソンタンジョル (クリスマス),Christmas,계획,計画,Plan,남,男,Man,크기,大きさ,Size,박물관,博物館,museum,이,歯,Tooth,곧,すぐ,Soon,그쪽,そちら、その方,That Side/Person,철학은 사색이 필요해요.,哲学は思索が必要です。,Philosophy requires contemplation.,てつがく
손님,お客さま,Guest,스키,スキー,Ski,철학,哲学,philosophy,형제,兄弟,Brothers,베이징,北京,Beijing,멕시코,メキシコ,Mexico,남색,藍色/濃紺,navy/navy blue,우리,我々,We,시,市/時,City/Hour,손님이 방문했어요.,お客様が訪問しました。,A guest visited.,おきゃくさま
주소,住所,address,야채,野菜,Vegetable,박물관,博物館,museum,토마토,トマト,tomato,간,間,Between,수도,首都,Capital,음악가,音楽家,Musician,공짜,無料,Free (no charge),반지,指輪,Ring,주소를 알려주세요.,住所を教えてください。,Please tell me your address.,じゅうしょ
매주,毎週,Every Week,금연,禁煙,No Smoking,산사태,山崩れ,landslide,줄,列,Line,경기,競技、試合,Game/Match,홍수,洪水,flood,서로,互いに,Each Other,빨리,早く,quickly/fast,명절,年中行事,Holiday/Festival,매주 일요일에 만나요.,毎週日曜日に会います。,I meet every Sunday.,まいしゅう
해일,津波,tsunami,공부,勉強,Study,밥,ご飯、食事,Meal/Rice,미래,未来,Future,역,駅,Station,가운데,中間,Middle,상,賞,award,주스,ジュース,juice,국수,麺,Noodles,해일 경보가 울렸어요.,津波警報が鳴りました。,A tsunami warning was issued.,つなみ
