Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
숲,森,forest,종일,終日,All Day,그럼,では,Well then,커피,コーヒー,Coffee,정도,程度,Approximation,발음,発音,Pronunciation,새,新しい/鳥,New/Bird,친구,友達,Friend,지진,地震,earthquake,숲이 울창해요.,森がうっそうとしています。,The forest is dense.,もり
설탕,砂糖,Sugar,영화배우,映画俳優,Actor,한국말,韓国語,Korean Language,사이즈,サイズ,Size,역사가,歴史家,historian,고등학생,高校生,High School Student,티셔츠,Tシャツ,T-Shirt,주말,週末,Weekend,밤,夜,Night,커피에 설탕을 넣었어요.,コーヒーに砂糖を入れました。,I added sugar to the coffee.,さとう
얼마동안,どのくらいの間,for how long,소개,紹介,Introduction,남색,藍色/濃紺,navy/navy blue,모양,形、形状、格好、スタイル,Shape/Appearance,아까,さっき,A While Ago,갈비,カルビ,Beef Ribs,밀가루,小麦粉,Flour,단체,団体,group/organization,관심,関心、興味,Interest,얼마동안 공부했어요?,どのくらいの間勉強しましたか。,How long did you study?,どのくらいのあいだ
마지막,最後,Last/Final,잔,~杯,Glass,마늘,にんにく,Garlic,가게,お店,shop,오래간만,久しぶり,Long Time No See,중학교,中学校,junior high school,티셔츠,Tシャツ,T-Shirt,유리,ガラス,Glass,번,~回,Times,마지막 시험을 준비하고 있어요.,最後の試験を準備しています。,I am preparing for the last exam.,さいご
볼펜,ボールペン,Ballpoint Pen,잔치,パーティ,Party,전쟁,戦争,war,주위,周囲,Surroundings,인형,人形,Doll,그냥,ただ、そのまま,Just,칫솔,歯ブラシ,Toothbrush,전자사전,電子辞書,Electronic Dictionary,소설,小説,Novel,볼펜으로 글을 썼어요.,ボールペンで文章を書きました。,I wrote with a ballpoint pen.,ぼーるぺん
그들,彼ら,They,냉장고,冷蔵庫,Refrigerator,갈비탕,カルビタン,Beef Rib Soup,인도,インド,India,소설가,小説家,Novelist,이모,おば（母方）,Aunt (maternal),해,太陽,sun,첫째,最初の,First,가설,仮説,hypothesis,그들은 친구예요。,彼らは友達です。,They are friends.,かれら
휴지통,ゴミ箱,Trash Can,돼지,豚,pig,무,大根,Radish,서비스,サービス,Service,자리,座席,Seat,열,熱、10,Ten/Heat,보도,報道,Report,비행장,飛行場,Airport,만두,ぎょうざ,Dumpling,휴지통이 꽉 찼어요.,ゴミ箱がいっぱいです。,The trash can is full.,ごみばこ
투어,ツアー,tour,늑대,狼,wolf,성,姓,Last Name,분,分/名(目上の人),Minute/Person,칠판,黒板,Blackboard,책방,本屋,Bookstore,국내,国内,Domestic,학원,塾,Academy,무역,貿易,Trade,시티 투어를 신청했어요.,シティツアーに申し込みました。,I signed up for a city tour.,つあー
옳은,正しい,correct/right,더운물,お湯,Hot Water,스타,スター,Star,동대문시장,東大門市場,East Daemun Market,중심,中心,Center,방학,(夏休み、冬休みなどの)休み,Vacation,이어폰,イヤホン,earphones,결혼식,結婚式,Wedding,정원,庭,garden,옳은 판단을 했어요.,正しい判断をしました。,I made the right decision.,ただしい
제일,いちばん,Best,오리,あひる、鴨,Duck,없이,なしで,Without,언니,姉,Sister,공,ボール、玉,Ball,습관,習慣,Habit,혹은,あるいは,or,도시,都市,city,날,日,Day,제일 중요한 문제예요.,一番重要な問題です。,This is the most important issue.,いちばん
