Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
도착,到着,Arrival,휴일,休日,holiday,성함,お名前,Name (honorific),다리,脚、足、橋,Leg/Foot/Bridge,기념품,お土産,souvenir,교실,教室,classroom,합격,合格,Pass,남학생,男子学生,Boy Student,손님,お客さま,Guest,비행기가 도착했어요.,飛行機が到着しました。,The plane has arrived.,とうちゃく
외국어,外国語,Foreign Language,오렌지,オレンジ,orange,왜,なぜ,why,우정,友情,friendship,은행,銀行,bank,만약(에),もし,if/suppose,승리,勝利,victory,기침,咳,Cough,컵,カップ,Cup,외국어를 배워요.,外国語を学んでいます。,I am learning a foreign language.,がいこくご
전기,電気,electricity,해외여행,海外旅行,Overseas Travel,이사,引っ越し,Move,이것,これ,This,애,子供,Child,색깔,色,Color,화요일,火曜日,Tuesday,요일,曜日,Day of the Week,기타,その他,Other/Guitar,전기가 끊겼어요.,電気が止まりました。,The electricity went out.,でんき
비밀,秘密,Secret,고등학생,高校生,High School Student,거울,鏡,mirror,시디,CD,CD,운동선수,スポーツ選手,Athlete,배구,バレーボール,Volleyball,영화표,映画のチケット,Movie Ticket,문화,文化,culture,거위,ガチョウ,goose,그것은 비밀이에요.,それは秘密です。,That is a secret.,ひみつ
바이올린,バイオリン,Violin,돌,石,stone,걱정,心配,Worry,유학생,留学生,Foreign Student,그렇구나,なるほど,I see,지우개,消しゴム,eraser,기름,油、ガソリン,Oil/Fuel,무역,貿易,Trade,필통,筆箱,pencil case,바이올린을 연주해요.,バイオリンを演奏します。,I play the violin.,ばいおりん
베트남,ベトナム,Vietnam,언어,言語,language,이름,名前,Name,현금,現金,cash,계좌,口座,account,춤,踊り,dance,일본요리,日本料理,Japanese Cuisine,어디서,どこで,where (location),쓰레기,ごみ,Garbage,베트남 음식을 좋아해요.,ベトナム料理が好きです。,I like Vietnamese food.,べとなむ
춤,踊り,dance,개인,個人,Individual,교실,教室,classroom,새벽,未明/明け方,dawn,진달래,ツツジ,Azalea,자동차회사,自動車会社,Automobile Company,그래서,だから,so/therefore,나무,木,tree,난방,暖房,heating,춤을 배워요.,踊りを習っています。,I'm learning to dance.,おどり
도로,道路,road,인기,人気,Popularity,이유,理由,Reason,어떻게,どうやって,how,정원,庭,garden,학년,学年,Grade,대학원,大学院,Graduate School,발표,発表,Presentation,선풍기,扇風機,Fan,도로가 막혔어요.,道路が渋滞しています。,The road is congested.,どうろ
주사,注射,Injection,꼭,必ず,Definitely,일기예보,天気予報,Weather Forecast,주스,ジュース,juice,겨울방학,冬休み,Winter Break,발,足,foot,가요,歌謡,Song,장마,梅雨,Rainy Season,기간,期間,Period,병원에서 주사를 맞았어요.,病院で注射を受けました。,I got an injection at the hospital.,ちゅうしゃ
발,足,foot,주차장,駐車場,parking lot,자료,資料,materials/data,사고,事故,accident,검은색,黒,Black,올림픽,オリンピック,Olympics,여러,いくつかの,several/various,어디,どこ,where,저거,あれ,That (Thing Over There),발이 아파요.,足が痛いです。,My foot hurts.,あし
