Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
어떤,どんな,What Kind Of,옛날,昔,Old Days,산,山,mountain,대화,対話,Conversation,캠핑,キャンプ,camping,목걸이,ネックレス,Necklace,카페,カフェ,Cafe,만일,万一,if by any chance,풀,草,Grass,어떤 음식을 좋아해요?,どんな料理が好きですか？,What kind of food do you like?,どんな
외국,外国,Foreign Country,여행,旅行,Travel,사원,寺院,temple/monastery,미래,未来,Future,팁,チップ,tip,의자,いす,Chair,자료,資料,materials/data,더운물,お湯,Hot Water,인도,インド,India,외국으로 여행을 갔어요.,外国へ旅行に行きました。,I traveled to a foreign country.,がいこく
초,秒,second,도움,助け,Help,문화,文化,culture,기사,運転手、技士、記事,Driver/Engineer/Article,바이올린,バイオリン,Violin,와이셔츠,ワイシャツ,Shirt,고등학교,高等学校,High School,베이징,北京,Beijing,방,部屋,Room,1초도 놓치지 마세요.,1秒も見逃さないでください。,Don't miss even one second.,びょう
분홍색,ピンク,pink,건너편,向こう側,Other Side,어른,大人,Adult,남,男,Man,속,中,Inside,청록색,青緑色,teal/turquoise,팀,チーム,team,소포,小包,Parcel,위치,位置,Location,분홍색 벚꽃이 폈어요.,ピンクの桜が咲きました。,Pink cherry blossoms have bloomed.,ぴんく
빵집,パン屋,Bakery,꼭,必ず,Definitely,이것,これ,This,혹은,あるいは,or,우편번호,郵便番号,postal code,책장,本棚,Bookshelf,닭고기,鶏肉,Chicken Meat,양복,スーツ,Suit,목,首、喉,Neck/Throat,빵집에서 빵을 샀어요.,パン屋でパンを買いました。,I bought bread at the bakery.,ぱんや
자장면,ジャージャー麺,Black Bean Noodles,요리사,料理人,chef,무리,無理,Impossible/Group,어떤,どんな,What Kind Of,자리,座席,Seat,너,きみ、おまえ,You,미국,米国、アメリカ,USA/United States,마지막,最後,Last/Final,악기,楽器,Instrument,자장면을 먹었어요.,ジャージャー麺を食べました。,I ate black bean noodles.,じゃーじゃーめん
방송,放送,broadcast,발가락,足の指,Toes,도시,都市,city,저쪽,あちら,That Side,직선,直線,line,과학,科学,science,어머니,母,mother,정오,正午,noon,양말,靴下,socks,방송을 시청해요.,放送を視聴します。,I watch the broadcast.,ほうそう
장마철,梅雨時,Rainy Season,월,月,Month,지각,遅刻,Late,잔,~杯,Glass,대화,対話,Conversation,곧,すぐ,Soon,모레,あさって,Day After Tomorrow,어머니,母,mother,국수,麺,Noodles,장마철에는 비가 많이 와요.,梅雨時には雨がたくさん降ります。,It rains a lot during the rainy season.,つゆどき
패배,敗北,defeat,듣기,聞くこと、聞き取り,Listening,허리,腰,Waist,저거,あれ,That (Thing Over There),고모부,おばの夫、おじ,Uncle (aunt's husband),시외,市外,Outside the City,그러면,それなら,then/in that case,외할머니,祖母（母方）,Grandmother (maternal),당근,にんじん,Carrot,아쉽게도 패배했어요.,残念ながら敗北しました。,"Unfortunately,  we were defeated.",はいぼく
화산,火山,volcano,공기,空気,Air,안,~しない、中,Inside/Not,우리나라,韓国、わが国,Our Country,설날,元旦,New Year's Day,목욕,沐浴、入浴,Bath,어머,まあ,Oh My,개인,個人,Individual,금주,禁酒,No Alcohol,화산이 분화했어요.,火山が噴火しました。,The volcano erupted.,かざん
