Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
아가씨,お嬢さん,Young Lady,소화제,消化剤,Digestive Medicine,어머님,お母様,Mother (honorific),좀더,もう少し,A Bit More,중,中,Middle,골프,ゴルフ,Golf,전쟁,戦争,war,쓰레기,ごみ,Garbage,평양,ピョンヤン,Pyongyang,아가씨가 노래를 잘 불러요.,お嬢さんが歌を上手に歌います。,The young lady sings well.,おじょうさん
우선,まず,First,한,1つの~,One,비자,ビザ,visa,사업가,事業家,Businessperson,무척,とても、非常に,Very/Extremely,심하게,ひどく,severely,지갑,財布,wallet,그릇,器、容器,Bowl,돌,石,stone,우선을 생각해야 해요.,まず考えなければなりません。,You must think first.,まず
유행,流行,Fashion,필요,必要,Need,절대(로),絶対に,never/absolutely,몹시,非常に,very/exceedingly,각,各,various/each,인류,人類,mankind,버섯,きのこ,mushroom,그러니까,だからこそ,that’s why,금요일,金曜日,Friday,그 노래가 유행이에요.,その歌が流行しています。,That song is in fashion.,りゅうこう
과거,過去,past,힘,力,Strength,비밀,秘密,Secret,코피,鼻血,Nosebleed,휴대전화,携帯電話,Mobile Phone,인상,印象,Impression,언제나,いつも,Always,찌개,チゲ,Stew,어린이날,オリニナル (子どもの日),Children’s Day,과거는 되돌릴 수 없어요.,過去は戻せません。,You can't go back to the past.,かこ
탁구,卓球,Table Tennis,야채,野菜,Vegetable,반려동물,ペット,Pet,거기,そこ,There,남편,夫,Husband,데이터,データ,data,좀,ちょっと,A Little,분위기,雰囲気,Atmosphere,부산,釜山,Busan,탁구를 쳤어요.,卓球をしました。,I played table tennis.,たっきゅう
만화,漫画,Cartoon/Comic,서로,互いに,Each Other,연두색,黄緑色,yellowish green,독일,ドイツ,Germany,기름,油、ガソリン,Oil/Fuel,그럼,では,Well then,범죄,犯罪,crime,자주,しばしば,frequently/often,안,~しない、中,Inside/Not,만화를 읽고 있어요.,漫画を読んでいます。,I am reading a comic.,まんが
조선말,朝鮮語,Korean Language,테이블,テーブル,Table,비디오,ビデオ,Video,노래,歌,Song,사계절,四季,Four Seasons,크레이프,クレープ,crepe,장갑,手袋,gloves,강,川,River,이집트,エジプト,Egypt,조선말을 배우고 있어요.,朝鮮語を学んでいます。,I am learning Korean language.,ちょうせんご
의자,いす,Chair,이야기,話,Story,점심,昼食,Lunch,구름,雲,cloud,국립,国立,National,화요일,火曜日,Tuesday,호수,湖,lake,잠시,ちょっと,A While,번호,番号,Number,의자에 앉으세요.,椅子に座ってください。,Please sit on the chair.,いす
손가락,指,finger,이따가,後で,Later,풀,草,Grass,기분,気分,Mood,법,法,law,테이블,テーブル,Table,친구,友達,Friend,난방,暖房,heating,첫째,最初の,First,손가락을 다쳤어요.,指をけがしました。,I hurt my finger.,ゆび
된장,味噌,Miso,저거,あれ,That (Thing Over There),배우,俳優,Actor/Actress,된장국,味噌汁,Miso Soup,한복,韓服,Hanbok,과일,果物,Fruit,무척,とても、非常に,Very/Extremely,모자,帽子,hat,비,雨,Rain,된장을 만들고 있어요.,味噌を作っています。,I am making miso.,みそ
