Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
미술,美術,Art,동물,動物,Animal,이따가,後で,Later,원피스,ワンピース,Dress,장마철,梅雨時,Rainy Season,질,質,Quality,오히려,むしろ,rather (contrary),토마토,トマト,tomato,서점,書店,Bookstore,미술 수업을 들었어요.,美術の授業を受けました。,I took an art class.,びじゅつ
정말,本当に,really/truly,이번,今回,This Time,하늘,空,Sky,소방관,消防官,firefighter,배달,配達、出前,Delivery/Takeout,일본요리,日本料理,Japanese Cuisine,과학자,科学者,scientist,서점,書店,Bookstore,시골,いなか,Countryside,정말 맛있네요.,本当においしいですね。,It’s really tasty.,ほんとうに
사람,人,Person,말씀,お言葉,Word (honorific),실험,実験,experiment,능력,能力,Ability,인구,人口,population,저녁,夕方,Dinner,두부찌개,豆腐チゲ,Tofu Stew,연락처,連絡先,Contact Info,산,山,mountain,많은 사람들이 모였어요.,多くの人々が集まりました。,Many people gathered.,ひと
푹,ぐっすり,Deeply,여권,パスポート,passport,표,チケット,Ticket,낮,昼、日中,Daytime,이곳,ここ,This Place,기념일,記念日,anniversary,설명,説明,Explanation,시합,試合,match/game,외할아버지,祖父（母方）,Grandfather (maternal),푹 잤어요.,ぐっすり寝ました。,I slept deeply.,ぐっすり
등산화,登山靴,Climbing Shoes,신,新,New,병원,病院,hospital,태권도,テコンドー,Taekwondo,부동산,不動産,Real Estate,야구,野球,Baseball,탤런트,タレント,Talent,산책로,散策路,walking path,그러니까,だからこそ,that’s why,등산화를 신고 출발했어요.,登山靴を履いて出発しました。,I set off wearing climbing shoes.,とざんぐつ
찌개,チゲ,Stew,각,各、おのおの,Each,공기,空気,Air,좀더,もう少し,A Bit More,콧노래,鼻歌,Humming,친구,友達,Friend,어깨,肩,Shoulder,월,月,Month,문장,文章,Sentence/Clause,김치찌개를 좋아해요.,キムチチゲが好きです。,I like kimchi stew.,ちげ
아내,妻,Wife,이,歯,Tooth,눈물,涙,Tears,일식,日本料理,Japanese Food,무슨 일,何の用,what matter/reason,아버님,お父様,Father (honorific),귀,耳,ear,삼촌,おじ（父方）,Uncle,심지어,さらに,even (what’s more),아내가 요리를 잘해요.,妻は料理が上手です。,My wife is good at cooking.,つま
웬일,何事,What's the Matter,전쟁,戦争,war,점,点,Dot/Point,아무튼,とにかく,anyway,회색,灰色,gray,개나리,レンギョウ,Forsythia,진달래,ツツジ,Azalea,가뭄,干ばつ,drought,역사,歴史,History,웬일로 전화했어요?,どうしたことで電話をしましたか？,What made you call?,なんじ
대한민국,大韓民国,Republic of Korea,생각,考え,Thought,크레이프,クレープ,crepe,필요,必要,Need,시,市/時,City/Hour,도대체,いったい (疑問を強調),on earth,근처,近所,Neighborhood,콧물,鼻水,Nasal Discharge,때문,~のため/だから,Because of,대한민국은 아름다운 나라예요.,大韓民国は美しい国です。,South Korea is a beautiful country.,たいかんみんこく
어서,はやく,Quickly,에스카레이터,エスカレーター,escalator,소개,紹介,Introduction,공책,ノート,Notebook,운동화,運動靴,Sneakers,물,水,water,삼촌,おじ（父方）,Uncle,부인,夫人,Wife,장점,長所,Strength,어서 가세요.,早く行ってください。,Please go quickly.,はやく
