Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
세우다,たてる,Build,내다,出す、起こす,Take Out/Issue,들어오다,入って来る、入る,Come In,맵다,辛い,Spicy,마시다,飲む,Drink,나타나다,現れる,Appear,편하다,楽だ,Comfortable,슬프다,悲しい,Sad,들다,持つ、入る,Hold/Enter,새로운 계획을 세웠어요.,新しい計画を立てました。,I made a new plan.,たてる
밀리다,滞る,Be Delayed/Be Stopped,공부하다,勉強する,Study,길다,長い,Long,깨다,割る、壊す,Break,느낌,感じ、気持ち,Feeling/Mood,알았습니다,わかりました,Understood,피다,咲く,Bloom,안내하다,案内する,Guide,오르다,上る,Climb,교통이 밀려요.,交通が滞っています。,Traffic is congested.,とどこおる
준비하다,準備する,Prepare,틀리다,間違う,Be Wrong,닦다,磨く、拭く,Wash/Clean,계시다,いらっしゃる,Be (honorific),뛰다,駆ける、走る,Run,밀리다,滞る,Be Delayed/Be Stopped,외출하다,外出する,Go Out,맛없다,おいしくない、不味い,Not Tasty/Bad Taste,예쁘다,きれいだ,Pretty,저녁을 준비했어요.,夕食を準備しました。,I prepared dinner.,じゅんびする
슬프다,悲しい,Sad,배고프다,空腹だ,Hungry,연습하다,練習する,Practice,비싸다,高い,Expensive,이용하다,利用する,Use,잃다,失う,Lose,내려가다,下がって行く、下がる、降りて行く,Go Down/Descend,넘다,越える、過ぎる,Exceed/Surpass,궁금하다,気になる,curious,그 이야기는 슬퍼요.,その話は悲しいです。,That story is sad.,かなしい
끊다,切る,hang up/quit,꾸다,(夢を)見る、夢見る,Dream,안녕하요,こんにちは,Hello,운전하다,運転する,Drive,걸어가다,歩いて行く,Walk to,썰다,切る,Slice,위하다,~のためにする,Do for,인사하다,挨拶する,Greet,풀다,解く,Untie,전화를 끊었어요.,電話を切りました。,I hung up the phone.,きる
내려가다,下がって行く、下がる、降りて行く,Go Down/Descend,사다,買う,Buy,똑같다,全く同じだ、そっくりだ,Same Exactly,시키다,注文する,Order,남기다,残す,Leave Behind,갖다,持つ,Have/Carry,자다,寝る,Sleep,체험하다,体験する,experience (hands-on),푹,ぐっすり,Deeply,엘리베이터를 내려가요。,エレベーターを降ります。,I take the elevator down.,おりていく
빼다,のける、引く、抜く,Take Out,화내다,怒る,Get Angry (Actively),존경하다,尊敬する,respect,배부르다,お腹いっぱいだ、満腹だ,Full,가열하다,加熱する,heat up,편하다,楽だ,Comfortable,나오다,出て来る、現れる,Come Out/Appear,붓다,注ぐ,Pour,따뜻하다,暖かい,Warm,이를 빼야 해요.,歯を抜かなければなりません。,I need to get a tooth pulled.,のける
건너가다,渡って行く,Cross Over,아름답다,美しい,Beautiful,내려가다,下がって行く、下がる、降りて行く,Go Down/Descend,나타나다,現れる,Appear,잊다,忘れる,Forget,미안합니다,すみません,I'm Sorry (formal),두다,置く,Put,생기다,生じる,Happen,쓰다,書く,Write,길을 건너가다보니 상점이 있었어요。,道を渡って行くと店がありました。,"When I crossed the street,  there was a shop.",わたっていく
비슷하다,似ている,Similar,나빠지다,悪くなる,Worsen,안내하다,案内する,Guide,도착하다,到着する、着く,Arrive,데리다,連れる,Bring,높다,高い,High/Tall,감동하다,感動する,Be Moved,태어나다,生まれる,Be Born,씻다,洗う,Wash,우리는 서로 비슷한 점이 많아요.,私たちはお互い似た点が多いです。,We have many similarities.,にている
구경하다,見物する,Watch,죄송하다,申し訳ない,Sorry,친하다,親しい,Close,울다,泣く,Cry,도착하다,到着する、着く,Arrive,드리다,差し上げる,Give (polite),좋아하다,好む,Like,인터뷰하다,インタビューする,Interview,공부하다,勉強する,Study,아이들이 공원에서 구경하고 있어요。,子供たちは公園で見物しています。,Children are watching at the park.,けんぼうする
