Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
항구,港,port,센티미터,センチメートル,Centimeter,옷장,洋服ダンス,wardrobe,반바지,半ズボン,Shorts,비행장,飛行場,Airport,직장,職場,Workplace,다음주,来週,Next Week,부모,父母,Parents,블라우스,ブラウス,Blouse,항구에 배가 도착했어요.,港に船が到着しました。,A ship arrived at the port.,みなと
보도,報道,Report,세계,世界,world,실수,失敗,Mistake,경기장,競技場,stadium,돈,お金,Money,시장,市場,Market,축제,祭り,Festival,제주도,済州島,Jeju Island,초콜릿,チョコレート,Chocolate,뉴스 보도를 들었어요.,ニュースの報道を聞きました。,I heard the news report.,ほうどう
교과서,教科書,Textbook,저희,私ども,We (Humble),지하,地下,Underground,소설가,小説家,Novelist,아무,何もない,Nothing,은색,銀色,silver,첫,初めての,first,내과,内科,Internal Medicine,라디오,ラジオ,radio,교과서를 잃어버렸어요。,教科書をなくしました。,I lost my textbook.,きょうかしょ
충전기,充電器,charger,이용,利用,Use,수집,収集,collecting,방금,たった今,just now,양말,靴下,socks,테니스,テニス,Tennis,로션,ローション、化粧水,Lotion,자두,すもも,plum,배달,配達、出前,Delivery/Takeout,충전기로 배터리를 충전했어요.,充電器でバッテリーを充電しました。,I charged the battery with a charger.,じゅうでんき
늘,いつも、ずっと,Always,팀,チーム,team,스캐너,スキャナー,scanner,가족,家族,Family,신청서,申請書,Application Form,남,男,Man,수요일,水曜日,Wednesday,전쟁,戦争,war,떡국,トック、餅入りスープ,Mochi Soup,나는 늘 책을 읽어요.,私はいつも本を読みます。,I always read books.,いつも、ずっと
시골,田舎,countryside,가구,家具,Furniture,점심,昼食,Lunch,된장,味噌,Miso,겨울방학,冬休み,Winter Break,저희,私ども,We (Humble),다음달,来月、翌月,Next Month,삼촌,おじ（父方）,Uncle,직접,直接,Directly,시골에서 자랐어요.,田舎で育ちました。,I grew up in the countryside.,いなか
또는,または,or,덕분,おかげ,Thanks to,운동,運動,Exercise,속,中,Inside,규칙,規則,rule,점심,昼食,Lunch,지방,地方,Region,후,~後,After,절대(로),絶対に,never/absolutely,책 또는 영화를 선택하세요.,本または映画を選んでください。,Choose either a book or a movie.,または
장례식,葬礼,funeral,성,姓,Last Name,잎,葉,leaf,냄새,におい,Smell,어머니,母,mother,열쇠,鍵,Key,강아지,子犬,Puppy,버스정류장,バス停,Bus stop,벌써,もう,already,장례식이 오늘 열려요.,葬礼が今日行われます。,The funeral is held today.,そうれい
그런데,ところで,but/by the way,맛,味,Taste,특별히,特別に,Specially,우선,まず,First,화장품,化粧品,Cosmetics,시외,市外,Outside the City,때,時,Time,중심,中心,Center,바닥,床,floor,나는 가고 싶어. 그런데 시간이 없어.,行きたいけど、時間がないの。,"I want to go,  but I have no time.",ところで
밑,下、底,Bottom/Under,날씨,天気,Weather,금색,金色,gold,어머님,お母様,Mother (honorific),빵,パン,bread,학생,学生,student,프린트,プリント,Print,볼펜,ボールペン,Ballpoint Pen,금요일,金曜日,Friday,바닥 밑에 무엇이 있을까요?,床の下に何があるでしょうか？,What is under the floor?,した、そこ
