Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
몇 시,何時,what time,김밥,のり巻き,Kimbap,국제,国際,International,자장면,ジャージャー麺,Black Bean Noodles,저것,あれ,That Thing,운동선수,スポーツ選手,Athlete,쌀밥,ご飯,Cooked Rice,숲,森,forest,동물원,動物園,zoo,지금 몇 시예요?,今何時ですか。,What time is it now?,なんじ
오랜만,久しぶり,After a While,졸업,卒業,graduation,은행원,銀行員,Banker,예측,予測,prediction,종일,終日,All Day,소설가,小説家,Novelist,의미,意味,Meaning,엽서,葉書,Postcard,떡,餅,Mochi,오랜만에 만났어요.,久しぶりに会いました。,I met after a long time.,ひさしぶり
오래,長く,Long Time,전자사전,電子辞書,Electronic Dictionary,달력,カレンダー,calendar,햇빛,日光,Sunlight,얼마동안,どのくらいの間,for how long,그렇구나,なるほど,I see,멕시코,メキシコ,Mexico,바다,海,sea,힘,力,Strength,오래 기다렸어요.,長く待ちました。,I waited for a long time.,ながく
화가,画家,Painter,특별히,特別に,Specially,해일,津波,tsunami,유럽,ヨーロッパ,Europe,단점,短所,Weakness/Flaw,점,点,Dot/Point,생명,生命,life,카드,カード,Card,비누,石鹸,Soap,그는 유명한 화가예요.,彼は有名な画家です。,He is a famous painter.,がか
그만,つい,by accident (unintentionally),배구,バレーボール,Volleyball,주소,住所,address,가뭄,干ばつ,drought,어저께,昨日,Yesterday,사실,事実,fact,부동산,不動産,Real Estate,심장,心臓,heart,운동,運動,Exercise,그만 잠들어 버렸어요.,つい寝てしまいました。,I fell asleep without meaning to.,つい
좀더,もう少し,A Bit More,더,より,More,한복,韓服,Hanbok,어떤,どんな,what kind of,비자,ビザ,visa,지폐,紙幣,bill (money),열,熱、10,Ten/Heat,크레이프,クレープ,crepe,저기,あそこ,Over There,좀더 기다리세요.,もう少し待ってください。,Wait a bit more.,もうすこし
일기,日記,Diary,이름,名前,Name,맥주,ビール,Beer,일본요리,日本料理,Japanese Cuisine,새우,えび,Shrimp,종류,種類,Kind,또,また、再び,Again,술,酒,Alcohol,간식,間食、おやつ,Snack,매일 일기를 써요.,毎日日記を書きます。,I write in my diary every day.,にっき
천둥,雷,thunder,기타,その他,Other/Guitar,미리,前もって、あらかじめ,In Advance,여우,狐,fox,한식,韓国料理,Korean Food,만약(에),もし,if/suppose,친척,親戚,Relative,목걸이,ネックレス,Necklace,날씨,天気,Weather,천둥 소리가 커요.,雷の音が大きいです。,The thunder is loud.,かみなり
옛,昔の,old/former,실제로,実際に,actually/in reality,꿈,夢,Dream,인기스타,人気スター,Popular Star,극장,劇場,theater,정오,正午,noon,회사,会社,Company,냉방,冷房,air conditioning,방학,(夏休み、冬休みなどの)休み,Vacation,옛 친구를 만났어요.,昔の友達に会いました。,I met an old friend.,むかしの
시장,市場,Market,오른쪽,右,Right Side,흰색,白色,White,부엌,台所,Kitchen,인구,人口,population,소,牛,Cow,추석,チュソク (秋夕),Korean Thanksgiving,지하철,地下鉄,subway,생활,生活,Life,시장에서 과일을 샀어요.,市場で果物を買いました。,I bought fruit at the market.,いちば
