Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
스웨터,セーター,Sweater,강아지,子犬,Puppy,콧물,鼻水,Nasal Discharge,토마토,トマト,tomato,겨울,冬,Winter,문학,文学,literature,복사기,複写機,photocopier,그중,その中,Among,도넛,ドーナツ,doughnut,따뜻한 스웨터를 입었어요.,暖かいセーターを着ました。,I wore a warm sweater.,せーたー
통계,統計,statistics,달,~ヶ月、月,Month,오래간만,久しぶり,Long Time No See,저런,あんな,that (over there) kind of,배우,俳優,Actor/Actress,자주,しばしば,frequently/often,학원,塾,Academy,새로,新しく,Newly,그러니까,だからこそ,that’s why,통계를 확인해 보세요.,統計を確認してください。,Check the statistics.,とうけい
스캐너,スキャナー,scanner,영향,影響,influence,수도,首都,Capital,미국,米国、アメリカ,USA/United States,월,月,Month,종일,終日,All Day,직접,直接,Directly,방법,方法,Method/Way,모양,形、形状、格好、スタイル,Shape/Appearance,스캐너로 문서를 스캔했어요.,スキャナーで書類をスキャンしました。,I scanned the documents with a scanner.,すきゃなー
학년,学年,Grade,가이드북,ガイドブック,guidebook,공기,空気,Air,명,~名,Counter for People,농구,バスケットボール,Basketball,빵,パン,bread,산책로,散策路,walking path,아직,まだ,Still,미래,未来,Future,저는 2학년이에요.,私は2学年です。,I am in the second grade.,がくねん
비디오,ビデオ,Video,베이징,北京,Beijing,거의,ほとんど,Almost,방금,たった今,just now,백화점,百貨店、デパート,Department Store,기름,油、ガソリン,Oil/Fuel,약국,薬局,Pharmacy,아래,下,Below,준비,準備,Preparation,새로운 비디오를 샀어요.,新しいビデオを買いました。,I bought a new video.,びでお
교회,教会,church,바지,ズボン,Pants/Trousers,이상,以上,More Than,지난주,先週,Last Week,우선,まず,First,얼마나,どれくらい,how long/much,가을,秋,Autumn,교과서,教科書,Textbook,거울,鏡,mirror,교회에 다녀요.,教会に通っています。,I go to church.,きょうかい
예약,予約,Reservation,나들이,お出かけ,outing,시외,市外,Outside the City,반달,半月,Half Moon,여자,女性,Woman,정치,政治,politics,성당,聖堂,cathedral,남북,南北,North and South,목적,目的,Purpose,호텔을 예약했어요.,ホテルを予約しました。,I made a hotel reservation.,よやく
동안,~の間,During,연습,練習,Practice,고모,おば（父方）,Aunt (father's side),부산,釜山,Busan,부모,父母,Parents,독서,読書,reading,똑바로,しっかり,Straight/Properly,소파,ソファー,Sofa,시골,いなか,Countryside,두 시간 동안 공부했어요.,二時間の間勉強しました。,I studied for two hours.,あいだ
소개,紹介,Introduction,기분,気分,Mood,약국,薬局,Pharmacy,간호사,看護師,nurse,지각,遅刻,Late,문구점,文具店,stationery store,지난주,先週,Last Week,교체,交換,Replacement,꽤,けっこう,quite/rather,소개를 받았어요.,紹介を受けました。,I received an introduction.,しょうかい
뒤쪽,後ろ、後ろの方、後側,Back Side,버스정류장,バス停,Bus stop,귀,耳,ear,가스,瓦斯,gas,갈비탕,カルビタン,Beef Rib Soup,갈색,褐色、茶色,Brown,청소기,掃除機,Vacuum Cleaner,테이블,テーブル,Table,종류,種類,Kind,뒤쪽에 공원이 있어요.,後ろの方に公園があります。,There is a park on the back side.,うしろのほう
