Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
어른,大人,Adult,식사,食事,Meal,남녀,男女,Male and Female,고모,おば（父方）,Aunt (father's side),소파,ソファー,Sofa,거실,居間,Living Room,책방,本屋,Bookstore,호텔,ホテル,Hotel,자칫하면,ちょっとしたことで,nearly/almost,어른이 된 기분이 어때요?,大人になった気分はどうですか？,How does it feel to be an adult?,おとな
라디오,ラジオ,radio,인간,人間,human,마리,~匹、~頭,Counter for Animals/People,감기약,風邪薬,Cold Medicine,부산,プサン,Busan,직장,職場,Workplace,소금,塩,Salt,매일,毎日,Every Day,파란색,青色,blue,라디오에서 음악이 나와요.,ラジオで音楽が流れます。,Music is playing on the radio.,らじお
짐,荷物,Luggage,옷가게,服屋,Clothing Store,준비,準備,Preparation,절망,絶望,despair,투어,ツアー,tour,음반,音盤,Record,식료품점,食料品店,grocery store,사촌,いとこ,Cousin,어떤,どんな,what kind of,짐을 싸고 있어요.,荷物を詰めています。,I am packing my luggage.,にもつ
폭풍,暴風,storm,토마토,トマト,tomato,치과,歯科,Dentist,센티미터,センチメートル,Centimeter,인천,インチョン,Incheon,모양,形、形状、格好、スタイル,Shape/Appearance,변호사,弁護士,Lawyer,외국인,外国人,Foreigner,주부,主婦,Housewife,폭풍이 몰려오고 있어요.,暴風が近づいています。,A storm is approaching.,ぼうふう
보통,ふつう、一般的に,Usually,날씨,天気,Weather,작은아버지,父の弟、おじ,Uncle (Paternal),할머니,祖母,grandmother,남자,男,Man,이혼,離婚,divorce,음식,食べ物,Food,소리,音,Sound,오이,きゅうり,cucumber,보통 아침에 운동해요.,普通、朝に運動します。,I usually exercise in the morning.,ふつう
만일,万一,if by any chance,주변,周辺,Surroundings,에스카레이터,エスカレーター,escalator,남대문시장,南大門市場,Namdaemun Market,모자,帽子,hat,각,各、おのおの,Each,그냥,ただ、そのまま,Just,횡단보도,横断歩道,Crosswalk,놀이공원,遊園地,amusement park,만일 문제가 있으면 연락 주세요.,万一問題があれば連絡ください。,"If there’s a problem,  contact me.",まんいち
서점,書店,Bookstore,아기,赤ちゃん,Baby,홍수,洪水,flood,영상,映像,Image,청바지,ジーンズ,Jeans,내년,来年,Next Year,단어,単語,Word,문구점,文具店,stationery store,운동화,運動靴,Sneakers,서점에서 책을 샀어요.,書店で本を買いました。,I bought a book at the bookstore.,しょてん
칼,ナイフ,Knife,귤,みかん,Mandarin Orange,전혀,全然(まったく),not at all,천둥,雷,thunder,반,半分、班,Half/Group,이곳,ここ,This Place,교외,郊外,suburbs,소금,塩,Salt,해외여행,海外旅行,Overseas Travel,칼로 과일을 잘랐어요.,ナイフで果物を切りました。,I cut the fruit with a knife.,ないふ
그러나,しかし,but/however,유치원,幼稚園,kindergarten,여보세요,もしもし,Hello (on phone),설명,説明,Explanation,스웨터,セーター,Sweater,사람,人,Person,공부,勉強,Study,스케이트,スケート,Skate,제가,私が,I (humble),나는 노력했다. 그러나 실패했다.,私は努力した。しかし失敗した。,"I tried,  but I failed.",しかし
최고,最高,Best,제주도,済州島,Jeju Island,바지,ズボン,Pants/Trousers,창문,窓,window,아마,多分,Probably,카레,カレー,Curry,유리,ガラス,Glass,만약(에),もし,if/suppose,공휴일,祝日,Holiday,최고의 날씨예요.,最高の天気です。,It's the best weather.,さいこう
