Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
누구랑,誰と,with whom,주인,主人,owner/master,채소,野菜,Vegetable,어린이,子供,Child,이집트,エジプト,Egypt,호수,湖,lake,선물,プレゼント,Gift,레몬,レモン,lemon,중학생,中学生,Middle School Student,누구랑 갔어요?,誰と行ったんですか。,Who did you go with?,だれと
초등학교,小学校,elementary school,소설가,小説家,Novelist,빵집,パン屋,Bakery,늘,いつも、ずっと,Always,장소,場所,Place,책임,責任,Responsibility,선박,船,boat,학생증,学生証,Student ID,식탁,食卓,Dining Table,초등학교 학생이에요.,小学校の生徒です。,I'm an elementary school student.,しょうがっこう
이렇게,こんなに,Like This,너,きみ、おまえ,You,응,うん,Yeah,책상,机,Desk,평화,平和,peace,금주,禁酒,No Alcohol,검은색,黒,Black,아이스크림,アイスクリーム,Ice Cream,오후,午後,afternoon,이렇게 많이 먹으면 안 돼요.,こんなにたくさん食べてはいけません。,You shouldn't eat this much.,こんなに
이사,引っ越し,Move,반지,指輪,Ring,자두,すもも,plum,환율,換率,exchange rate,확률,確率,probability,엽서,葉書,Postcard,디브이디,DVD,DVD,결혼,結婚,marriage,건물,建物,Building,이사를 준비하고 있어요.,引っ越しの準備をしています。,I am preparing for a move.,ひっこし
지우개,消しゴム,eraser,처음,最初,First,요르단,ヨルダン,Jordan,수치,数値,value/figure,화요일,火曜日,Tuesday,뿐,だけ、のみ、ばかり,Only,분석,分析,analysis,준비,準備,Preparation,병원,病院,hospital,지우개를 빌려줄래요?,消しゴムを貸してくれますか。,Can you lend me an eraser?,けしごむ
연,年,year,셔츠,シャツ,shirt,몸살,疲労からくる病気,Flu-like Illness,경제,経済,economy,바로,すぐに、まさに,Immediately/Exactly,위,上,Above,파,ねぎ,Green Onion,베트남,ベトナム,Vietnam,도착,到着,Arrival,연이 바뀌었어요.,年が変わりました。,The year has changed.,とし
뿐,だけ、のみ、ばかり,Only,자료,資料,materials/data,정거장,停車場,Station,놀이공원,遊園地,amusement park,이자,利子,interest,매,毎,every,내과,内科,Internal Medicine,경제,経済,economy,습관,習慣,Habit,공부뿐만 아니라 운동도 중요해요.,勉強だけでなく運動も重要です。,Not only studying but also exercise is important.,だけ
몽골,モンゴル,Mongolia,천장,天井,ceiling,수돗물,水道水,Tap Water,청바지,ジーンズ,Jeans,물리,物理,Physics,전,全,All,오랫동안,長い間,For a Long Time,골프,ゴルフ,Golf,스타,スター,Star,몽골은 아름다운 나라예요.,モンゴルは美しい国です。,Mongolia is a beautiful country.,もんごる
정치,政治,politics,회의,会議,Meeting,역사가,歴史家,historian,함께,一緒に,Together,숙제,宿題,Homework,저것,あれ,That Thing,치약,歯磨き粉,Toothpaste,극장,劇場,theater,여러분,皆様,Everyone,정치에 관심이 많아요.,政治に関心があります。,I'm interested in politics.,せいじ
휴대전화,携帯電話,Mobile Phone,미술,美術,Art,영,ゼロ,Zero,횡단보도,横断歩道,Crosswalk,시디,CD,CD,여우,狐,fox,저녁식사,夕食,Dinner,정오,正午,noon,며칠,何日,How Many Days,휴대전화로 연락했어요.,携帯電話で連絡しました。,I contacted via mobile phone.,けいたいでんわ
