Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
안부,安否,well-being,그램,グラム,Gram,취미,趣味,Hobby,주말,週末,Weekend,분홍색,ピンク,pink,곡선,曲線,curve,디브이디,DVD,DVD,배탈,腹痛,Stomachache,커피,珈琲,coffee,친구 안부가 궁금해요.,友達の安否が気になります。,I wonder how my friend is doing.,あんぴ
반찬,おかず,Side Dish,공연,公演,Performance,박물관,博物館,museum,큰어머니,父の（１番上の）兄の妻、伯母,Aunt,식당,食堂,restaurant,우정,友情,friendship,국적,国籍,Nationality,동전,硬貨、小銭,Coin,그런데,ところで,but/by the way,반찬을 준비했어요.,おかずを準備しました。,I prepared side dishes.,おかず
소설,小説,Novel,열심히,熱心に,Diligently,우선,まず,First,아마,多分,Probably,고향,故郷,Hometown,뉴욕,ニューヨーク,New York,주,週,Week,적,的,Enemy/Target,구름,雲,cloud,새로운 소설을 읽었어요.,新しい小説を読みました。,I read a new novel.,しょうせつ
형님,お兄様,Older Brother (Honorific),예,はい,Yes,아이보리색,アイボリー,ivory,휴일,休日,holiday,식료품점,食料品店,grocery store,항상,いつも,always,공짜,無料,Free (no charge),전화,電話,telephone,변호사,弁護士,Lawyer,형님께 말씀드렸어요.,お兄様に話しました。,I told my elder brother.,おにいさま
도넛,ドーナツ,doughnut,스타킹,ストッキング,Stockings,한국,韓国,Korea,약국,薬局,Pharmacy,우체국,郵便局,post office,등,背、など,Back/Etc.,중식,中国料理,Chinese Cuisine,우리나라,韓国、わが国,Our Country,감사,感謝,Gratitude,도넛이 달콤하고 폭신해요.,ドーナツが甘くてふわふわです。,The doughnut is sweet and fluffy.,どーなつ
레몬,レモン,lemon,우편번호,郵便番号,postal code,건배,乾杯,Cheers,인터넷,インターネット,internet,벽,壁,wall,맞은편,向こう側、向かい,Opposite Side,공부,勉強,Study,동생,弟/妹,younger sibling,방송국,放送局,Broadcasting Station,레몬이 셔요.,レモンは酸っぱいです。,The lemon is sour.,れもん
별,星,star,안,~しない、中,Inside/Not,나무,木,tree,가방,鞄,Bag,중요,重要,Important,진실,真実,truth,킬로미터,キロメートル,Kilometer,교통,交通,Traffic,크기,大きさ,Size,별이 반짝여요.,星がきらめきます。,The star is twinkling.,ほし
유학생,留学生,Foreign Student,내,私の、僕の、おれの,My,설렁탕,ソルロンタン,Beef Bone Soup,내용,内容,Content,어머님,お母様,Mother (honorific),즉,すなわち,that is/namely,남편,夫,Husband,말하기,しゃべること、話、会話,Speaking,코,鼻,nose,유학생들이 많아요.,留学生が多いです。,There are many foreign students.,りゅうがくせい
파,ねぎ,Green Onion,손가락,指,finger,성격,性格,Personality,사촌,いとこ,Cousin,우산,傘,umbrella,외국어,外国語,Foreign Language,지난번,前回,Last Time,그,その,That,초대,招待,invitation,파를 국에 넣었어요.,ねぎをスープに入れました。,I put green onions in the soup.,ねぎ
대출,貸出,loan,사업가,事業家,Businessperson,빵,パン,bread,마늘,にんにく,Garlic,회의,会議,Meeting,스캐너,スキャナー,scanner,대부분,大部分,mostly/for the most part,내과,内科,Internal Medicine,버섯,きのこ,mushroom,은행에서 대출을 받았어요.,銀行から貸出を受けました。,I got a loan from the bank.,かしだし
