Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
데리다,連れる,Bring,느끼다,感じる,Feel,들어오다,入って来る、入る,Come In,울리다,鳴らす,Make Someone Cry,열리다,開かれる,Be Opened,도착하다,到着する、着く,Arrive,치료하다,治療する,Treat,쉽다,簡単だ,Easy,담그다,漬ける,Soak,친구를 집에 데려왔어요.,友達を家に連れてきました。,I brought a friend to my house.,つれる
괜찮다,大丈夫だ、構わない,It's Okay,열다,開く,Open,가다,行く,Go,벌다,(お金を)稼ぐ、儲ける,Earn,입원하다,入院する,Be Hospitalized,시끄럽다,うるさい,Noisy,재미있다,面白い,Interesting,썰다,切る,Slice,만족하다,満足する,satisfied,"걱정 마세요,  괜찮아요.",心配しないでください、大丈夫です。,"Don't worry,  it's okay.",だいじょうぶだ
걸다,かける,Hang/Call,틀리다,間違う,Be Wrong,꺼내다,取り出す,Take Out,이야기하다,話す,Talk,오르다,上る,Climb,운전하다,運転する,Drive,그렇습니다,そうです,That's right (formal),불다,吹く,Blow,달리다,走る,Run,전화기를 걸었어요。,電話をかけました。,I made a call.,かける
간단하다,簡単だ,Simple,감다,(目を)閉じる,Close Eyes,웃기다,笑わせる,Make Someone Laugh,촬영하다,撮影する,Film,잊다,忘れる,Forget,움직이다,動く,Move,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,잠자다,寝る,Sleep,부탁하다,依頼する,Request,이 문제는 간단해요。,この問題は簡単です。,This problem is simple.,かんたん
말하다,話す、しゃべる,Talk/Speak,끝내다,終える、済ませる,Finish,눈치채다,気付く,notice,신다,履く,Put On Shoes,보내다,送る、過ごす,Send/Spend,고르다,選ぶ,Choose,모르겠습니다,知りません、わかりません,Don't Know/Don't Understand,기억하다,覚えている,remember,친하다,親しい,Close,친구와 이야기를 말했어요.,友達と話をしました。,I talked with a friend.,はなす、しゃべる
짓다,作る,Make,사다,買う,Buy,싱겁다,(味が)薄い,Plain,앉다,座る,Sit,맑다,清い、澄んでいる,Clear/Pure,지다,負ける,Lose,귀엽다,かわいい,Cute,끝내다,終える、済ませる,Finish,시원하다,涼しい,Cool,밥을 지었어요.,ご飯を炊きました。,I cooked rice.,つくる
통하다,通じる,Communicate,끊다,切る,hang up/quit,그렇습니다,そうです,That's right (formal),샤워하다,シャワーする,Take a Shower,나빠지다,悪くなる,Worsen,못하다,できない,Can't/Unable to,잠자다,寝る,Sleep,이해하다,理解する,Understand,떠들다,騒ぐ,Make Noise,영어로 의사소통했어요.,英語で意思疎通しました。,We communicated in English.,つうじる
많다,多い,Many/Many of,놀라다,驚く,Be Surprised,외롭다,さびしい,Lonely,끄다,消す、止める,Turn Off,가르치다,教える,Teach,피우다,咲かせる,Bloom,넣다,入れる,Put In,목욕하다,入浴する,Bathe,일어서다,立ち上がる,Stand Up,사람이 많아요.,人が多いです。,There are many people.,おおい
궁금하다,気になる,curious,생기다,生じる,Happen,웃기다,笑わせる,Make Someone Laugh,짧다,短い,Short,미안합니다,すみません,I'm Sorry (formal),하다,する,Do,결정하다,決定する,Decide,적다,少ない,Few/Write Down,빨갛다,赤い,Red,앞날이 궁금해요.,これからのことが気になります。,I'm curious about the future.,きになる
긴장되다,緊張する,Be Nervous,끝나다,終わる,Finish,갈아타다,乗り換える,Transfer,어리다,幼い,Young,누르다,押す,Press,돌아가다,帰って行く,Go Back,만족하다,満足する,satisfied,닦다,磨く、拭く,Wash/Clean,그치다,終わる、止む,End,시험을 앞두고 긴장돼요。,試験を前に緊張しています。,I am nervous about the exam.,きんちょうする
