Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
놀다,遊ぶ,Play,켜다,つける,Turn On,맵다,辛い,Spicy,시다,酸っぱい,Sour,배고프다,空腹だ,Hungry,가져오다,持って来る,Bring,잘생기다,ハンサムだ,Handsome,모시다,お連れする、お仕えする,Escort/Serve (honorific),가져가다,持って行く,Take,아이들이 공원에서 놀고 있어요。,子供たちが公園で遊んでいます。,Children are playing in the park.,あそぶ
드시다,召し上がる,Eat/Drink (honorific),얘기하다,話す,Talk,찾아오다,訪ねて来る,Visit,그치다,終わる、止む,End,초대하다,招待する,Invite,결정하다,決定する,Decide,빼다,のける、引く、抜く,Take Out,불타다,燃える,be on fire,추다,踊る,Dance,어머니께서 음식을 드셨어요.,母が食事を召し上がりました。,My mother ate the meal.,めしあがる
부지런하다,勤勉だ,Diligent,붙이다,つける,Attach,두다,置く,Put,놀라다,驚く,Be Surprised,결혼하다,結婚する,Marry,행복하다,幸せだ,Happy,덥다,暑い,Hot,싶다,~したい,Want To,감동하다,感動する,Be Moved,그는 아주 부지런한 사람이에요.,彼はとても勤勉な人です。,He is a very diligent person.,きんべんだ
아름답다,美しい,Beautiful,길다,長い,Long,심하다,ひどい,Severe,주다,あげる,Give,오래간만입니다,お久しぶりです,Long Time No See (formal),보내다,送る、過ごす,Send/Spend,바쁘다,忙しい,Busy,생기다,生じる,Happen,신청하다,申請する,Apply,풍경이 아름다워요.,風景が美しいです。,The scenery is beautiful.,うつくしい
예쁘다,きれいだ,Pretty,피우다,咲かせる,Bloom,좋다,良い,Good,죄송하다,申し訳ない,Sorry,유명하다,有名だ,Famous,감다,(目を)閉じる,Close Eyes,수수하다,地味だ,plain/simple,뛰다,駆ける、走る,Run,못하다,できない,Can't/Unable to,꽃이 예뻐요.,花がきれいです。,The flower is pretty.,きれいだ
내다,出す、起こす,Take Out/Issue,누르다,押す,Press,감동하다,感動する,Be Moved,간단하다,簡単だ,Simple,외롭다,さびしい,Lonely,차리다,整える,Set/Prepare,구하다,求める、手に入れる,Seek,화장하다,化粧する,Put on Makeup,씻다,洗う,Wash,숙제를 내야 해요。,宿題を出さなければなりません。,I have to submit my homework.,だす
어떻다,どうだ,Be Like,걷다,歩く,Walk,두다,置く,Put,시끄럽다,うるさい,Noisy,즐거워하다,楽しがる,Enjoy,다르다,違う、異なる,Different,얘기하다,話す,Talk,높다,高い,High/Tall,수수하다,地味だ,plain/simple,기분이 어떻습니까?,気分はどうですか？,How do you feel?,どうだ
구하다,求める、手に入れる,Seek,소개하다,紹介する,Introduce,바뀌다,変わる,Change,걸리다,かかる,Take Time/Get Stuck,원하다,望む,Wish,기억하다,覚えている,remember,알리다,知らせる,Inform,어울리다,似合う,Match,닦다,磨く、拭く,Wash/Clean,새로운 직장을 구하고 있어요。,新しい職を求めています。,I am seeking a new job.,もとめる
보다,見る、より,See,아니오,いいえ,No,길다,長い,Long,도착하다,到着する、着く,Arrive,수술하다,手術する,Operate,슬프다,悲しい,Sad,담그다,漬ける,Soak,적다,少ない,Few/Write Down,말하다,話す、しゃべる,Talk/Speak,책을 보고 있어요.,本を読んでいます。,I am reading a book.,みる
구하다,求める、手に入れる,Seek,빼다,のける、引く、抜く,Take Out,시키다,注文する,Order,감사드립니다,ありがとうございます,Thank you very much,젊다,若い,Young,들어오다,入って来る、入る,Come In,중요하다,重要だ,Important,따라오다,ついて来る,Follow Coming,위하다,~のためにする,Do for,새로운 직장을 구하고 있어요。,新しい職を求めています。,I am seeking a new job.,もとめる
