Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
가져오다,持って来る,Bring,눈치채다,気付く,notice,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,건강하다,健康だ,Healthy,감동하다,感動する,Be Moved,공부하다,勉強する,Study,졸업하다,卒業する,Graduate,드시다,召し上がる,Eat/Drink (honorific),굽다,焼く,Bake,내일 선물을 가져올 거예요。,明日プレゼントを持って来ます。,I will bring a present tomorrow.,もってくる
감추다,隠す,hide,곱다,美しい,Beautiful,꺼내다,取り出す,Take Out,끓이다,沸かす、煮る,Boil/Cook,기다리다,待つ,Wait,화내다,怒る,Get Angry (Actively),알았습니다,わかりました,Understood,무겁다,重い,Heavy,기뻐하다,嬉しがる,Be Happy,비밀을 감췄어요.,秘密を隠しました。,I hid the secret.,かくす
먹다,食べる,Eat,아니오,いいえ,No,재미없다,面白くない,Boring,갈아타다,乗り換える,Transfer,복잡하다,複雑だ、混雑している,Complex/Crowded,감동하다,感動する,Be Moved,멋있다,かっこいい,cool,고르다,選ぶ,Choose,계산하다,計算する,Calculate,밥을 먹었어요.,ご飯を食べました。,I ate rice.,たべる
설명하다,説明する,Explain,괜찮습니다,大丈夫です、結構です,It's Okay (formal),멋있다,かっこいい,cool,벗다,脱ぐ,Take Off,통하다,通じる,Communicate,주문하다,注文する,Order,만나다,会う,Meet,타다,乗る,Ride,올려놓다,乗せる,Place On Top,그가 문제를 설명했어요.,彼が問題を説明しました。,He explained the problem.,せつめいする
재미있다,面白い,Interesting,모으다,集める,Collect/Gather,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,감다,(目を)閉じる,Close Eyes,걷다,歩く,Walk,그치다,終わる、止む,End,고맙다,ありがたい,Grateful,어떻다,どうだ,Be Like,설명하다,説明する,Explain,이 영화는 정말 재미있어요.,この映画は本当に面白いです。,This movie is really interesting.,おもしろい
화장하다,化粧する,Put on Makeup,모시다,お連れする、お仕えする,Escort/Serve (honorific),죄송하다,申し訳ない,Sorry,깨뜨리다,壊す,break (an object),그렇습니다,そうです,That's right (formal),지키다,守る,Protect,싫다,嫌いだ,Dislike,멋있다,かっこいい,cool,설득하다,説得する,persuade,화장을 했어요.,化粧をしました。,I put on makeup.,けしょうする
고맙습니다,ありがとうございます,Thank you,기쁘다,嬉しい,Happy,나가다,出て行く,Go Out,전하다,伝える,Deliver,맞습니다,そうです,That's Right (formal),드리다,差し上げる,Give (polite),똑같다,全く同じだ、そっくりだ,Same Exactly,요리하다,料理する,cook,어둡다,暗い,Dark,도와주셔서 고맙습니다。,助けてくれてありがとうございます。,Thank you for your help.,ありがとうございます
신청하다,申請する,Apply,조사하다,調査する,Investigate,벗다,脱ぐ,Take Off,느끼다,感じる,Feel,주무시다,お休みになる,Go to bed (honorific),움직이다,動く,Move,마치다,終わる、終える,Finish/Complete,화나다,怒る,Get Angry,들어오다,入って来る、入る,Come In,비자를 신청했어요.,ビザを申請しました。,I applied for a visa.,しんせいする
이해하다,理解する,Understand,걸다,かける,Hang/Call,붓다,注ぐ,Pour,수술하다,手術する,Operate,불타다,燃える,be on fire,기억하다,記憶する、憶える,Remember,시원하다,涼しい,Cool,싫다,嫌いだ,Dislike,까맣다,黒い,Black,그의 말을 이해했어요.,彼の話を理解しました。,I understood his words.,りかいする
사다,買う,Buy,마시다,飲む,Drink,사랑하다,愛する,Love,썰다,切る,Slice,매다,結ぶ、締める,Tie/Buckle,노래하다,歌う,Sing,부지런하다,勤勉だ,Diligent,누르다,押す,Press,까맣다,黒い,Black,가게에서 물건을 샀어요.,店で物を買いました。,I bought items at the store.,かう
