Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
회색,灰色,gray,장례식,葬礼,funeral,서랍,引き出し,drawer,감자,じゃがいも,Potato,옷장,洋服ダンス,wardrobe,요즘,この頃,Nowadays,냉방,冷房,air conditioning,부장,部長,Manager,아시아,アジア,Asia,회색 구름이 하늘을 덮었어요.,灰色の雲が空を覆いました。,Gray clouds covered the sky.,はいいろ
일식,日本料理,Japanese Food,관광명소,観光名所,tourist attraction,지식,知識,knowledge,돈,お金,Money,연락처,連絡先,Contact Info,중식,中国料理,Chinese Cuisine,어머님,お母様,Mother (honorific),종일,終日,All Day,정치,政治,politics,일식은 맛있어요.,日本料理は美味しいです。,Japanese food is delicious.,にほんりょうり
결정,決定,Decision,탁구,卓球,Table Tennis,올림픽,オリンピック,Olympics,정문,正門,Main Gate,남색,藍色/濃紺,navy/navy blue,지하,地下,Underground,천천히,ゆっくり,slowly,지난번,前回,Last Time,결혼식,結婚式,Wedding,중요한 결정을 내렸어요。,重要な決定を下しました。,I made an important decision.,けってい
꿈,夢,Dream,역사,歴史,History,경찰관,警察官,Police Officer,수집,収集,collecting,아가씨,お嬢さん,Young Lady,새,新しい/鳥,New/Bird,사회학,社会学,sociology,대한민국,大韓民国,Republic of Korea,의자,いす,Chair,좋은 꿈을 꾸었어요。,良い夢を見ました。,I had a good dream.,ゆめ
탤런트,タレント,Talent,자전거,自転車,bicycle,산사태,山崩れ,landslide,식탁,食卓,Dining Table,콩,豆,Bean,지우개,消しゴム,eraser,작은어머니,父の弟の妻、おば,Aunt (Paternal),주로,主に,Mainly,야구,野球,Baseball,그녀는 유명한 탤런트예요.,彼女は有名なタレントです。,She is a famous talent.,たれんと
점원,店員,Clerk,약사,薬剤師,Pharmacist,해일,津波,tsunami,악기,楽器,Instrument,아침식사,朝食,Breakfast,출장,出張,Business Trip,맛,味,Taste,광주,クァンジュ,Gwangju,쓰레기,ごみ,Garbage,점원이 친절했어요.,店員が親切でした。,The clerk was kind.,てんいん
삼일절,サミルチョル (3.1節),March 1st Movement Day,국내,国内,Domestic,산책,散策,Walk,방문,訪問,Visit,대학교,大学校,College/University,할아버지,祖父,grandfather,사무실,事務室,office,계절,季節,Season,한글날,ハングルナル (ハングルの日),Hangul Day,삼일절은 독립운동을 기념하는 날이에요.,3.1節は独立運動を記念する日です。,Sam-il Jeol commemorates the independence movement.,さみるちょる
외할아버지,祖父（母方）,Grandfather (maternal),매일,毎日,Every Day,저녁,夕方,Dinner,중국,中国,China,원,ウォン,Korean Won,배낭,リュックサック,backpack,혼자,独り,Alone,형님,お兄様,Older Brother (Honorific),킬로미터,キロメートル,Kilometer,외할아버지가 건강하세요.,祖父が元気です。,My grandfather is healthy.,そふ
서양,西洋,The West,사례,事例,case/example,축구,サッカー,Soccer,소식,消息,news,영화표,映画のチケット,Movie Ticket,요일,曜日,Day of the Week,들,~たち、~ども,Plural Suffix,새로,新しく,Newly,땀,汗,Sweat,서양 문화를 배웠어요.,西洋文化を学びました。,I learned Western culture.,せいよう
커피,コーヒー,Coffee,모든,すべての,all/every,계획,計画,Plan,종업원,従業員,Employee,로션,ローション、化粧水,Lotion,빌딩,ビル,Building,형제,兄弟,Brothers,유학,留学,Study Abroad,이용,利用,Use,커피를 마셨어요.,コーヒーを飲みました。,I drank coffee.,こーひー
