Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
달력,カレンダー,calendar,경찰관,警察官,Police Officer,스트레스,ストレス,Stress,벚꽃,桜,Cherry Blossom,사거리,四つ角,Crossroads,우산,傘,umbrella,강아지,子犬,Puppy,환율,換率,exchange rate,단점,短所,Weakness/Flaw,달력을 바꿨어요.,カレンダーを替えました。,I changed the calendar.,かれんだー
남미,南米,South America,몸,体,Body,테니스,テニス,Tennis,힘,力,Strength,다른,別の~、違う~,Different ~,오래,長く,Long Time,전,全,All,고모부,おばの夫、おじ,Uncle (aunt's husband),폭풍,暴風,storm,남미 여행을 계획하고 있어요。,南米旅行を計画しています。,I am planning a trip to South America.,なんべい
프린트,プリント,Print,지폐,紙幣,bill (money),아침밥,朝ご飯,Breakfast,왜냐하면,なぜなら,because,코피,鼻血,Nosebleed,소리,音,Sound,무척,とても、非常に,Very/Extremely,컴퓨터,コンピューター,computer,계획,計画,Plan,프린트를 출력했어요.,プリントを出力しました。,I printed it out.,ぷりんと
아이스크림,アイスクリーム,Ice Cream,페이지,ページ,Page,곡선,曲線,curve,어른,大人,Adult,끝,終わり,End,전자사전,電子辞書,Electronic Dictionary,거짓말,嘘,Lie,다이어트,ダイエット,Diet,중식,中国料理,Chinese Cuisine,아이스크림을 먹었어요.,アイスクリームを食べました。,I ate ice cream.,あいすくりーむ
그쪽,そちら、その方,That Side/Person,왜,なぜ,why,더구나,さらに,moreover,편,編,Volume,문,ドア,door,후,~後,After,유리,ガラス,Glass,정오,正午,noon,오늘,きょう,Today,그쪽으로 가세요。,そちらに行ってください。,Please go that way.,そちら
주스,ジュース,juice,헌,古い,old (worn out),보라색,紫色,purple,엘리베이터,エレベーター,elevator,감기약,風邪薬,Cold Medicine,일본사람,日本人,Japanese Person,쓰레기,ごみ,Garbage,사과,りんご,apple,이것,これ,This,주스를 만들었어요.,ジュースを作りました。,I made juice.,じゅーす
테니스,テニス,Tennis,의자,いす,Chair,탤런트,タレント,Talent,아까,さっき,A While Ago,자연,自然,Nature,여행사,旅行社,Travel Agency,항구,港,port,칼,ナイフ,Knife,별로,別に,Not Particularly,테니스를 잘 쳐요.,テニスが上手です。,I play tennis well.,てにす
어버이날,オボイナル (父母の日),Parents’ Day,킬로그램,キログラム,Kilogram,외국어,外国語,Foreign Language,인기,人気,Popularity,교실,教室,classroom,장마철,梅雨時,Rainy Season,이상,以上,More Than,풀,草,Grass,어머니,母,mother,어버이날에는 부모님께 카네이션을 드려요.,父母の日には両親にカーネーションを差し上げます。,We give carnations to parents on Parents’ Day.,おぼいなる
고추,唐辛子,Chili Pepper,희망,希望,hope,담배,たばこ,Tobacco,해외,海外,Abroad,기간,期間,Period,재킷,ジャケット,Jacket,손가락,指,finger,며칠,何日,How Many Days,수집,収集,collecting,고추를 많이 넣은 음식을 좋아해요。,唐辛子をたくさん入れた料理が好きです。,I like food with a lot of chili peppers.,とうがらし
초등학생,小学生,Elementary School Student,검은색,黒,Black,나,僕、わたし、~や,I/We/Somebody,계단,階段,Stairs,아침밥,朝ご飯,Breakfast,역사가,歴史家,historian,이자,利子,interest,단체,団体,group/organization,이야기,話,Story,그는 초등학생이에요.,彼は小学生です。,He is an elementary school student.,しょうがくせい
