Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
혼자,独り,Alone,검은색,黒,Black,발가락,足の指,Toes,지각,遅刻,Late,여학생,女子学生,Female Student,평일,平日,weekday,마우스,マウス,mouse (PC),쯤,~ごろ,Around,콜라,コーラ,Cola,혼자 여행을 갔어요.,一人で旅行に行きました。,I traveled alone.,ひとり
공부,勉強,Study,과거,過去,past,무궁화,むくげ,Mugunghwa (Hibiscus syriacus),항상,いつも,always,철,季節,Season,빛,光,light,삼거리,三叉路,Three-Way Junction,다이어트,ダイエット,Diet,고등학교,高等学校,High School,매일 공부를 열심히 해요。,毎日勉強を一生懸命します。,I study hard every day.,べんきょう
안경,眼鏡,Glasses,그것,それ,It,우리나라,韓国、わが国,Our Country,창문,窓,window,국,スープ,soup,조용히,静かに,Quietly,저녁,夕方,Dinner,소고기,牛肉,Beef,펜,ペン,pen,안경을 썼어요.,眼鏡をかけました。,I wore glasses.,めがね
갈비,カルビ,Beef Ribs,살구색,肌色/apricot color,peach/apricot,밥,ご飯、食事,Meal/Rice,자전거,自転車,bicycle,심하게,ひどく,severely,입학,入学,entrance to school,반,半分、班,Half/Group,비행장,飛行場,Airport,빨간색,赤色,red,갈비를 구워 먹었어요。,カルビを焼いて食べました。,I grilled and ate beef ribs.,カルビ
수영,水泳,Swimming,여권,パスポート,passport,과학자,科学者,scientist,화산,火山,volcano,간호사,看護師,nurse,간신히,かろうじて,barely,응,うん,Yeah,말씀,お言葉,Word (honorific),수박,スイカ,watermelon,수영을 배우고 있어요.,水泳を習っています。,I am learning to swim.,すいえい
화장실,トイレ,Restroom,수돗물,水道水,Tap Water,화요일,火曜日,Tuesday,산책,散策,Walk,교수,教授,Professor,상당히,かなり,quite/fairly,배,梨、船、お腹,pear,우주,宇宙,universe,떡볶이,トッポギ,Tteokbokki,화장실이 어디예요?,トイレはどこですか。,Where is the restroom?,といれ
방학,(夏休み、冬休みなどの)休み,Vacation,심리학,心理学,psychology,차,車/お茶,Car,인천,インチョン,Incheon,비용,費用,cost,사장,社長,President,콧노래,鼻歌,Humming,개인,個人,Individual,식사,食事,Meal,방학 동안 여행을 갔어요.,休暇中に旅行に行きました。,I traveled during vacation.,きゅうか
프린터,プリンター,printer,허리,腰,Waist,사무실,事務室,office,오래,長く,Long Time,지하철,地下鉄,subway,대화,対話,Conversation,방문,訪問,Visit,말,言葉、話,Word/Speech,더,より,More,프린터가 종이를 걸렸어요.,プリンターに紙が詰まりました。,Paper got jammed in the printer.,ぷりんたー
층,~階,Floor,거실,居間,Living Room,사업가,事業家,Businessperson,옷장,洋服ダンス,wardrobe,사촌,いとこ,Cousin,옛,昔の,old/former,터미널,ターミナル,Terminal,반려동물,ペット,Pet,주황색,オレンジ色,orange,2층에 살고 있어요.,2階に住んでいます。,I live on the second floor.,かい
기쁨,喜び,joy,시계,時計,Clock,매일,毎日,Every Day,원,ウォン,Korean Won,경기,競技、試合,Game/Match,체육관,体育館,gym,약국,薬局,Pharmacy,요리,料理,Cooking,염소,山羊,goat,기쁨을 나누고 싶어요.,喜びを分かち合いたいです。,I want to share my joy.,よろこび
