Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
아무튼,とにかく,anyway,그러니까,だからこそ,that’s why,오른쪽,右,Right Side,건배,乾杯,Cheers,스타,スター,Star,성당,聖堂,cathedral,어머,まあ,Oh My,국적,国籍,Nationality,손뜨개,手編み/ニット,knitting,아무튼 끝까지 해 봅시다.,とにかく最後までやりましょう。,"Anyway,  let’s see it through.",とにかく
마침,ちょうど,just in time,속초,ソクチョ,Sokcho,벌써,もう,already,조금,少し,A Little,그것,それ,It,라면,ラーメン,Ramen,코피,鼻血,Nosebleed,휴일,休日,holiday,적갈색,赤褐色,reddish brown,마침 전화하려던 참이었어요.,ちょうど電話しようとしていました。,I was just about to call.,ちょうど
밀가루,小麦粉,Flour,연습,練習,Practice,성탄절,ソンタンジョル (クリスマス),Christmas,카레,カレー,Curry,복숭아,桃,peach,목,首、喉,Neck/Throat,감자,じゃがいも,Potato,중심,中心,Center,습관,習慣,Habit,밀가루를 사왔어요.,小麦粉を買ってきました。,I bought flour.,こむぎこ
버스,バス,bus,사례,事例,case/example,금주,禁酒,No Alcohol,개나리,レンギョウ,Forsythia,자동차,自動車,car,비용,費用,cost,평일,平日,weekday,피,血,Blood,연휴,連休,Holiday,버스를 기다렸어요.,バスを待ちました。,I waited for the bus.,ばす
철,季節,Season,할인,割引,Discount,준비,準備,Preparation,점수,点数,Score,일식,日本料理,Japanese Food,관계,関係,Relationship,책방,本屋,Bookstore,변호사,弁護士,Lawyer,밥,ご飯、食事,Meal/Rice,철 따라 옷을 준비하세요.,季節に応じて服を準備してください。,Prepare clothes according to the season.,きせつ
비록 ~지만,たとえ〜でも,even though...,스승의날,ススンエナル (先生の日),Teacher’s Day,책장,本棚,Bookshelf,카메라,カメラ,Camera,병원,病院,hospital,어느,どの,which/some,점원,店員,Clerk,나중,（時間や順序が）後,Later,갈비탕,カルビタン,Beef Rib Soup,비록 힘들지만 버틸 거예요.,たとえ大変でも耐えます。,"Even though it’s tough,  I’ll endure.",たとえ
얼굴,顔,face,희망,希望,hope,코트,コート,Coat,농구,バスケットボール,Basketball,노트북,ノートパソコン,laptop,만두,ぎょうざ,Dumpling,토요일,土曜日,Saturday,대답,答え,Answer,이메일,eメール,Email,얼굴이 빨개졌어요.,顔が赤くなりました。,My face turned red.,かお
불꽃축제,プルコッチュクチェ (花火大会),Fireworks Festival,직선,直線,line,답장,返信、返事,Reply,지출,支出,expense,지하,地下,Underground,모자,帽子,hat,머리,頭、髪,Head/Hair,설날,ソルラル (旧正月),Lunar New Year,마라톤,マラソン,marathon,여름에 불꽃축제가 열려요.,夏に花火大会が開かれます。,There’s a fireworks festival in summer.,ぷるこっちゅくちぇ
잠깐,しばらく,A Moment,따로,別に、別途,Separately,무료,無料,Free,안경,眼鏡,Glasses,사무실,事務室,office,소금,塩,Salt,채소,野菜,Vegetable,한글,ハングル,Hangul,사이,間,Between,잠깐 기다려 주세요.,少々お待ちください。,Please wait a moment.,しばらく
빛,光,light,그것,それ,It,액세서리,アクセサリー,Accessory,계속,続けて,Continue,꽤,けっこう,quite/rather,말,馬,horse,오징어,いか,Squid,어머니,母,mother,이사,引っ越し,Move,빛이 비쳐요.,光が差し込みます。,Light is shining in.,ひかり
