Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
안다,抱く,Hug,좁다,狭い,Narrow,싸우다,けんかする,Fight,막히다,詰まる、つかえる,Block/Clog,찾다,探す,Find,기쁘다,嬉しい,Happy,끓이다,沸かす、煮る,Boil/Cook,모이다,集まる,Gather/Assemble,반갑습니다,お会いできて嬉しいです,Glad to Meet (formal),아이를 안았어요.,子供を抱きました。,I hugged the child.,だく
잊어버리다,忘れてしまう,Completely Forget,생기다,生じる,Happen,돌아오다,帰って来る,Return,구경하다,見物する,Watch,알맞다,ふさわしい,Suitable,조심하다,注意する,Be Careful,설명하다,説明する,Explain,처음 뵙겠습니다,初めまして,Nice to meet you,울리다,鳴らす,Make Someone Cry,그 일을 잊어버렸어요.,そのことを忘れてしまいました。,I completely forgot about that.,わすれてしまう
부치다,送る、焼く,Send/Bake,맵다,辛い,Spicy,울리다,鳴らす,Make Someone Cry,눕다,横になる、寝る,Lie Down/Sleep,오래간만입니다,お久しぶりです,Long Time No See (formal),불편하다,不便だ,Uncomfortable,다니다,通う,Attend,외롭다,さびしい,Lonely,편하다,楽だ,Comfortable,편지를 부쳤어요.,手紙を送りました。,I sent a letter.,おくる
기르다,育てる、養う,Raise/Cultivate,걸어오다,歩いて来る,Walk to Here,시원하다,涼しい,Cool,시키다,注文する,Order,부지런하다,勤勉だ,Diligent,없다,ない,Not Exist,화장하다,化粧する,Put on Makeup,버리다,捨てる,Throw Away,닫다,閉める,Close,그는 고양이를 잘 기르고 있어요。,彼は猫を上手に育てています。,He is raising his cat well.,そだてる
짜다,組み立てる,Assemble,오래간만입니다,お久しぶりです,Long Time No See (formal),시작하다,始める,Start,썰다,切る,Slice,놀라다,驚く,Be Surprised,선호하다,好む,prefer,차다,蹴る,Kick,팔다,売る,Sell,주문하다,注文する,Order,책상을 짰어요.,机を組み立てました。,I assembled a desk.,くみたてる
길다,長い,Long,아름답다,美しい,Beautiful,가열하다,加熱する,heat up,쉽다,簡単だ,Easy,다녀오다,行って来る,Go and Come Back,중요하다,重要だ,Important,닫히다,閉まる,Be Closed,추다,踊る,Dance,만족하다,満足する,satisfied,이 길은 정말 길어요。,この道は本当に長いです。,This road is really long.,ながい
올려놓다,乗せる,Place On Top,생기다,生じる,Happen,취직하다,就職する,Get a Job,공부하다,勉強する,Study,돌아오다,帰って来る,Return,춥다,寒い,Cold,깨끗하다,清潔だ、きれいだ,Clean,가볍다,軽い,Light,존중하다,尊重する,respect (opinions),책을 테이블 위에 올려놓았어요.,本をテーブルの上に置きました。,I placed the book on the table.,のせる
글쎄요,そうですね、どうでしょうね,Well...,모르겠습니다,知りません、わかりません,Don't Know/Don't Understand,걸리다,かかる,Take Time/Get Stuck,일어나다,起きる,Wake Up,틀리다,間違う,Be Wrong,타다,乗る,Ride,출근하다,出勤する,Go to Work,끓이다,沸かす、煮る,Boil/Cook,만들다,作る,Make/Create,"글쎄요,  잘 모르겠어요。",そうですね、よく分かりません。,"Well,  I'm not sure.",そうですね
감사합니다,ありがとうございます,Thank you,붙이다,つける,Attach,맵다,辛い,Spicy,어떻습니까?,どうですか,How Is It?,필요하다,必要だ,Be Necessary,차리다,整える,Set/Prepare,타다,乗る,Ride,마르다,乾く,Dry,다니다,通う,Attend,도와주셔서 감사합니다。,助けてくれてありがとうございます。,Thank you for your help.,ありがとうございます
넓다,広い,Wide,빨갛다,赤い,Red,드시다,召し上がる,Eat/Drink (honorific),늘다,増える、増す,Increase,같다,同じだ,Same,닦다,磨く、拭く,Wash/Clean,맑다,清い、澄んでいる,Clear/Pure,위하다,~のためにする,Do for,세우다,たてる,Build,이 방은 정말 넓어요。,この部屋は本当に広いです。,This room is really spacious.,ひろい
