Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
쌓이다,積もる,Accumulate,목욕하다,入浴する,Bathe,아니요,いいえ,No,없다,ない,Not Exist,끊다,切る,hang up/quit,감추다,隠す,hide,건강하다,健康だ,Healthy,올라가다,上る,Go Up,기쁘다,嬉しい,Happy,눈이 많이 쌓였어요.,雪がたくさん積もりました。,The snow has accumulated.,つもる
실례하다,失礼する,Excuse Oneself,내려가다,下がって行く、下がる、降りて行く,Go Down/Descend,작다,小さい,Small,나오다,出て来る、現れる,Come Out/Appear,닮다,似る,Resemble,반갑습니다,お会いできて嬉しいです,Glad to Meet (formal),계산하다,計算する,Calculate,가볍다,軽い,Light,이상하다,おかしい,Strange,회의 중에 실례했어요.,会議中に失礼しました。,I excused myself during the meeting.,しつれいする
쉬다,休む,Rest,살다,生きる,Live,도와주다,助けてあげる、助ける,Help,돌아오다,帰って来る,Return,썰다,切る,Slice,체험하다,体験する,experience (hands-on),안전하다,安全だ,Safe,부지런하다,勤勉だ,Diligent,올려놓다,乗せる,Place On Top,오늘은 집에서 쉴 거예요.,今日は家で休みます。,I will rest at home today.,やすむ
감다,(目を)閉じる,Close Eyes,잠자다,寝る,Sleep,붙다,くっつく,Stick,까맣다,黒い,Black,싱겁다,(味が)薄い,Plain,떠나다,発つ、去る,Leave,피곤하다,疲れる,Tired,자다,寝る,Sleep,조사하다,調査する,Investigate,잠시 눈을 감고 쉬세요。,少し目を閉じて休んでください。,Please close your eyes and rest.,とじる
이용하다,利用する,Use,빨다,洗濯する,Wash,만족하다,満足する,satisfied,느리다,(速度が)遅い,Slow,듣다,聞く,Listen,없다,ない,Not Exist,안전하다,安全だ,Safe,따르다,従う,Follow,소개하다,紹介する,Introduce,자원을 이용하세요.,資源を利用してください。,Please use the resources.,りようする
겁나다,怖がる,be scared,고마웠습니다,ありがとうございました,Thank you (formal past),편하다,楽だ,Comfortable,얘기하다,話す,Talk,배부르다,お腹いっぱいだ、満腹だ,Full,감사하다,感謝する,Be Grateful,말하다,話す、しゃべる,Talk/Speak,안녕하요,こんにちは,Hello,생각되다,考えられる,Be Considered,나는 벌레가 겁나요.,私は虫が怖いです。,I'm scared of bugs.,こわがる
빨갛다,赤い,Red,시원하다,涼しい,Cool,자다,寝る,Sleep,부르다,人を呼ぶ、歌う,Call,걸다,かける,Hang/Call,배부르다,お腹いっぱいだ、満腹だ,Full,자르다,切る,Cut,차리다,整える,Set/Prepare,내다,出す、起こす,Take Out/Issue,사과가 빨갛아요.,リンゴが赤いです。,The apple is red.,あかい
중요하다,重要だ,Important,갈아타다,乗り換える,Transfer,기쁘다,嬉しい,Happy,독서하다,読書する,Read,쌓이다,積もる,Accumulate,취직하다,就職する,Get a Job,생각하다,考える,Think,화장하다,化粧する,Put on Makeup,샤워하다,シャワーする,Take a Shower,이 문제는 중요합니다.,この問題は重要です。,This issue is important.,じゅうようだ
외롭다,さびしい,Lonely,풀다,解く,Untie,가지다,持つ,Have,세수하다,洗顔する,Wash Face,화내다,怒る,Get Angry (Actively),위하다,~のためにする,Do for,나오다,出て来る、現れる,Come Out/Appear,맑다,清い、澄んでいる,Clear/Pure,통하다,通じる,Communicate,외로움을 느꼈어요.,寂しさを感じました。,I felt lonely.,さびしい
좋다,良い,Good,팔리다,売れる,Be Sold,궁금하다,気になる,curious,감동하다,感動する,Be Moved,같다,同じだ,Same,잡다,つかむ,Hold,오다,来る,Come,그치다,終わる、止む,End,이용하다,利用する,Use,이 영화가 정말 좋아요.,この映画が本当に良いです。,This movie is really good.,よい
